r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau         	 lambda     
1.63782119e+06 	 9.538789e+03 	 1.953976e+08 	 2.024653e+01 	 6.157543e+08 	 3.633145e+20 	 2.048388e+04 	 9.384501e+38 	 7.002256e+38 	 1.088784e+21 	 2.871556e+06 	 3.333333e-01
1.63944836e+06 	 9.601699e+03 	 1.951748e+08 	 2.007058e+01 	 6.143510e+08 	 3.600123e+20 	 2.032647e+04 	 9.372542e+38 	 6.995695e+38 	 1.078890e+21 	 2.852600e+06 	 3.333333e-01
1.64107927e+06 	 9.664999e+03 	 1.949522e+08 	 1.989616e+01 	 6.129503e+08 	 3.567390e+20 	 2.017031e+04 	 9.360604e+38 	 6.989143e+38 	 1.069083e+21 	 2.833772e+06 	 3.333333e-01
1.64271389e+06 	 9.728691e+03 	 1.947297e+08 	 1.972325e+01 	 6.115524e+08 	 3.534943e+20 	 2.001540e+04 	 9.348686e+38 	 6.982601e+38 	 1.059361e+21 	 2.815069e+06 	 3.333333e-01
1.64435220e+06 	 9.792779e+03 	 1.945075e+08 	 1.955185e+01 	 6.101572e+08 	 3.502780e+20 	 1.986172e+04 	 9.336788e+38 	 6.976069e+38 	 1.049725e+21 	 2.796492e+06 	 3.333333e-01
1.64599433e+06 	 9.857263e+03 	 1.942854e+08 	 1.938194e+01 	 6.087647e+08 	 3.470899e+20 	 1.970926e+04 	 9.324911e+38 	 6.969547e+38 	 1.040172e+21 	 2.778040e+06 	 3.333333e-01
1.64764021e+06 	 9.922147e+03 	 1.940635e+08 	 1.921350e+01 	 6.073749e+08 	 3.439298e+20 	 1.955801e+04 	 9.313054e+38 	 6.963034e+38 	 1.030704e+21 	 2.759711e+06 	 3.333333e-01
1.64928986e+06 	 9.987431e+03 	 1.938418e+08 	 1.904653e+01 	 6.059877e+08 	 3.407973e+20 	 1.940797e+04 	 9.301216e+38 	 6.956532e+38 	 1.021319e+21 	 2.741505e+06 	 3.333333e-01
1.65094332e+06 	 1.005312e+04 	 1.936202e+08 	 1.888101e+01 	 6.046033e+08 	 3.376924e+20 	 1.925912e+04 	 9.289399e+38 	 6.950039e+38 	 1.012016e+21 	 2.723421e+06 	 3.333333e-01
1.65260059e+06 	 1.011921e+04 	 1.933989e+08 	 1.871693e+01 	 6.032216e+08 	 3.346146e+20 	 1.911145e+04 	 9.277603e+38 	 6.943556e+38 	 1.002794e+21 	 2.705459e+06 	 3.333333e-01
1.65426169e+06 	 1.018571e+04 	 1.931777e+08 	 1.855427e+01 	 6.018425e+08 	 3.315639e+20 	 1.896496e+04 	 9.265826e+38 	 6.937083e+38 	 9.936532e+20 	 2.687617e+06 	 3.333333e-01
1.65592660e+06 	 1.025263e+04 	 1.929566e+08 	 1.839303e+01 	 6.004661e+08 	 3.285399e+20 	 1.881964e+04 	 9.254070e+38 	 6.930619e+38 	 9.845926e+20 	 2.669895e+06 	 3.333333e-01
1.65759532e+06 	 1.031995e+04 	 1.927358e+08 	 1.823318e+01 	 5.990924e+08 	 3.255425e+20 	 1.867546e+04 	 9.242334e+38 	 6.924166e+38 	 9.756117e+20 	 2.652291e+06 	 3.333333e-01
1.65926782e+06 	 1.038769e+04 	 1.925151e+08 	 1.807473e+01 	 5.977214e+08 	 3.225715e+20 	 1.853243e+04 	 9.230618e+38 	 6.917723e+38 	 9.667097e+20 	 2.634805e+06 	 3.333333e-01
1.66094406e+06 	 1.045585e+04 	 1.922946e+08 	 1.791766e+01 	 5.963531e+08 	 3.196266e+20 	 1.839054e+04 	 9.218922e+38 	 6.911289e+38 	 9.578861e+20 	 2.617436e+06 	 3.333333e-01
1.66262417e+06 	 1.052443e+04 	 1.920743e+08 	 1.776195e+01 	 5.949874e+08 	 3.167076e+20 	 1.824977e+04 	 9.207247e+38 	 6.904865e+38 	 9.491401e+20 	 2.600184e+06 	 3.333333e-01
1.66430811e+06 	 1.059344e+04 	 1.918542e+08 	 1.760759e+01 	 5.936245e+08 	 3.138144e+20 	 1.811012e+04 	 9.195592e+38 	 6.898451e+38 	 9.404711e+20 	 2.583047e+06 	 3.333333e-01
1.66599589e+06 	 1.066286e+04 	 1.916343e+08 	 1.745457e+01 	 5.922641e+08 	 3.109466e+20 	 1.797157e+04 	 9.183956e+38 	 6.892046e+38 	 9.318784e+20 	 2.566025e+06 	 3.333333e-01
1.66768755e+06 	 1.073272e+04 	 1.914145e+08 	 1.730289e+01 	 5.909065e+08 	 3.081041e+20 	 1.783413e+04 	 9.172341e+38 	 6.885651e+38 	 9.233613e+20 	 2.549117e+06 	 3.333333e-01
1.66938308e+06 	 1.080301e+04 	 1.911949e+08 	 1.715252e+01 	 5.895515e+08 	 3.052866e+20 	 1.769777e+04 	 9.160745e+38 	 6.879266e+38 	 9.149193e+20 	 2.532322e+06 	 3.333333e-01
1.67108250e+06 	 1.087372e+04 	 1.909755e+08 	 1.700346e+01 	 5.881991e+08 	 3.024939e+20 	 1.756250e+04 	 9.149170e+38 	 6.872891e+38 	 9.065517e+20 	 2.515639e+06 	 3.333333e-01
1.67278579e+06 	 1.094488e+04 	 1.907563e+08 	 1.685569e+01 	 5.868494e+08 	 2.997259e+20 	 1.742829e+04 	 9.137615e+38 	 6.866526e+38 	 8.982578e+20 	 2.499068e+06 	 3.333333e-01
1.67449296e+06 	 1.101647e+04 	 1.905372e+08 	 1.670921e+01 	 5.855024e+08 	 2.969823e+20 	 1.729515e+04 	 9.126081e+38 	 6.860170e+38 	 8.900371e+20 	 2.482608e+06 	 3.333333e-01
1.67620396e+06 	 1.108850e+04 	 1.903183e+08 	 1.656400e+01 	 5.841580e+08 	 2.942630e+20 	 1.716307e+04 	 9.114566e+38 	 6.853825e+38 	 8.818890e+20 	 2.466258e+06 	 3.333333e-01
1.67791879e+06 	 1.116097e+04 	 1.900996e+08 	 1.642005e+01 	 5.828163e+08 	 2.915677e+20 	 1.703202e+04 	 9.103071e+38 	 6.847489e+38 	 8.738130e+20 	 2.450017e+06 	 3.333333e-01
1.67963757e+06 	 1.123389e+04 	 1.898811e+08 	 1.627736e+01 	 5.814772e+08 	 2.888962e+20 	 1.690202e+04 	 9.091596e+38 	 6.841162e+38 	 8.658082e+20 	 2.433884e+06 	 3.333333e-01
1.68136023e+06 	 1.130726e+04 	 1.896628e+08 	 1.613590e+01 	 5.801408e+08 	 2.862483e+20 	 1.677304e+04 	 9.080142e+38 	 6.834846e+38 	 8.578743e+20 	 2.417860e+06 	 3.333333e-01
1.68308680e+06 	 1.138108e+04 	 1.894446e+08 	 1.599567e+01 	 5.788070e+08 	 2.836239e+20 	 1.664509e+04 	 9.068707e+38 	 6.828539e+38 	 8.500106e+20 	 2.401943e+06 	 3.333333e-01
1.68481732e+06 	 1.145535e+04 	 1.892267e+08 	 1.585667e+01 	 5.774758e+08 	 2.810227e+20 	 1.651814e+04 	 9.057291e+38 	 6.822241e+38 	 8.422164e+20 	 2.386132e+06 	 3.333333e-01
1.68655178e+06 	 1.153007e+04 	 1.890089e+08 	 1.571887e+01 	 5.761473e+08 	 2.784445e+20 	 1.639220e+04 	 9.045896e+38 	 6.815954e+38 	 8.344911e+20 	 2.370426e+06 	 3.333333e-01
1.68829020e+06 	 1.160526e+04 	 1.887913e+08 	 1.558226e+01 	 5.748213e+08 	 2.758891e+20 	 1.626726e+04 	 9.034521e+38 	 6.809676e+38 	 8.268342e+20 	 2.354826e+06 	 3.333333e-01
1.69003257e+06 	 1.168090e+04 	 1.885738e+08 	 1.544685e+01 	 5.734980e+08 	 2.733563e+20 	 1.614330e+04 	 9.023166e+38 	 6.803408e+38 	 8.192451e+20 	 2.339330e+06 	 3.333333e-01
1.69177887e+06 	 1.175701e+04 	 1.883566e+08 	 1.531261e+01 	 5.721773e+08 	 2.708460e+20 	 1.602032e+04 	 9.011831e+38 	 6.797150e+38 	 8.117232e+20 	 2.323937e+06 	 3.333333e-01
1.69352908e+06 	 1.183358e+04 	 1.881395e+08 	 1.517954e+01 	 5.708593e+08 	 2.683580e+20 	 1.589831e+04 	 9.000516e+38 	 6.790902e+38 	 8.042681e+20 	 2.308647e+06 	 3.333333e-01
1.69528316e+06 	 1.191063e+04 	 1.879226e+08 	 1.504762e+01 	 5.695439e+08 	 2.658921e+20 	 1.577726e+04 	 8.989221e+38 	 6.784663e+38 	 7.968793e+20 	 2.293459e+06 	 3.333333e-01
1.69704127e+06 	 1.198814e+04 	 1.877059e+08 	 1.491685e+01 	 5.682311e+08 	 2.634481e+20 	 1.565717e+04 	 8.977946e+38 	 6.778434e+38 	 7.895559e+20 	 2.278373e+06 	 3.333333e-01
1.69880334e+06 	 1.206613e+04 	 1.874894e+08 	 1.478722e+01 	 5.669209e+08 	 2.610257e+20 	 1.553803e+04 	 8.966690e+38 	 6.772214e+38 	 7.822975e+20 	 2.263387e+06 	 3.333333e-01
1.70056939e+06 	 1.214460e+04 	 1.872730e+08 	 1.465871e+01 	 5.656133e+08 	 2.586249e+20 	 1.541982e+04 	 8.955454e+38 	 6.766004e+38 	 7.751037e+20 	 2.248501e+06 	 3.333333e-01
1.70233945e+06 	 1.222355e+04 	 1.870569e+08 	 1.453132e+01 	 5.643083e+08 	 2.562455e+20 	 1.530255e+04 	 8.944238e+38 	 6.759804e+38 	 7.679737e+20 	 2.233714e+06 	 3.333333e-01
1.70411352e+06 	 1.230298e+04 	 1.868409e+08 	 1.440504e+01 	 5.630059e+08 	 2.538871e+20 	 1.518620e+04 	 8.933042e+38 	 6.753613e+38 	 7.609071e+20 	 2.219026e+06 	 3.333333e-01
1.70589162e+06 	 1.238289e+04 	 1.866251e+08 	 1.427986e+01 	 5.617061e+08 	 2.515498e+20 	 1.507077e+04 	 8.921865e+38 	 6.747433e+38 	 7.539033e+20 	 2.204436e+06 	 3.333333e-01
1.70767373e+06 	 1.246329e+04 	 1.864095e+08 	 1.415576e+01 	 5.604089e+08 	 2.492332e+20 	 1.495625e+04 	 8.910709e+38 	 6.741261e+38 	 7.469618e+20 	 2.189944e+06 	 3.333333e-01
1.70945984e+06 	 1.254418e+04 	 1.861940e+08 	 1.403274e+01 	 5.591143e+08 	 2.469372e+20 	 1.484263e+04 	 8.899572e+38 	 6.735100e+38 	 7.400820e+20 	 2.175548e+06 	 3.333333e-01
1.71124992e+06 	 1.262557e+04 	 1.859788e+08 	 1.391079e+01 	 5.578222e+08 	 2.446618e+20 	 1.472991e+04 	 8.888455e+38 	 6.728948e+38 	 7.332636e+20 	 2.161248e+06 	 3.333333e-01
1.71304399e+06 	 1.270745e+04 	 1.857637e+08 	 1.378990e+01 	 5.565328e+08 	 2.424066e+20 	 1.461807e+04 	 8.877358e+38 	 6.722806e+38 	 7.265059e+20 	 2.147043e+06 	 3.333333e-01
1.71484212e+06 	 1.278983e+04 	 1.855488e+08 	 1.367006e+01 	 5.552460e+08 	 2.401715e+20 	 1.450711e+04 	 8.866280e+38 	 6.716673e+38 	 7.198085e+20 	 2.132933e+06 	 3.333333e-01
1.71664429e+06 	 1.287272e+04 	 1.853341e+08 	 1.355127e+01 	 5.539617e+08 	 2.379563e+20 	 1.439702e+04 	 8.855222e+38 	 6.710550e+38 	 7.131708e+20 	 2.118916e+06 	 3.333333e-01
1.71845051e+06 	 1.295611e+04 	 1.851196e+08 	 1.343350e+01 	 5.526800e+08 	 2.357609e+20 	 1.428780e+04 	 8.844184e+38 	 6.704437e+38 	 7.065923e+20 	 2.104994e+06 	 3.333333e-01
1.72026081e+06 	 1.304001e+04 	 1.849052e+08 	 1.331676e+01 	 5.514009e+08 	 2.335851e+20 	 1.417944e+04 	 8.833165e+38 	 6.698333e+38 	 7.000724e+20 	 2.091164e+06 	 3.333333e-01
1.72207522e+06 	 1.312441e+04 	 1.846911e+08 	 1.320103e+01 	 5.501244e+08 	 2.314287e+20 	 1.407193e+04 	 8.822166e+38 	 6.692238e+38 	 6.936107e+20 	 2.077426e+06 	 3.333333e-01
1.72389371e+06 	 1.320934e+04 	 1.844771e+08 	 1.308631e+01 	 5.488504e+08 	 2.292916e+20 	 1.396527e+04 	 8.811186e+38 	 6.686154e+38 	 6.872067e+20 	 2.063780e+06 	 3.333333e-01
1.72571629e+06 	 1.329477e+04 	 1.842633e+08 	 1.297258e+01 	 5.475789e+08 	 2.271735e+20 	 1.385944e+04 	 8.800226e+38 	 6.680079e+38 	 6.808598e+20 	 2.050224e+06 	 3.333333e-01
1.72754293e+06 	 1.338073e+04 	 1.840497e+08 	 1.285985e+01 	 5.463101e+08 	 2.250744e+20 	 1.375444e+04 	 8.789286e+38 	 6.674013e+38 	 6.745697e+20 	 2.036759e+06 	 3.333333e-01
1.72937361e+06 	 1.346721e+04 	 1.838362e+08 	 1.274809e+01 	 5.450438e+08 	 2.229940e+20 	 1.365027e+04 	 8.778366e+38 	 6.667957e+38 	 6.683359e+20 	 2.023383e+06 	 3.333333e-01
1.73120833e+06 	 1.355422e+04 	 1.836230e+08 	 1.263731e+01 	 5.437800e+08 	 2.209323e+20 	 1.354691e+04 	 8.767465e+38 	 6.661911e+38 	 6.621579e+20 	 2.010096e+06 	 3.333333e-01
1.73304722e+06 	 1.364176e+04 	 1.834099e+08 	 1.252748e+01 	 5.425188e+08 	 2.188891e+20 	 1.344437e+04 	 8.756584e+38 	 6.655874e+38 	 6.560351e+20 	 1.996898e+06 	 3.333333e-01
1.73489021e+06 	 1.372982e+04 	 1.831971e+08 	 1.241862e+01 	 5.412602e+08 	 2.168641e+20 	 1.334263e+04 	 8.745722e+38 	 6.649847e+38 	 6.499672e+20 	 1.983788e+06 	 3.333333e-01
1.73673733e+06 	 1.381843e+04 	 1.829844e+08 	 1.231069e+01 	 5.400041e+08 	 2.148573e+20 	 1.324169e+04 	 8.734879e+38 	 6.643829e+38 	 6.439536e+20 	 1.970764e+06 	 3.333333e-01
1.73858860e+06 	 1.390756e+04 	 1.827719e+08 	 1.220371e+01 	 5.387505e+08 	 2.128684e+20 	 1.314154e+04 	 8.724056e+38 	 6.637821e+38 	 6.379938e+20 	 1.957828e+06 	 3.333333e-01
1.74044404e+06 	 1.399724e+04 	 1.825595e+08 	 1.209765e+01 	 5.374995e+08 	 2.108974e+20 	 1.304217e+04 	 8.713252e+38 	 6.631822e+38 	 6.320875e+20 	 1.944977e+06 	 3.333333e-01
1.74230364e+06 	 1.408747e+04 	 1.823474e+08 	 1.199252e+01 	 5.362510e+08 	 2.089440e+20 	 1.294359e+04 	 8.702468e+38 	 6.625833e+38 	 6.262340e+20 	 1.932212e+06 	 3.333333e-01
1.74416739e+06 	 1.417824e+04 	 1.821354e+08 	 1.188830e+01 	 5.350050e+08 	 2.070082e+20 	 1.284577e+04 	 8.691704e+38 	 6.619853e+38 	 6.204330e+20 	 1.919532e+06 	 3.333333e-01
1.74603528e+06 	 1.426956e+04 	 1.819236e+08 	 1.178499e+01 	 5.337616e+08 	 2.050897e+20 	 1.274872e+04 	 8.680959e+38 	 6.613883e+38 	 6.146841e+20 	 1.906936e+06 	 3.333333e-01
1.74790726e+06 	 1.436143e+04 	 1.817120e+08 	 1.168257e+01 	 5.325207e+08 	 2.031885e+20 	 1.265243e+04 	 8.670233e+38 	 6.607923e+38 	 6.089869e+20 	 1.894424e+06 	 3.333333e-01
1.74978343e+06 	 1.445386e+04 	 1.815006e+08 	 1.158105e+01 	 5.312823e+08 	 2.013043e+20 	 1.255690e+04 	 8.659527e+38 	 6.601971e+38 	 6.033408e+20 	 1.881995e+06 	 3.333333e-01
1.75166378e+06 	 1.454685e+04 	 1.812894e+08 	 1.148040e+01 	 5.300465e+08 	 1.994371e+20 	 1.246211e+04 	 8.648840e+38 	 6.596030e+38 	 5.977454e+20 	 1.869648e+06 	 3.333333e-01
1.75354832e+06 	 1.464041e+04 	 1.810784e+08 	 1.138064e+01 	 5.288131e+08 	 1.975867e+20 	 1.236806e+04 	 8.638172e+38 	 6.590097e+38 	 5.922004e+20 	 1.857383e+06 	 3.333333e-01
1.75543707e+06 	 1.473453e+04 	 1.808675e+08 	 1.128173e+01 	 5.275823e+08 	 1.957529e+20 	 1.227475e+04 	 8.627524e+38 	 6.584174e+38 	 5.867052e+20 	 1.845200e+06 	 3.333333e-01
1.75733006e+06 	 1.482921e+04 	 1.806568e+08 	 1.118369e+01 	 5.263539e+08 	 1.939356e+20 	 1.218217e+04 	 8.616895e+38 	 6.578261e+38 	 5.812594e+20 	 1.833098e+06 	 3.333333e-01
1.75922729e+06 	 1.492447e+04 	 1.804463e+08 	 1.108650e+01 	 5.251281e+08 	 1.921346e+20 	 1.209031e+04 	 8.606285e+38 	 6.572357e+38 	 5.758625e+20 	 1.821076e+06 	 3.333333e-01
1.76112876e+06 	 1.502031e+04 	 1.802360e+08 	 1.099016e+01 	 5.239048e+08 	 1.903499e+20 	 1.199917e+04 	 8.595694e+38 	 6.566463e+38 	 5.705142e+20 	 1.809135e+06 	 3.333333e-01
1.76303445e+06 	 1.511672e+04 	 1.800259e+08 	 1.089465e+01 	 5.226839e+08 	 1.885812e+20 	 1.190874e+04 	 8.585123e+38 	 6.560578e+38 	 5.652140e+20 	 1.797272e+06 	 3.333333e-01
1.76494434e+06 	 1.521372e+04 	 1.798160e+08 	 1.079997e+01 	 5.214656e+08 	 1.868284e+20 	 1.181902e+04 	 8.574571e+38 	 6.554703e+38 	 5.599616e+20 	 1.785488e+06 	 3.333333e-01
1.76685840e+06 	 1.531130e+04 	 1.796062e+08 	 1.070611e+01 	 5.202498e+08 	 1.850915e+20 	 1.172999e+04 	 8.564039e+38 	 6.548837e+38 	 5.547566e+20 	 1.773782e+06 	 3.333333e-01
1.76877672e+06 	 1.540947e+04 	 1.793967e+08 	 1.061307e+01 	 5.190364e+08 	 1.833703e+20 	 1.164166e+04 	 8.553525e+38 	 6.542980e+38 	 5.495984e+20 	 1.762154e+06 	 3.333333e-01
1.77069931e+06 	 1.550823e+04 	 1.791873e+08 	 1.052084e+01 	 5.178255e+08 	 1.816645e+20 	 1.155403e+04 	 8.543031e+38 	 6.537133e+38 	 5.444868e+20 	 1.750603e+06 	 3.333333e-01
1.77262616e+06 	 1.560759e+04 	 1.789781e+08 	 1.042941e+01 	 5.166172e+08 	 1.799742e+20 	 1.146707e+04 	 8.532555e+38 	 6.531295e+38 	 5.394214e+20 	 1.739129e+06 	 3.333333e-01
1.77455731e+06 	 1.570755e+04 	 1.787691e+08 	 1.033878e+01 	 5.154113e+08 	 1.782991e+20 	 1.138079e+04 	 8.522099e+38 	 6.525466e+38 	 5.344016e+20 	 1.727731e+06 	 3.333333e-01
1.77649276e+06 	 1.580811e+04 	 1.785603e+08 	 1.024893e+01 	 5.142078e+08 	 1.766391e+20 	 1.129519e+04 	 8.511662e+38 	 6.519647e+38 	 5.294271e+20 	 1.716408e+06 	 3.333333e-01
1.77843253e+06 	 1.590927e+04 	 1.783516e+08 	 1.015986e+01 	 5.130069e+08 	 1.749941e+20 	 1.121025e+04 	 8.501244e+38 	 6.513837e+38 	 5.244975e+20 	 1.705161e+06 	 3.333333e-01
1.78037661e+06 	 1.601104e+04 	 1.781432e+08 	 1.007157e+01 	 5.118084e+08 	 1.733640e+20 	 1.112598e+04 	 8.490845e+38 	 6.508037e+38 	 5.196125e+20 	 1.693988e+06 	 3.333333e-01
1.78232499e+06 	 1.611343e+04 	 1.779349e+08 	 9.984045e+00 	 5.106123e+08 	 1.717486e+20 	 1.104236e+04 	 8.480465e+38 	 6.502246e+38 	 5.147715e+20 	 1.682889e+06 	 3.333333e-01
1.78427763e+06 	 1.621643e+04 	 1.777268e+08 	 9.897280e+00 	 5.094188e+08 	 1.701478e+20 	 1.095939e+04 	 8.470105e+38 	 6.496464e+38 	 5.099744e+20 	 1.671864e+06 	 3.333333e-01
1.78623453e+06 	 1.632005e+04 	 1.775189e+08 	 9.811269e+00 	 5.082277e+08 	 1.685615e+20 	 1.087706e+04 	 8.459763e+38 	 6.490692e+38 	 5.052207e+20 	 1.660912e+06 	 3.333333e-01
1.78819580e+06 	 1.642430e+04 	 1.773112e+08 	 9.726006e+00 	 5.070390e+08 	 1.669895e+20 	 1.079538e+04 	 8.449441e+38 	 6.484929e+38 	 5.005100e+20 	 1.650032e+06 	 3.333333e-01
1.79016139e+06 	 1.652917e+04 	 1.771037e+08 	 9.641483e+00 	 5.058528e+08 	 1.654318e+20 	 1.071433e+04 	 8.439137e+38 	 6.479175e+38 	 4.958419e+20 	 1.639224e+06 	 3.333333e-01
1.79213133e+06 	 1.663467e+04 	 1.768963e+08 	 9.557696e+00 	 5.046691e+08 	 1.638883e+20 	 1.063392e+04 	 8.428852e+38 	 6.473431e+38 	 4.912162e+20 	 1.628488e+06 	 3.333333e-01
1.79410565e+06 	 1.674081e+04 	 1.766892e+08 	 9.474636e+00 	 5.034877e+08 	 1.623586e+20 	 1.055413e+04 	 8.418586e+38 	 6.467696e+38 	 4.866323e+20 	 1.617824e+06 	 3.333333e-01
1.79608437e+06 	 1.684758e+04 	 1.764822e+08 	 9.392298e+00 	 5.023089e+08 	 1.608429e+20 	 1.047496e+04 	 8.408339e+38 	 6.461970e+38 	 4.820899e+20 	 1.607230e+06 	 3.333333e-01
1.79806747e+06 	 1.695499e+04 	 1.762754e+08 	 9.310676e+00 	 5.011324e+08 	 1.593409e+20 	 1.039640e+04 	 8.398111e+38 	 6.456254e+38 	 4.775886e+20 	 1.596706e+06 	 3.333333e-01
1.80005497e+06 	 1.706304e+04 	 1.760688e+08 	 9.229763e+00 	 4.999584e+08 	 1.578524e+20 	 1.031846e+04 	 8.387902e+38 	 6.450547e+38 	 4.731282e+20 	 1.586251e+06 	 3.333333e-01
1.80204683e+06 	 1.717175e+04 	 1.758624e+08 	 9.149553e+00 	 4.987868e+08 	 1.563775e+20 	 1.024112e+04 	 8.377712e+38 	 6.444849e+38 	 4.687082e+20 	 1.575866e+06 	 3.333333e-01
1.80404303e+06 	 1.728110e+04 	 1.756561e+08 	 9.070040e+00 	 4.976177e+08 	 1.549160e+20 	 1.016438e+04 	 8.367540e+38 	 6.439160e+38 	 4.643283e+20 	 1.565550e+06 	 3.333333e-01
1.80604354e+06 	 1.739112e+04 	 1.754501e+08 	 8.991218e+00 	 4.964510e+08 	 1.534678e+20 	 1.008823e+04 	 8.357388e+38 	 6.433481e+38 	 4.599883e+20 	 1.555302e+06 	 3.333333e-01
1.80804855e+06 	 1.750179e+04 	 1.752442e+08 	 8.913081e+00 	 4.952867e+08 	 1.520327e+20 	 1.001268e+04 	 8.347254e+38 	 6.427811e+38 	 4.556876e+20 	 1.545122e+06 	 3.333333e-01
1.81005795e+06 	 1.761312e+04 	 1.750386e+08 	 8.835623e+00 	 4.941248e+08 	 1.506107e+20 	 9.937713e+03 	 8.337139e+38 	 6.422150e+38 	 4.514260e+20 	 1.535009e+06 	 3.333333e-01
1.81207178e+06 	 1.772512e+04 	 1.748331e+08 	 8.758839e+00 	 4.929653e+08 	 1.492016e+20 	 9.863328e+03 	 8.327043e+38 	 6.416499e+38 	 4.472032e+20 	 1.524963e+06 	 3.333333e-01
1.81409007e+06 	 1.783779e+04 	 1.746278e+08 	 8.682721e+00 	 4.918083e+08 	 1.478053e+20 	 9.789520e+03 	 8.316965e+38 	 6.410856e+38 	 4.430187e+20 	 1.514983e+06 	 3.333333e-01
1.81611283e+06 	 1.795113e+04 	 1.744227e+08 	 8.607265e+00 	 4.906536e+08 	 1.464217e+20 	 9.716284e+03 	 8.306906e+38 	 6.405223e+38 	 4.388722e+20 	 1.505070e+06 	 3.333333e-01
1.81814006e+06 	 1.806515e+04 	 1.742178e+08 	 8.532465e+00 	 4.895014e+08 	 1.450506e+20 	 9.643616e+03 	 8.296866e+38 	 6.399599e+38 	 4.347634e+20 	 1.495222e+06 	 3.333333e-01
1.82017175e+06 	 1.817985e+04 	 1.740130e+08 	 8.458315e+00 	 4.883515e+08 	 1.436921e+20 	 9.571510e+03 	 8.286845e+38 	 6.393984e+38 	 4.306920e+20 	 1.485439e+06 	 3.333333e-01
1.82220788e+06 	 1.829524e+04 	 1.738085e+08 	 8.384809e+00 	 4.872040e+08 	 1.423459e+20 	 9.499963e+03 	 8.276842e+38 	 6.388379e+38 	 4.266577e+20 	 1.475721e+06 	 3.333333e-01
1.82424841e+06 	 1.841132e+04 	 1.736041e+08 	 8.311942e+00 	 4.860590e+08 	 1.410120e+20 	 9.428970e+03 	 8.266858e+38 	 6.382783e+38 	 4.226602e+20 	 1.466067e+06 	 3.333333e-01
1.82629343e+06 	 1.852809e+04 	 1.733999e+08 	 8.239709e+00 	 4.849163e+08 	 1.396902e+20 	 9.358525e+03 	 8.256892e+38 	 6.377196e+38 	 4.186990e+20 	 1.456477e+06 	 3.333333e-01
1.82834295e+06 	 1.864556e+04 	 1.731959e+08 	 8.168103e+00 	 4.837760e+08 	 1.383805e+20 	 9.288627e+03 	 8.246946e+38 	 6.371618e+38 	 4.147740e+20 	 1.446950e+06 	 3.333333e-01
1.83039696e+06 	 1.876372e+04 	 1.729921e+08 	 8.097119e+00 	 4.826381e+08 	 1.370827e+20 	 9.219268e+03 	 8.237017e+38 	 6.366049e+38 	 4.108847e+20 	 1.437487e+06 	 3.333333e-01
1.83245550e+06 	 1.888260e+04 	 1.727885e+08 	 8.026752e+00 	 4.815026e+08 	 1.357968e+20 	 9.150447e+03 	 8.227107e+38 	 6.360489e+38 	 4.070310e+20 	 1.428085e+06 	 3.333333e-01
1.83451858e+06 	 1.900218e+04 	 1.725850e+08 	 7.956997e+00 	 4.803695e+08 	 1.345226e+20 	 9.082158e+03 	 8.217215e+38 	 6.354938e+38 	 4.032123e+20 	 1.418746e+06 	 3.333333e-01
1.83658622e+06 	 1.912247e+04 	 1.723818e+08 	 7.887848e+00 	 4.792387e+08 	 1.332600e+20 	 9.014397e+03 	 8.207342e+38 	 6.349397e+38 	 3.994285e+20 	 1.409469e+06 	 3.333333e-01
1.83865842e+06 	 1.924348e+04 	 1.721787e+08 	 7.819300e+00 	 4.781103e+08 	 1.320089e+20 	 8.947160e+03 	 8.197488e+38 	 6.343865e+38 	 3.956792e+20 	 1.400253e+06 	 3.333333e-01
1.84073515e+06 	 1.936521e+04 	 1.719758e+08 	 7.751347e+00 	 4.769842e+08 	 1.307693e+20 	 8.880442e+03 	 8.187652e+38 	 6.338342e+38 	 3.919641e+20 	 1.391098e+06 	 3.333333e-01
1.84281640e+06 	 1.948766e+04 	 1.717731e+08 	 7.683985e+00 	 4.758605e+08 	 1.295410e+20 	 8.814240e+03 	 8.177835e+38 	 6.332828e+38 	 3.882829e+20 	 1.382003e+06 	 3.333333e-01
1.84490212e+06 	 1.961085e+04 	 1.715706e+08 	 7.617209e+00 	 4.747392e+08 	 1.283239e+20 	 8.748548e+03 	 8.168036e+38 	 6.327323e+38 	 3.846355e+20 	 1.372969e+06 	 3.333333e-01
1.84699242e+06 	 1.973477e+04 	 1.713683e+08 	 7.551013e+00 	 4.736202e+08 	 1.271180e+20 	 8.683363e+03 	 8.158255e+38 	 6.321827e+38 	 3.810213e+20 	 1.363994e+06 	 3.333333e-01
1.84908731e+06 	 1.985942e+04 	 1.711662e+08 	 7.485392e+00 	 4.725036e+08 	 1.259231e+20 	 8.618681e+03 	 8.148493e+38 	 6.316341e+38 	 3.774402e+20 	 1.355078e+06 	 3.333333e-01
1.85118678e+06 	 1.998482e+04 	 1.709643e+08 	 7.420341e+00 	 4.713893e+08 	 1.247391e+20 	 8.554498e+03 	 8.138749e+38 	 6.310863e+38 	 3.738919e+20 	 1.346221e+06 	 3.333333e-01
