r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.216656e+06 	1.290894e+09 	1.123853e+05 	1.604931e+22 	7.422333e-02 	2.829181e+08 	3.835707e+09 	5.742567e+38 	3.780201e+38 	7.879181e+09 	3.333333e-01 	
1.216666e+06 	1.287193e+09 	1.111013e+05 	1.583992e+22 	7.507979e-02 	2.825123e+08 	3.786307e+09 	5.742541e+38 	3.780200e+38 	7.802895e+09 	3.333333e-01 	
1.216676e+06 	1.283504e+09 	1.098319e+05 	1.563332e+22 	7.594614e-02 	2.821071e+08 	3.737546e+09 	5.742515e+38 	3.780198e+38 	7.727335e+09 	3.333333e-01 	
1.216685e+06 	1.279826e+09 	1.085771e+05 	1.542946e+22 	7.682248e-02 	2.817026e+08 	3.689414e+09 	5.742489e+38 	3.780197e+38 	7.652495e+09 	3.333333e-01 	
1.216695e+06 	1.276158e+09 	1.073366e+05 	1.522831e+22 	7.770894e-02 	2.812987e+08 	3.641905e+09 	5.742463e+38 	3.780196e+38 	7.578369e+09 	3.333333e-01 	
1.216705e+06 	1.272502e+09 	1.061102e+05 	1.502983e+22 	7.860564e-02 	2.808955e+08 	3.595010e+09 	5.742438e+38 	3.780195e+38 	7.504949e+09 	3.333333e-01 	
1.216714e+06 	1.268857e+09 	1.048979e+05 	1.483399e+22 	7.951268e-02 	2.804929e+08 	3.548721e+09 	5.742412e+38 	3.780193e+38 	7.432229e+09 	3.333333e-01 	
1.216724e+06 	1.265223e+09 	1.036994e+05 	1.464075e+22 	8.043019e-02 	2.800909e+08 	3.503030e+09 	5.742386e+38 	3.780192e+38 	7.360203e+09 	3.333333e-01 	
1.216734e+06 	1.261600e+09 	1.025146e+05 	1.445007e+22 	8.135829e-02 	2.796896e+08 	3.457929e+09 	5.742361e+38 	3.780191e+38 	7.288863e+09 	3.333333e-01 	
1.216743e+06 	1.257988e+09 	1.013433e+05 	1.426193e+22 	8.229710e-02 	2.792889e+08 	3.413411e+09 	5.742335e+38 	3.780189e+38 	7.218204e+09 	3.333333e-01 	
1.216753e+06 	1.254386e+09 	1.001855e+05 	1.407628e+22 	8.324675e-02 	2.788888e+08 	3.369468e+09 	5.742310e+38 	3.780188e+38 	7.148219e+09 	3.333333e-01 	
1.216762e+06 	1.250796e+09 	9.904081e+04 	1.389310e+22 	8.420736e-02 	2.784894e+08 	3.326092e+09 	5.742285e+38 	3.780187e+38 	7.078901e+09 	3.333333e-01 	
1.216772e+06 	1.247217e+09 	9.790924e+04 	1.371235e+22 	8.517906e-02 	2.780907e+08 	3.283278e+09 	5.742259e+38 	3.780186e+38 	7.010245e+09 	3.333333e-01 	
1.216782e+06 	1.243648e+09 	9.679060e+04 	1.353400e+22 	8.616197e-02 	2.776925e+08 	3.241016e+09 	5.742234e+38 	3.780184e+38 	6.942244e+09 	3.333333e-01 	
1.216791e+06 	1.240090e+09 	9.568474e+04 	1.335801e+22 	8.715623e-02 	2.772950e+08 	3.199299e+09 	5.742209e+38 	3.780183e+38 	6.874893e+09 	3.333333e-01 	
1.216801e+06 	1.236543e+09 	9.459152e+04 	1.318435e+22 	8.816196e-02 	2.768981e+08 	3.158122e+09 	5.742183e+38 	3.780182e+38 	6.808184e+09 	3.333333e-01 	
1.216810e+06 	1.233006e+09 	9.351078e+04 	1.301300e+22 	8.917931e-02 	2.765018e+08 	3.117476e+09 	5.742158e+38 	3.780181e+38 	6.742112e+09 	3.333333e-01 	
1.216820e+06 	1.229480e+09 	9.244240e+04 	1.284391e+22 	9.020839e-02 	2.761062e+08 	3.077356e+09 	5.742133e+38 	3.780179e+38 	6.676672e+09 	3.333333e-01 	
1.216829e+06 	1.225965e+09 	9.138622e+04 	1.267707e+22 	9.124936e-02 	2.757112e+08 	3.037753e+09 	5.742108e+38 	3.780178e+38 	6.611856e+09 	3.333333e-01 	
1.216839e+06 	1.222460e+09 	9.034211e+04 	1.251244e+22 	9.230233e-02 	2.753169e+08 	2.998662e+09 	5.742083e+38 	3.780177e+38 	6.547659e+09 	3.333333e-01 	
1.216848e+06 	1.218966e+09 	8.930992e+04 	1.234998e+22 	9.336747e-02 	2.749231e+08 	2.960075e+09 	5.742058e+38 	3.780176e+38 	6.484075e+09 	3.333333e-01 	
1.216857e+06 	1.215483e+09 	8.828953e+04 	1.218968e+22 	9.444489e-02 	2.745300e+08 	2.921987e+09 	5.742033e+38 	3.780174e+38 	6.421099e+09 	3.333333e-01 	
1.216867e+06 	1.212010e+09 	8.728080e+04 	1.203150e+22 	9.553476e-02 	2.741375e+08 	2.884390e+09 	5.742008e+38 	3.780173e+38 	6.358725e+09 	3.333333e-01 	
1.216876e+06 	1.208547e+09 	8.628359e+04 	1.187541e+22 	9.663720e-02 	2.737456e+08 	2.847279e+09 	5.741983e+38 	3.780172e+38 	6.296947e+09 	3.333333e-01 	
1.216886e+06 	1.205095e+09 	8.529778e+04 	1.172139e+22 	9.775237e-02 	2.733544e+08 	2.810647e+09 	5.741958e+38 	3.780170e+38 	6.235760e+09 	3.333333e-01 	
1.216895e+06 	1.201653e+09 	8.432323e+04 	1.156940e+22 	9.888041e-02 	2.729637e+08 	2.774487e+09 	5.741933e+38 	3.780169e+38 	6.175158e+09 	3.333333e-01 	
1.216904e+06 	1.198221e+09 	8.335981e+04 	1.141942e+22 	1.000215e-01 	2.725737e+08 	2.738794e+09 	5.741909e+38 	3.780168e+38 	6.115136e+09 	3.333333e-01 	
1.216914e+06 	1.194800e+09 	8.240740e+04 	1.127143e+22 	1.011757e-01 	2.721843e+08 	2.703562e+09 	5.741884e+38 	3.780167e+38 	6.055687e+09 	3.333333e-01 	
1.216923e+06 	1.191390e+09 	8.146588e+04 	1.112539e+22 	1.023433e-01 	2.717956e+08 	2.668785e+09 	5.741859e+38 	3.780165e+38 	5.996807e+09 	3.333333e-01 	
