r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.195409e+06 	1.346310e+09 	9.263121e+04 	1.604931e+22 	4.186089e-01 	2.889269e+08 	6.933291e+08 	6.997520e+38 	4.563807e+38 	6.215701e+09 	3.333333e-01 	
1.195419e+06 	1.342935e+09 	9.166246e+04 	1.586581e+22 	4.230251e-01 	2.885645e+08 	6.852048e+08 	6.997478e+38 	4.563800e+38 	6.160290e+09 	3.333333e-01 	
1.195429e+06 	1.339568e+09 	9.070385e+04 	1.568446e+22 	4.274878e-01 	2.882026e+08 	6.771760e+08 	6.997436e+38 	4.563792e+38 	6.105364e+09 	3.333333e-01 	
1.195438e+06 	1.336211e+09 	8.975526e+04 	1.550526e+22 	4.319977e-01 	2.878412e+08 	6.692418e+08 	6.997394e+38 	4.563785e+38 	6.050920e+09 	3.333333e-01 	
1.195448e+06 	1.332863e+09 	8.881658e+04 	1.532816e+22 	4.365551e-01 	2.874804e+08 	6.614009e+08 	6.997352e+38 	4.563778e+38 	5.996953e+09 	3.333333e-01 	
1.195458e+06 	1.329525e+09 	8.788773e+04 	1.515315e+22 	4.411607e-01 	2.871202e+08 	6.536522e+08 	6.997310e+38 	4.563771e+38 	5.943460e+09 	3.333333e-01 	
1.195468e+06 	1.326196e+09 	8.696859e+04 	1.498019e+22 	4.458148e-01 	2.867604e+08 	6.459947e+08 	6.997268e+38 	4.563763e+38 	5.890435e+09 	3.333333e-01 	
1.195478e+06 	1.322876e+09 	8.605906e+04 	1.480928e+22 	4.505180e-01 	2.864013e+08 	6.384273e+08 	6.997227e+38 	4.563756e+38 	5.837876e+09 	3.333333e-01 	
1.195488e+06 	1.319565e+09 	8.515904e+04 	1.464037e+22 	4.552709e-01 	2.860427e+08 	6.309488e+08 	6.997185e+38 	4.563749e+38 	5.785778e+09 	3.333333e-01 	
1.195498e+06 	1.316263e+09 	8.426844e+04 	1.447346e+22 	4.600740e-01 	2.856846e+08 	6.235584e+08 	6.997143e+38 	4.563741e+38 	5.734136e+09 	3.333333e-01 	
1.195507e+06 	1.312971e+09 	8.338715e+04 	1.430851e+22 	4.649277e-01 	2.853271e+08 	6.162549e+08 	6.997101e+38 	4.563734e+38 	5.682948e+09 	3.333333e-01 	
1.195517e+06 	1.309688e+09 	8.251508e+04 	1.414549e+22 	4.698326e-01 	2.849701e+08 	6.090373e+08 	6.997059e+38 	4.563727e+38 	5.632209e+09 	3.333333e-01 	
1.195527e+06 	1.306414e+09 	8.165212e+04 	1.398439e+22 	4.747893e-01 	2.846137e+08 	6.019046e+08 	6.997018e+38 	4.563720e+38 	5.581915e+09 	3.333333e-01 	
1.195537e+06 	1.303149e+09 	8.079820e+04 	1.382519e+22 	4.797983e-01 	2.842579e+08 	5.948558e+08 	6.996976e+38 	4.563712e+38 	5.532063e+09 	3.333333e-01 	
1.195546e+06 	1.299893e+09 	7.995320e+04 	1.366785e+22 	4.848601e-01 	2.839025e+08 	5.878899e+08 	6.996935e+38 	4.563705e+38 	5.482649e+09 	3.333333e-01 	
1.195556e+06 	1.296646e+09 	7.911704e+04 	1.351236e+22 	4.899754e-01 	2.835477e+08 	5.810058e+08 	6.996893e+38 	4.563698e+38 	5.433668e+09 	3.333333e-01 	
1.195566e+06 	1.293408e+09 	7.828962e+04 	1.335870e+22 	4.951446e-01 	2.831935e+08 	5.742027e+08 	6.996851e+38 	4.563691e+38 	5.385118e+09 	3.333333e-01 	
1.195576e+06 	1.290179e+09 	7.747086e+04 	1.320684e+22 	5.003684e-01 	2.828398e+08 	5.674796e+08 	6.996810e+38 	4.563683e+38 	5.336994e+09 	3.333333e-01 	
