r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.199633e+06 	1.308603e+09 	1.061137e+05 	1.604931e+22 	1.619285e-01 	2.848521e+08 	1.769142e+09 	6.135668e+38 	4.009217e+38 	7.273480e+09 	3.333333e-01 	
1.199642e+06 	1.305076e+09 	1.049593e+05 	1.585234e+22 	1.637066e-01 	2.844680e+08 	1.747484e+09 	6.135638e+38 	4.009215e+38 	7.206318e+09 	3.333333e-01 	
1.199651e+06 	1.301560e+09 	1.038174e+05 	1.565784e+22 	1.655042e-01 	2.840846e+08 	1.726092e+09 	6.135609e+38 	4.009212e+38 	7.139765e+09 	3.333333e-01 	
1.199661e+06 	1.298055e+09 	1.026879e+05 	1.546579e+22 	1.673217e-01 	2.837017e+08 	1.704963e+09 	6.135579e+38 	4.009209e+38 	7.073816e+09 	3.333333e-01 	
1.199670e+06 	1.294559e+09 	1.015708e+05 	1.527614e+22 	1.691590e-01 	2.833194e+08 	1.684093e+09 	6.135550e+38 	4.009207e+38 	7.008467e+09 	3.333333e-01 	
1.199679e+06 	1.291073e+09 	1.004658e+05 	1.508886e+22 	1.710166e-01 	2.829377e+08 	1.663480e+09 	6.135521e+38 	4.009204e+38 	6.943712e+09 	3.333333e-01 	
1.199689e+06 	1.287597e+09 	9.937278e+04 	1.490394e+22 	1.728945e-01 	2.825566e+08 	1.643120e+09 	6.135491e+38 	4.009201e+38 	6.879546e+09 	3.333333e-01 	
1.199698e+06 	1.284132e+09 	9.829168e+04 	1.472133e+22 	1.747931e-01 	2.821761e+08 	1.623011e+09 	6.135462e+38 	4.009199e+38 	6.815963e+09 	3.333333e-01 	
1.199707e+06 	1.280676e+09 	9.722234e+04 	1.454101e+22 	1.767125e-01 	2.817962e+08 	1.603148e+09 	6.135433e+38 	4.009196e+38 	6.752958e+09 	3.333333e-01 	
1.199717e+06 	1.277230e+09 	9.616464e+04 	1.436294e+22 	1.786531e-01 	2.814168e+08 	1.583529e+09 	6.135404e+38 	4.009193e+38 	6.690526e+09 	3.333333e-01 	
1.199726e+06 	1.273794e+09 	9.511844e+04 	1.418711e+22 	1.806149e-01 	2.810380e+08 	1.564152e+09 	6.135374e+38 	4.009191e+38 	6.628662e+09 	3.333333e-01 	
1.199735e+06 	1.270368e+09 	9.408363e+04 	1.401348e+22 	1.825983e-01 	2.806598e+08 	1.545012e+09 	6.135345e+38 	4.009188e+38 	6.567361e+09 	3.333333e-01 	
1.199744e+06 	1.266952e+09 	9.306007e+04 	1.384202e+22 	1.846034e-01 	2.802822e+08 	1.526107e+09 	6.135316e+38 	4.009185e+38 	6.506617e+09 	3.333333e-01 	
