r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.199673e+06 	1.370887e+09 	8.373674e+04 	1.604931e+22 	6.488524e-01 	2.915522e+08 	4.510559e+08 	7.598045e+38 	4.964863e+38 	5.575268e+09 	3.333333e-01 	
1.199683e+06 	1.367576e+09 	8.287096e+04 	1.587245e+22 	6.556179e-01 	2.911999e+08 	4.458476e+08 	7.597990e+38 	4.964851e+38 	5.525954e+09 	3.333333e-01 	
1.199694e+06 	1.364274e+09 	8.201413e+04 	1.569762e+22 	6.624540e-01 	2.908482e+08 	4.406997e+08 	7.597936e+38 	4.964839e+38 	5.477069e+09 	3.333333e-01 	
1.199705e+06 	1.360982e+09 	8.116616e+04 	1.552479e+22 	6.693614e-01 	2.904970e+08 	4.356115e+08 	7.597882e+38 	4.964827e+38 	5.428609e+09 	3.333333e-01 	
1.199715e+06 	1.357698e+09 	8.032696e+04 	1.535393e+22 	6.763408e-01 	2.901463e+08 	4.305824e+08 	7.597828e+38 	4.964815e+38 	5.380570e+09 	3.333333e-01 	
1.199726e+06 	1.354424e+09 	7.949644e+04 	1.518503e+22 	6.833931e-01 	2.897962e+08 	4.256116e+08 	7.597773e+38 	4.964803e+38 	5.332949e+09 	3.333333e-01 	
1.199737e+06 	1.351158e+09 	7.867450e+04 	1.501806e+22 	6.905188e-01 	2.894467e+08 	4.206985e+08 	7.597719e+38 	4.964791e+38 	5.285742e+09 	3.333333e-01 	
1.199747e+06 	1.347902e+09 	7.786106e+04 	1.485300e+22 	6.977189e-01 	2.890977e+08 	4.158423e+08 	7.597665e+38 	4.964778e+38 	5.238945e+09 	3.333333e-01 	
1.199758e+06 	1.344655e+09 	7.705603e+04 	1.468983e+22 	7.049941e-01 	2.887492e+08 	4.110425e+08 	7.597611e+38 	4.964766e+38 	5.192555e+09 	3.333333e-01 	
1.199768e+06 	1.341416e+09 	7.625933e+04 	1.452851e+22 	7.123452e-01 	2.884013e+08 	4.062983e+08 	7.597557e+38 	4.964754e+38 	5.146569e+09 	3.333333e-01 	
