r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau         	 lambda     
1.20218620e+06 	 8.922397e-01 	 2.937085e+08 	 7.629950e+04 	 1.391240e+09 	 1.604931e+22 	 3.302656e+08 	 8.128423e+38 	 5.317323e+38 	 3.848003e+22 	 5.043730e+09 	 3.333333e-01
1.20219762e+06 	 9.014814e-01 	 2.933647e+08 	 7.551569e+04 	 1.387985e+09 	 1.587795e+22 	 3.264882e+08 	 8.128355e+38 	 5.317306e+38 	 3.808634e+22 	 4.999247e+09 	 3.333333e-01
1.20220902e+06 	 9.108187e-01 	 2.930215e+08 	 7.473993e+04 	 1.384740e+09 	 1.570850e+22 	 3.227541e+08 	 8.128287e+38 	 5.317288e+38 	 3.769691e+22 	 4.955150e+09 	 3.333333e-01
1.20222042e+06 	 9.202528e-01 	 2.926789e+08 	 7.397213e+04 	 1.381503e+09 	 1.554095e+22 	 3.190630e+08 	 8.128219e+38 	 5.317270e+38 	 3.731167e+22 	 4.911434e+09 	 3.333333e-01
1.20223180e+06 	 9.297846e-01 	 2.923368e+08 	 7.321223e+04 	 1.378275e+09 	 1.537527e+22 	 3.154143e+08 	 8.128152e+38 	 5.317252e+38 	 3.693060e+22 	 4.868097e+09 	 3.333333e-01
1.20224318e+06 	 9.394152e-01 	 2.919952e+08 	 7.246013e+04 	 1.375057e+09 	 1.521144e+22 	 3.118076e+08 	 8.128084e+38 	 5.317234e+38 	 3.655363e+22 	 4.825135e+09 	 3.333333e-01
1.20225454e+06 	 9.491456e-01 	 2.916542e+08 	 7.171575e+04 	 1.371847e+09 	 1.504944e+22 	 3.082423e+08 	 8.128016e+38 	 5.317217e+38 	 3.618072e+22 	 4.782546e+09 	 3.333333e-01
1.20226590e+06 	 9.589767e-01 	 2.913137e+08 	 7.097903e+04 	 1.368646e+09 	 1.488925e+22 	 3.047180e+08 	 8.127948e+38 	 5.317199e+38 	 3.581182e+22 	 4.740326e+09 	 3.333333e-01
1.20227724e+06 	 9.689097e-01 	 2.909738e+08 	 7.024987e+04 	 1.365454e+09 	 1.473085e+22 	 3.012342e+08 	 8.127880e+38 	 5.317181e+38 	 3.544690e+22 	 4.698471e+09 	 3.333333e-01
1.20228858e+06 	 9.789456e-01 	 2.906344e+08 	 6.952820e+04 	 1.362270e+09 	 1.457421e+22 	 2.977904e+08 	 8.127812e+38 	 5.317163e+38 	 3.508590e+22 	 4.656980e+09 	 3.333333e-01
1.20229990e+06 	 9.890855e-01 	 2.902956e+08 	 6.881394e+04 	 1.359096e+09 	 1.441932e+22 	 2.943862e+08 	 8.127744e+38 	 5.317145e+38 	 3.472878e+22 	 4.615848e+09 	 3.333333e-01
1.20231122e+06 	 9.993304e-01 	 2.899573e+08 	 6.810703e+04 	 1.355930e+09 	 1.426616e+22 	 2.910211e+08 	 8.127677e+38 	 5.317127e+38 	 3.437551e+22 	 4.575073e+09 	 3.333333e-01
1.20232252e+06 	 1.009681e+00 	 2.896196e+08 	 6.740737e+04 	 1.352773e+09 	 1.411471e+22 	 2.876948e+08 	 8.127609e+38 	 5.317109e+38 	 3.402604e+22 	 4.534651e+09 	 3.333333e-01
1.20233382e+06 	 1.020140e+00 	 2.892824e+08 	 6.671491e+04 	 1.349625e+09 	 1.396494e+22 	 2.844066e+08 	 8.127541e+38 	 5.317091e+38 	 3.368033e+22 	 4.494580e+09 	 3.333333e-01
1.20234510e+06 	 1.030706e+00 	 2.889458e+08 	 6.602955e+04 	 1.346486e+09 	 1.381685e+22 	 2.811562e+08 	 8.127473e+38 	 5.317073e+38 	 3.333833e+22 	 4.454857e+09 	 3.333333e-01
1.20235638e+06 	 1.041382e+00 	 2.886097e+08 	 6.535124e+04 	 1.343355e+09 	 1.367040e+22 	 2.779432e+08 	 8.127405e+38 	 5.317055e+38 	 3.299999e+22 	 4.415478e+09 	 3.333333e-01
1.20236764e+06 	 1.052169e+00 	 2.882741e+08 	 6.467989e+04 	 1.340233e+09 	 1.352558e+22 	 2.747670e+08 	 8.127338e+38 	 5.317037e+38 	 3.266529e+22 	 4.376441e+09 	 3.333333e-01
1.20237890e+06 	 1.063068e+00 	 2.879391e+08 	 6.401544e+04 	 1.337120e+09 	 1.338237e+22 	 2.716274e+08 	 8.127270e+38 	 5.317019e+38 	 3.233417e+22 	 4.337742e+09 	 3.333333e-01
1.20239015e+06 	 1.074079e+00 	 2.876046e+08 	 6.335782e+04 	 1.334015e+09 	 1.324076e+22 	 2.685238e+08 	 8.127202e+38 	 5.317001e+38 	 3.200660e+22 	 4.299380e+09 	 3.333333e-01
1.20240139e+06 	 1.085204e+00 	 2.872707e+08 	 6.270696e+04 	 1.330919e+09 	 1.310071e+22 	 2.654558e+08 	 8.127134e+38 	 5.316983e+38 	 3.168254e+22 	 4.261351e+09 	 3.333333e-01
1.20241262e+06 	 1.096445e+00 	 2.869373e+08 	 6.206277e+04 	 1.327832e+09 	 1.296223e+22 	 2.624231e+08 	 8.127067e+38 	 5.316965e+38 	 3.136195e+22 	 4.223651e+09 	 3.333333e-01
1.20242384e+06 	 1.107802e+00 	 2.866045e+08 	 6.142521e+04 	 1.324753e+09 	 1.282528e+22 	 2.594253e+08 	 8.126999e+38 	 5.316947e+38 	 3.104479e+22 	 4.186279e+09 	 3.333333e-01
1.20243505e+06 	 1.119277e+00 	 2.862721e+08 	 6.079420e+04 	 1.321683e+09 	 1.268986e+22 	 2.564618e+08 	 8.126931e+38 	 5.316929e+38 	 3.073103e+22 	 4.149232e+09 	 3.333333e-01
1.20244625e+06 	 1.130871e+00 	 2.859404e+08 	 6.016967e+04 	 1.318621e+09 	 1.255594e+22 	 2.535324e+08 	 8.126863e+38 	 5.316911e+38 	 3.042063e+22 	 4.112507e+09 	 3.333333e-01
1.20245744e+06 	 1.142585e+00 	 2.856091e+08 	 5.955155e+04 	 1.315568e+09 	 1.242350e+22 	 2.506366e+08 	 8.126796e+38 	 5.316893e+38 	 3.011354e+22 	 4.076100e+09 	 3.333333e-01
1.20246863e+06 	 1.154420e+00 	 2.852784e+08 	 5.893979e+04 	 1.312523e+09 	 1.229253e+22 	 2.477741e+08 	 8.126728e+38 	 5.316874e+38 	 2.980973e+22 	 4.040010e+09 	 3.333333e-01
1.20247980e+06 	 1.166377e+00 	 2.849483e+08 	 5.833431e+04 	 1.309487e+09 	 1.216302e+22 	 2.449445e+08 	 8.126660e+38 	 5.316856e+38 	 2.950917e+22 	 4.004234e+09 	 3.333333e-01
1.20249097e+06 	 1.178459e+00 	 2.846186e+08 	 5.773504e+04 	 1.306459e+09 	 1.203494e+22 	 2.421473e+08 	 8.126592e+38 	 5.316838e+38 	 2.921181e+22 	 3.968768e+09 	 3.333333e-01
1.20250213e+06 	 1.190666e+00 	 2.842895e+08 	 5.714194e+04 	 1.303439e+09 	 1.190827e+22 	 2.393822e+08 	 8.126525e+38 	 5.316820e+38 	 2.891762e+22 	 3.933611e+09 	 3.333333e-01
1.20251328e+06 	 1.202999e+00 	 2.839610e+08 	 5.655493e+04 	 1.300428e+09 	 1.178301e+22 	 2.366489e+08 	 8.126457e+38 	 5.316801e+38 	 2.862657e+22 	 3.898760e+09 	 3.333333e-01
1.20252442e+06 	 1.215460e+00 	 2.836330e+08 	 5.597395e+04 	 1.297426e+09 	 1.165914e+22 	 2.339470e+08 	 8.126389e+38 	 5.316783e+38 	 2.833863e+22 	 3.864212e+09 	 3.333333e-01
1.20253555e+06 	 1.228050e+00 	 2.833055e+08 	 5.539893e+04 	 1.294431e+09 	 1.153664e+22 	 2.312760e+08 	 8.126322e+38 	 5.316765e+38 	 2.805376e+22 	 3.829964e+09 	 3.333333e-01
1.20254667e+06 	 1.240771e+00 	 2.829785e+08 	 5.482983e+04 	 1.291445e+09 	 1.141550e+22 	 2.286358e+08 	 8.126254e+38 	 5.316747e+38 	 2.777193e+22 	 3.796014e+09 	 3.333333e-01
1.20255778e+06 	 1.253623e+00 	 2.826521e+08 	 5.426657e+04 	 1.288468e+09 	 1.129569e+22 	 2.260258e+08 	 8.126186e+38 	 5.316728e+38 	 2.749309e+22 	 3.762359e+09 	 3.333333e-01
1.20256889e+06 	 1.266609e+00 	 2.823262e+08 	 5.370909e+04 	 1.285498e+09 	 1.117721e+22 	 2.234458e+08 	 8.126118e+38 	 5.316710e+38 	 2.721722e+22 	 3.728997e+09 	 3.333333e-01
1.20257999e+06 	 1.279729e+00 	 2.820009e+08 	 5.315735e+04 	 1.282537e+09 	 1.106004e+22 	 2.208954e+08 	 8.126051e+38 	 5.316691e+38 	 2.694428e+22 	 3.695925e+09 	 3.333333e-01
1.20259107e+06 	 1.292985e+00 	 2.816760e+08 	 5.261127e+04 	 1.279584e+09 	 1.094416e+22 	 2.183742e+08 	 8.125983e+38 	 5.316673e+38 	 2.667424e+22 	 3.663142e+09 	 3.333333e-01
1.20260215e+06 	 1.306378e+00 	 2.813517e+08 	 5.207080e+04 	 1.276640e+09 	 1.082955e+22 	 2.158820e+08 	 8.125915e+38 	 5.316655e+38 	 2.640707e+22 	 3.630644e+09 	 3.333333e-01
1.20261323e+06 	 1.319910e+00 	 2.810280e+08 	 5.153588e+04 	 1.273703e+09 	 1.071622e+22 	 2.134184e+08 	 8.125847e+38 	 5.316636e+38 	 2.614274e+22 	 3.598429e+09 	 3.333333e-01
1.20262429e+06 	 1.333582e+00 	 2.807047e+08 	 5.100646e+04 	 1.270775e+09 	 1.060413e+22 	 2.109830e+08 	 8.125780e+38 	 5.316618e+38 	 2.588121e+22 	 3.566494e+09 	 3.333333e-01
1.20263535e+06 	 1.347396e+00 	 2.803820e+08 	 5.048248e+04 	 1.267854e+09 	 1.049328e+22 	 2.085756e+08 	 8.125712e+38 	 5.316599e+38 	 2.562246e+22 	 3.534838e+09 	 3.333333e-01
1.20264639e+06 	 1.361353e+00 	 2.800598e+08 	 4.996388e+04 	 1.264942e+09 	 1.038365e+22 	 2.061958e+08 	 8.125644e+38 	 5.316581e+38 	 2.536646e+22 	 3.503457e+09 	 3.333333e-01
1.20265743e+06 	 1.375455e+00 	 2.797382e+08 	 4.945061e+04 	 1.262039e+09 	 1.027523e+22 	 2.038433e+08 	 8.125576e+38 	 5.316562e+38 	 2.511317e+22 	 3.472349e+09 	 3.333333e-01
1.20266847e+06 	 1.389702e+00 	 2.794171e+08 	 4.894261e+04 	 1.259143e+09 	 1.016801e+22 	 2.015178e+08 	 8.125509e+38 	 5.316543e+38 	 2.486257e+22 	 3.441513e+09 	 3.333333e-01
1.20267949e+06 	 1.404098e+00 	 2.790965e+08 	 4.843982e+04 	 1.256255e+09 	 1.006196e+22 	 1.992189e+08 	 8.125441e+38 	 5.316525e+38 	 2.461462e+22 	 3.410945e+09 	 3.333333e-01
1.20269050e+06 	 1.418642e+00 	 2.787764e+08 	 4.794221e+04 	 1.253375e+09 	 9.957085e+21 	 1.969464e+08 	 8.125373e+38 	 5.316506e+38 	 2.436929e+22 	 3.380644e+09 	 3.333333e-01
1.20270151e+06 	 1.433337e+00 	 2.784569e+08 	 4.744970e+04 	 1.250504e+09 	 9.853359e+21 	 1.947000e+08 	 8.125305e+38 	 5.316488e+38 	 2.412656e+22 	 3.350607e+09 	 3.333333e-01
1.20271251e+06 	 1.448184e+00 	 2.781379e+08 	 4.696226e+04 	 1.247640e+09 	 9.750774e+21 	 1.924793e+08 	 8.125237e+38 	 5.316469e+38 	 2.388640e+22 	 3.320832e+09 	 3.333333e-01
1.20272350e+06 	 1.463186e+00 	 2.778194e+08 	 4.647982e+04 	 1.244784e+09 	 9.649316e+21 	 1.902841e+08 	 8.125170e+38 	 5.316450e+38 	 2.364877e+22 	 3.291316e+09 	 3.333333e-01
1.20273449e+06 	 1.478342e+00 	 2.775014e+08 	 4.600234e+04 	 1.241936e+09 	 9.548973e+21 	 1.881141e+08 	 8.125102e+38 	 5.316432e+38 	 2.341366e+22 	 3.262058e+09 	 3.333333e-01
1.20274547e+06 	 1.493656e+00 	 2.771839e+08 	 4.552976e+04 	 1.239097e+09 	 9.449732e+21 	 1.859690e+08 	 8.125034e+38 	 5.316413e+38 	 2.318103e+22 	 3.233055e+09 	 3.333333e-01
1.20275644e+06 	 1.509128e+00 	 2.768670e+08 	 4.506204e+04 	 1.236265e+09 	 9.351583e+21 	 1.838484e+08 	 8.124966e+38 	 5.316394e+38 	 2.295086e+22 	 3.204305e+09 	 3.333333e-01
1.20276740e+06 	 1.524761e+00 	 2.765506e+08 	 4.459913e+04 	 1.233441e+09 	 9.254510e+21 	 1.817522e+08 	 8.124898e+38 	 5.316375e+38 	 2.272312e+22 	 3.175806e+09 	 3.333333e-01
1.20277835e+06 	 1.540555e+00 	 2.762347e+08 	 4.414096e+04 	 1.230625e+09 	 9.158502e+21 	 1.796800e+08 	 8.124831e+38 	 5.316356e+38 	 2.249778e+22 	 3.147556e+09 	 3.333333e-01
1.20278930e+06 	 1.556513e+00 	 2.759194e+08 	 4.368751e+04 	 1.227817e+09 	 9.063547e+21 	 1.776315e+08 	 8.124763e+38 	 5.316338e+38 	 2.227481e+22 	 3.119552e+09 	 3.333333e-01
1.20280024e+06 	 1.572637e+00 	 2.756046e+08 	 4.323871e+04 	 1.225016e+09 	 8.969632e+21 	 1.756065e+08 	 8.124695e+38 	 5.316319e+38 	 2.205420e+22 	 3.091793e+09 	 3.333333e-01
1.20281117e+06 	 1.588927e+00 	 2.752902e+08 	 4.279453e+04 	 1.222224e+09 	 8.876745e+21 	 1.736048e+08 	 8.124627e+38 	 5.316300e+38 	 2.183590e+22 	 3.064277e+09 	 3.333333e-01
1.20282210e+06 	 1.605386e+00 	 2.749764e+08 	 4.235491e+04 	 1.219439e+09 	 8.784874e+21 	 1.716259e+08 	 8.124559e+38 	 5.316281e+38 	 2.161991e+22 	 3.037000e+09 	 3.333333e-01
1.20283301e+06 	 1.622016e+00 	 2.746632e+08 	 4.191980e+04 	 1.216662e+09 	 8.694009e+21 	 1.696698e+08 	 8.124491e+38 	 5.316262e+38 	 2.140618e+22 	 3.009962e+09 	 3.333333e-01
1.20284393e+06 	 1.638818e+00 	 2.743504e+08 	 4.148916e+04 	 1.213893e+09 	 8.604139e+21 	 1.677360e+08 	 8.124423e+38 	 5.316243e+38 	 2.119471e+22 	 2.983160e+09 	 3.333333e-01
1.20285483e+06 	 1.655794e+00 	 2.740382e+08 	 4.106295e+04 	 1.211131e+09 	 8.515252e+21 	 1.658245e+08 	 8.124355e+38 	 5.316224e+38 	 2.098546e+22 	 2.956592e+09 	 3.333333e-01
1.20286573e+06 	 1.672946e+00 	 2.737264e+08 	 4.064111e+04 	 1.208377e+09 	 8.427338e+21 	 1.639348e+08 	 8.124287e+38 	 5.316205e+38 	 2.077841e+22 	 2.930256e+09 	 3.333333e-01
1.20287662e+06 	 1.690276e+00 	 2.734153e+08 	 4.022361e+04 	 1.205631e+09 	 8.340387e+21 	 1.620668e+08 	 8.124219e+38 	 5.316186e+38 	 2.057354e+22 	 2.904151e+09 	 3.333333e-01
1.20288750e+06 	 1.707785e+00 	 2.731046e+08 	 3.981040e+04 	 1.202893e+09 	 8.254383e+21 	 1.602202e+08 	 8.124151e+38 	 5.316167e+38 	 2.037082e+22 	 2.878273e+09 	 3.333333e-01
1.20289837e+06 	 1.725476e+00 	 2.727944e+08 	 3.940143e+04 	 1.200162e+09 	 8.169319e+21 	 1.583947e+08 	 8.124083e+38 	 5.316148e+38 	 2.017022e+22 	 2.852622e+09 	 3.333333e-01
1.20290924e+06 	 1.743350e+00 	 2.724848e+08 	 3.899667e+04 	 1.197439e+09 	 8.085183e+21 	 1.565902e+08 	 8.124015e+38 	 5.316129e+38 	 1.997173e+22 	 2.827195e+09 	 3.333333e-01
1.20292011e+06 	 1.761409e+00 	 2.721756e+08 	 3.859606e+04 	 1.194724e+09 	 8.001964e+21 	 1.548063e+08 	 8.123947e+38 	 5.316110e+38 	 1.977532e+22 	 2.801991e+09 	 3.333333e-01
1.20293096e+06 	 1.779655e+00 	 2.718670e+08 	 3.819957e+04 	 1.192016e+09 	 7.919653e+21 	 1.530429e+08 	 8.123879e+38 	 5.316090e+38 	 1.958096e+22 	 2.777007e+09 	 3.333333e-01
1.20294181e+06 	 1.798090e+00 	 2.715589e+08 	 3.780715e+04 	 1.189316e+09 	 7.838239e+21 	 1.512996e+08 	 8.123811e+38 	 5.316071e+38 	 1.938864e+22 	 2.752241e+09 	 3.333333e-01
1.20295265e+06 	 1.816716e+00 	 2.712513e+08 	 3.741876e+04 	 1.186623e+09 	 7.757713e+21 	 1.495763e+08 	 8.123743e+38 	 5.316052e+38 	 1.919834e+22 	 2.727693e+09 	 3.333333e-01
1.20296349e+06 	 1.835536e+00 	 2.709442e+08 	 3.703436e+04 	 1.183938e+09 	 7.678064e+21 	 1.478728e+08 	 8.123675e+38 	 5.316033e+38 	 1.901003e+22 	 2.703359e+09 	 3.333333e-01
1.20297432e+06 	 1.854550e+00 	 2.706376e+08 	 3.665391e+04 	 1.181260e+09 	 7.599283e+21 	 1.461888e+08 	 8.123607e+38 	 5.316013e+38 	 1.882369e+22 	 2.679237e+09 	 3.333333e-01
1.20298514e+06 	 1.873761e+00 	 2.703316e+08 	 3.627737e+04 	 1.178590e+09 	 7.521360e+21 	 1.445240e+08 	 8.123539e+38 	 5.315994e+38 	 1.863930e+22 	 2.655328e+09 	 3.333333e-01
1.20299596e+06 	 1.893171e+00 	 2.700261e+08 	 3.590470e+04 	 1.175927e+09 	 7.444284e+21 	 1.428783e+08 	 8.123471e+38 	 5.315975e+38 	 1.845683e+22 	 2.631627e+09 	 3.333333e-01
1.20300677e+06 	 1.912782e+00 	 2.697210e+08 	 3.553586e+04 	 1.173272e+09 	 7.368045e+21 	 1.412515e+08 	 8.123403e+38 	 5.315955e+38 	 1.827627e+22 	 2.608134e+09 	 3.333333e-01
1.20301757e+06 	 1.932597e+00 	 2.694165e+08 	 3.517080e+04 	 1.170624e+09 	 7.292635e+21 	 1.396433e+08 	 8.123334e+38 	 5.315936e+38 	 1.809759e+22 	 2.584847e+09 	 3.333333e-01
1.20302837e+06 	 1.952616e+00 	 2.691125e+08 	 3.480949e+04 	 1.167984e+09 	 7.218044e+21 	 1.380534e+08 	 8.123266e+38 	 5.315916e+38 	 1.792078e+22 	 2.561764e+09 	 3.333333e-01
1.20303916e+06 	 1.972844e+00 	 2.688090e+08 	 3.445190e+04 	 1.165351e+09 	 7.144263e+21 	 1.364818e+08 	 8.123198e+38 	 5.315897e+38 	 1.774581e+22 	 2.538883e+09 	 3.333333e-01
1.20304995e+06 	 1.993280e+00 	 2.685060e+08 	 3.409798e+04 	 1.162725e+09 	 7.071283e+21 	 1.349282e+08 	 8.123130e+38 	 5.315877e+38 	 1.757267e+22 	 2.516202e+09 	 3.333333e-01
1.20306073e+06 	 2.013929e+00 	 2.682035e+08 	 3.374770e+04 	 1.160107e+09 	 6.999095e+21 	 1.333924e+08 	 8.123062e+38 	 5.315858e+38 	 1.740133e+22 	 2.493720e+09 	 3.333333e-01
1.20307150e+06 	 2.034791e+00 	 2.679015e+08 	 3.340101e+04 	 1.157496e+09 	 6.927691e+21 	 1.318741e+08 	 8.122993e+38 	 5.315838e+38 	 1.723178e+22 	 2.471436e+09 	 3.333333e-01
1.20308227e+06 	 2.055869e+00 	 2.676001e+08 	 3.305789e+04 	 1.154893e+09 	 6.857062e+21 	 1.303733e+08 	 8.122925e+38 	 5.315819e+38 	 1.706399e+22 	 2.449346e+09 	 3.333333e-01
1.20309303e+06 	 2.077166e+00 	 2.672991e+08 	 3.271829e+04 	 1.152296e+09 	 6.787198e+21 	 1.288896e+08 	 8.122857e+38 	 5.315799e+38 	 1.689795e+22 	 2.427451e+09 	 3.333333e-01
1.20310378e+06 	 2.098684e+00 	 2.669987e+08 	 3.238218e+04 	 1.149708e+09 	 6.718090e+21 	 1.274229e+08 	 8.122788e+38 	 5.315780e+38 	 1.673364e+22 	 2.405747e+09 	 3.333333e-01
1.20311453e+06 	 2.120424e+00 	 2.666988e+08 	 3.204952e+04 	 1.147126e+09 	 6.649731e+21 	 1.259729e+08 	 8.122720e+38 	 5.315760e+38 	 1.657103e+22 	 2.384233e+09 	 3.333333e-01
1.20312528e+06 	 2.142390e+00 	 2.663993e+08 	 3.172028e+04 	 1.144551e+09 	 6.582110e+21 	 1.245396e+08 	 8.122651e+38 	 5.315740e+38 	 1.641011e+22 	 2.362909e+09 	 3.333333e-01
1.20313602e+06 	 2.164583e+00 	 2.661004e+08 	 3.139442e+04 	 1.141984e+09 	 6.515221e+21 	 1.231226e+08 	 8.122583e+38 	 5.315720e+38 	 1.625087e+22 	 2.341771e+09 	 3.333333e-01
1.20314675e+06 	 2.187006e+00 	 2.658020e+08 	 3.107191e+04 	 1.139424e+09 	 6.449055e+21 	 1.217219e+08 	 8.122514e+38 	 5.315701e+38 	 1.609327e+22 	 2.320819e+09 	 3.333333e-01
1.20315748e+06 	 2.209662e+00 	 2.655040e+08 	 3.075271e+04 	 1.136871e+09 	 6.383604e+21 	 1.203372e+08 	 8.122446e+38 	 5.315681e+38 	 1.593731e+22 	 2.300051e+09 	 3.333333e-01
1.20316820e+06 	 2.232552e+00 	 2.652066e+08 	 3.043679e+04 	 1.134326e+09 	 6.318861e+21 	 1.189683e+08 	 8.122377e+38 	 5.315661e+38 	 1.578297e+22 	 2.279465e+09 	 3.333333e-01
1.20317892e+06 	 2.255679e+00 	 2.649097e+08 	 3.012412e+04 	 1.131787e+09 	 6.254818e+21 	 1.176151e+08 	 8.122309e+38 	 5.315641e+38 	 1.563023e+22 	 2.259060e+09 	 3.333333e-01
1.20318963e+06 	 2.279046e+00 	 2.646133e+08 	 2.981466e+04 	 1.129256e+09 	 6.191467e+21 	 1.162774e+08 	 8.122240e+38 	 5.315621e+38 	 1.547908e+22 	 2.238834e+09 	 3.333333e-01
1.20320033e+06 	 2.302655e+00 	 2.643174e+08 	 2.950838e+04 	 1.126732e+09 	 6.128799e+21 	 1.149550e+08 	 8.122172e+38 	 5.315601e+38 	 1.532949e+22 	 2.218786e+09 	 3.333333e-01
1.20321103e+06 	 2.326508e+00 	 2.640220e+08 	 2.920524e+04 	 1.124215e+09 	 6.066807e+21 	 1.136477e+08 	 8.122103e+38 	 5.315581e+38 	 1.518145e+22 	 2.198914e+09 	 3.333333e-01
1.20322173e+06 	 2.350609e+00 	 2.637271e+08 	 2.890522e+04 	 1.121705e+09 	 6.005483e+21 	 1.123553e+08 	 8.122034e+38 	 5.315561e+38 	 1.503494e+22 	 2.179216e+09 	 3.333333e-01
1.20323242e+06 	 2.374959e+00 	 2.634327e+08 	 2.860828e+04 	 1.119202e+09 	 5.944819e+21 	 1.110778e+08 	 8.121966e+38 	 5.315541e+38 	 1.488994e+22 	 2.159691e+09 	 3.333333e-01
1.20324310e+06 	 2.399562e+00 	 2.631388e+08 	 2.831439e+04 	 1.116706e+09 	 5.884809e+21 	 1.098148e+08 	 8.121897e+38 	 5.315521e+38 	 1.474644e+22 	 2.140338e+09 	 3.333333e-01
1.20325378e+06 	 2.424420e+00 	 2.628454e+08 	 2.802352e+04 	 1.114217e+09 	 5.825444e+21 	 1.085663e+08 	 8.121828e+38 	 5.315501e+38 	 1.460442e+22 	 2.121155e+09 	 3.333333e-01
1.20326446e+06 	 2.449535e+00 	 2.625525e+08 	 2.773564e+04 	 1.111735e+09 	 5.766718e+21 	 1.073321e+08 	 8.121759e+38 	 5.315481e+38 	 1.446387e+22 	 2.102141e+09 	 3.333333e-01
1.20327513e+06 	 2.474910e+00 	 2.622601e+08 	 2.745071e+04 	 1.109260e+09 	 5.708625e+21 	 1.061119e+08 	 8.121691e+38 	 5.315461e+38 	 1.432478e+22 	 2.083294e+09 	 3.333333e-01
1.20328579e+06 	 2.500548e+00 	 2.619682e+08 	 2.716871e+04 	 1.106793e+09 	 5.651156e+21 	 1.049058e+08 	 8.121622e+38 	 5.315441e+38 	 1.418712e+22 	 2.064613e+09 	 3.333333e-01
1.20329645e+06 	 2.526452e+00 	 2.616768e+08 	 2.688961e+04 	 1.104332e+09 	 5.594306e+21 	 1.037134e+08 	 8.121553e+38 	 5.315420e+38 	 1.405088e+22 	 2.046095e+09 	 3.333333e-01
1.20330710e+06 	 2.552624e+00 	 2.613859e+08 	 2.661338e+04 	 1.101878e+09 	 5.538066e+21 	 1.025346e+08 	 8.121484e+38 	 5.315400e+38 	 1.391604e+22 	 2.027741e+09 	 3.333333e-01
1.20331775e+06 	 2.579067e+00 	 2.610955e+08 	 2.633998e+04 	 1.099431e+09 	 5.482430e+21 	 1.013693e+08 	 8.121415e+38 	 5.315380e+38 	 1.378259e+22 	 2.009548e+09 	 3.333333e-01
1.20332840e+06 	 2.605785e+00 	 2.608056e+08 	 2.606940e+04 	 1.096991e+09 	 5.427391e+21 	 1.002174e+08 	 8.121346e+38 	 5.315360e+38 	 1.365052e+22 	 1.991516e+09 	 3.333333e-01
1.20333904e+06 	 2.632779e+00 	 2.605162e+08 	 2.580159e+04 	 1.094557e+09 	 5.372942e+21 	 9.907859e+07 	 8.121277e+38 	 5.315339e+38 	 1.351980e+22 	 1.973642e+09 	 3.333333e-01
1.20334968e+06 	 2.660052e+00 	 2.602273e+08 	 2.553653e+04 	 1.092131e+09 	 5.319077e+21 	 9.795281e+07 	 8.121208e+38 	 5.315319e+38 	 1.339043e+22 	 1.955925e+09 	 3.333333e-01
1.20336031e+06 	 2.687609e+00 	 2.599389e+08 	 2.527420e+04 	 1.089711e+09 	 5.265788e+21 	 9.683989e+07 	 8.121139e+38 	 5.315298e+38 	 1.326239e+22 	 1.938365e+09 	 3.333333e-01
1.20337093e+06 	 2.715450e+00 	 2.596509e+08 	 2.501456e+04 	 1.087299e+09 	 5.213071e+21 	 9.573969e+07 	 8.121069e+38 	 5.315278e+38 	 1.313566e+22 	 1.920959e+09 	 3.333333e-01
1.20338156e+06 	 2.743580e+00 	 2.593635e+08 	 2.475759e+04 	 1.084893e+09 	 5.160918e+21 	 9.465207e+07 	 8.121000e+38 	 5.315257e+38 	 1.301023e+22 	 1.903706e+09 	 3.333333e-01
1.20339218e+06 	 2.772002e+00 	 2.590766e+08 	 2.450326e+04 	 1.082494e+09 	 5.109324e+21 	 9.357687e+07 	 8.120931e+38 	 5.315237e+38 	 1.288610e+22 	 1.886605e+09 	 3.333333e-01
1.20340279e+06 	 2.800718e+00 	 2.587901e+08 	 2.425154e+04 	 1.080101e+09 	 5.058283e+21 	 9.251397e+07 	 8.120862e+38 	 5.315216e+38 	 1.276324e+22 	 1.869655e+09 	 3.333333e-01
1.20341340e+06 	 2.829732e+00 	 2.585042e+08 	 2.400241e+04 	 1.077716e+09 	 5.007788e+21 	 9.146320e+07 	 8.120792e+38 	 5.315195e+38 	 1.264164e+22 	 1.852854e+09 	 3.333333e-01
1.20342400e+06 	 2.859046e+00 	 2.582188e+08 	 2.375583e+04 	 1.075337e+09 	 4.957832e+21 	 9.042444e+07 	 8.120723e+38 	 5.315175e+38 	 1.252129e+22 	 1.836201e+09 	 3.333333e-01
1.20343460e+06 	 2.888664e+00 	 2.579338e+08 	 2.351179e+04 	 1.072965e+09 	 4.908409e+21 	 8.939755e+07 	 8.120654e+38 	 5.315154e+38 	 1.240217e+22 	 1.819696e+09 	 3.333333e-01
1.20344520e+06 	 2.918588e+00 	 2.576493e+08 	 2.327026e+04 	 1.070600e+09 	 4.859514e+21 	 8.838239e+07 	 8.120584e+38 	 5.315133e+38 	 1.228427e+22 	 1.803335e+09 	 3.333333e-01
