r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200191e+06 	1.321446e+09 	1.015421e+05 	1.604931e+22 	2.387760e-01 	2.862465e+08 	1.205138e+09 	6.416261e+38 	4.193600e+38 	6.921088e+09 	3.333333e-01 	
1.200201e+06 	1.317989e+09 	1.004586e+05 	1.585800e+22 	2.413471e-01 	2.858718e+08 	1.190687e+09 	6.416228e+38 	4.193596e+38 	6.858321e+09 	3.333333e-01 	
1.200210e+06 	1.314542e+09 	9.938660e+04 	1.566902e+22 	2.439459e-01 	2.854977e+08 	1.176410e+09 	6.416195e+38 	4.193592e+38 	6.796114e+09 	3.333333e-01 	
1.200220e+06 	1.311104e+09 	9.832606e+04 	1.548234e+22 	2.465726e-01 	2.851242e+08 	1.162305e+09 	6.416162e+38 	4.193588e+38 	6.734461e+09 	3.333333e-01 	
1.200229e+06 	1.307677e+09 	9.727684e+04 	1.529795e+22 	2.492277e-01 	2.847512e+08 	1.148370e+09 	6.416129e+38 	4.193584e+38 	6.673359e+09 	3.333333e-01 	
1.200239e+06 	1.304258e+09 	9.623881e+04 	1.511580e+22 	2.519113e-01 	2.843788e+08 	1.134602e+09 	6.416096e+38 	4.193580e+38 	6.612803e+09 	3.333333e-01 	
1.200248e+06 	1.300850e+09 	9.521186e+04 	1.493588e+22 	2.546239e-01 	2.840070e+08 	1.121000e+09 	6.416063e+38 	4.193576e+38 	6.552787e+09 	3.333333e-01 	
1.200257e+06 	1.297451e+09 	9.419587e+04 	1.475815e+22 	2.573657e-01 	2.836357e+08 	1.107562e+09 	6.416030e+38 	4.193572e+38 	6.493306e+09 	3.333333e-01 	
1.200267e+06 	1.294062e+09 	9.319072e+04 	1.458260e+22 	2.601370e-01 	2.832650e+08 	1.094285e+09 	6.415998e+38 	4.193568e+38 	6.434357e+09 	3.333333e-01 	
1.200276e+06 	1.290682e+09 	9.219630e+04 	1.440918e+22 	2.629381e-01 	2.828949e+08 	1.081169e+09 	6.415965e+38 	4.193564e+38 	6.375934e+09 	3.333333e-01 	
1.200286e+06 	1.287312e+09 	9.121249e+04 	1.423788e+22 	2.657694e-01 	2.825253e+08 	1.068210e+09 	6.415932e+38 	4.193560e+38 	6.318032e+09 	3.333333e-01 	
1.200295e+06 	1.283951e+09 	9.023917e+04 	1.406867e+22 	2.686312e-01 	2.821563e+08 	1.055407e+09 	6.415899e+38 	4.193556e+38 	6.260648e+09 	3.333333e-01 	
1.200305e+06 	1.280600e+09 	8.927625e+04 	1.390151e+22 	2.715239e-01 	2.817878e+08 	1.042758e+09 	6.415867e+38 	4.193552e+38 	6.203777e+09 	3.333333e-01 	
1.200314e+06 	1.277258e+09 	8.832359e+04 	1.373640e+22 	2.744476e-01 	2.814199e+08 	1.030261e+09 	6.415834e+38 	4.193548e+38 	6.147413e+09 	3.333333e-01 	
1.200323e+06 	1.273926e+09 	8.738111e+04 	1.357329e+22 	2.774029e-01 	2.810525e+08 	1.017914e+09 	6.415802e+38 	4.193544e+38 	6.091554e+09 	3.333333e-01 	
1.200333e+06 	1.270603e+09 	8.644868e+04 	1.341216e+22 	2.803900e-01 	2.806858e+08 	1.005716e+09 	6.415769e+38 	4.193540e+38 	6.036194e+09 	3.333333e-01 	
1.200342e+06 	1.267289e+09 	8.552620e+04 	1.325300e+22 	2.834093e-01 	2.803195e+08 	9.936652e+08 	6.415736e+38 	4.193536e+38 	5.981329e+09 	3.333333e-01 	
1.200351e+06 	1.263985e+09 	8.461356e+04 	1.309578e+22 	2.864611e-01 	2.799538e+08 	9.817589e+08 	6.415704e+38 	4.193532e+38 	5.926954e+09 	3.333333e-01 	
1.200361e+06 	1.260690e+09 	8.371066e+04 	1.294047e+22 	2.895458e-01 	2.795887e+08 	9.699958e+08 	6.415672e+38 	4.193528e+38 	5.873065e+09 	3.333333e-01 	
1.200370e+06 	1.257405e+09 	8.281740e+04 	1.278705e+22 	2.926637e-01 	2.792242e+08 	9.583742e+08 	6.415639e+38 	4.193524e+38 	5.819657e+09 	3.333333e-01 	
1.200379e+06 	1.254129e+09 	8.193367e+04 	1.263550e+22 	2.958152e-01 	2.788602e+08 	9.468923e+08 	6.415607e+38 	4.193520e+38 	5.766728e+09 	3.333333e-01 	
1.200388e+06 	1.250861e+09 	8.105937e+04 	1.248579e+22 	2.990006e-01 	2.784967e+08 	9.355485e+08 	6.415575e+38 	4.193516e+38 	5.714272e+09 	3.333333e-01 	
1.200398e+06 	1.247604e+09 	8.019439e+04 	1.233789e+22 	3.022203e-01 	2.781338e+08 	9.243410e+08 	6.415542e+38 	4.193512e+38 	5.662286e+09 	3.333333e-01 	
1.200407e+06 	1.244355e+09 	7.933865e+04 	1.219180e+22 	3.054747e-01 	2.777714e+08 	9.132684e+08 	6.415510e+38 	4.193508e+38 	5.610764e+09 	3.333333e-01 	
1.200416e+06 	1.241115e+09 	7.849204e+04 	1.204747e+22 	3.087642e-01 	2.774096e+08 	9.023288e+08 	6.415478e+38 	4.193504e+38 	5.559704e+09 	3.333333e-01 	
1.200425e+06 	1.237885e+09 	7.765447e+04 	1.190490e+22 	3.120891e-01 	2.770484e+08 	8.915208e+08 	6.415446e+38 	4.193500e+38 	5.509101e+09 	3.333333e-01 	
