r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200331e+06 	1.305043e+09 	1.073773e+05 	1.604931e+22 	1.424328e-01 	2.844643e+08 	2.008793e+09 	6.058502e+38 	3.960016e+38 	7.376879e+09 	3.333333e-01 	
1.200340e+06 	1.301491e+09 	1.062006e+05 	1.585039e+22 	1.440084e-01 	2.840770e+08 	1.984012e+09 	6.058473e+38 	3.960013e+38 	7.308286e+09 	3.333333e-01 	
1.200349e+06 	1.297949e+09 	1.050367e+05 	1.565399e+22 	1.456015e-01 	2.836902e+08 	1.959538e+09 	6.058444e+38 	3.960011e+38 	7.240320e+09 	3.333333e-01 	
1.200359e+06 	1.294418e+09 	1.038857e+05 	1.546007e+22 	1.472122e-01 	2.833040e+08 	1.935367e+09 	6.058416e+38 	3.960009e+38 	7.172977e+09 	3.333333e-01 	
1.200368e+06 	1.290897e+09 	1.027472e+05 	1.526862e+22 	1.488407e-01 	2.829184e+08 	1.911495e+09 	6.058387e+38 	3.960006e+38 	7.106249e+09 	3.333333e-01 	
1.200377e+06 	1.287386e+09 	1.016212e+05 	1.507958e+22 	1.504873e-01 	2.825334e+08 	1.887919e+09 	6.058359e+38 	3.960004e+38 	7.040132e+09 	3.333333e-01 	
1.200387e+06 	1.283885e+09 	1.005076e+05 	1.489293e+22 	1.521521e-01 	2.821490e+08 	1.864635e+09 	6.058330e+38 	3.960002e+38 	6.974620e+09 	3.333333e-01 	
1.200396e+06 	1.280395e+09 	9.940610e+04 	1.470864e+22 	1.538353e-01 	2.817652e+08 	1.841638e+09 	6.058302e+38 	3.959999e+38 	6.909708e+09 	3.333333e-01 	
1.200405e+06 	1.276914e+09 	9.831673e+04 	1.452668e+22 	1.555371e-01 	2.813820e+08 	1.818927e+09 	6.058273e+38 	3.959997e+38 	6.845391e+09 	3.333333e-01 	
1.200415e+06 	1.273444e+09 	9.723929e+04 	1.434703e+22 	1.572577e-01 	2.809994e+08 	1.796496e+09 	6.058245e+38 	3.959995e+38 	6.781663e+09 	3.333333e-01 	
1.200424e+06 	1.269983e+09 	9.617366e+04 	1.416964e+22 	1.589974e-01 	2.806173e+08 	1.774343e+09 	6.058217e+38 	3.959992e+38 	6.718518e+09 	3.333333e-01 	
1.200433e+06 	1.266533e+09 	9.511970e+04 	1.399449e+22 	1.607563e-01 	2.802359e+08 	1.752465e+09 	6.058189e+38 	3.959990e+38 	6.655952e+09 	3.333333e-01 	
1.200442e+06 	1.263093e+09 	9.407730e+04 	1.382156e+22 	1.625347e-01 	2.798550e+08 	1.730857e+09 	6.058160e+38 	3.959988e+38 	6.593959e+09 	3.333333e-01 	
1.200451e+06 	1.259662e+09 	9.304632e+04 	1.365081e+22 	1.643328e-01 	2.794747e+08 	1.709516e+09 	6.058132e+38 	3.959985e+38 	6.532534e+09 	3.333333e-01 	
