r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999964e+06 	 1.065369e+00 	 2.949956e+08 	 7.199356e+04 	 1.403460e+09 	 1.604931e+22 	 2.768750e+08 	 8.468361e+38 	 5.534362e+38 	 3.875037e+22 	 4.724304e+09
1.20001143e+06 	 1.076380e+00 	 2.946577e+08 	 7.125549e+04 	 1.400247e+09 	 1.588159e+22 	 2.737288e+08 	 8.468283e+38 	 5.534340e+38 	 3.836483e+22 	 4.682608e+09
1.20002321e+06 	 1.087505e+00 	 2.943203e+08 	 7.052499e+04 	 1.397042e+09 	 1.571571e+22 	 2.706185e+08 	 8.468205e+38 	 5.534317e+38 	 3.798335e+22 	 4.641273e+09
1.20003498e+06 	 1.098745e+00 	 2.939835e+08 	 6.980198e+04 	 1.393847e+09 	 1.555165e+22 	 2.675436e+08 	 8.468126e+38 	 5.534295e+38 	 3.760587e+22 	 4.600297e+09
1.20004674e+06 	 1.110102e+00 	 2.936473e+08 	 6.908638e+04 	 1.390660e+09 	 1.538940e+22 	 2.645038e+08 	 8.468048e+38 	 5.534273e+38 	 3.723237e+22 	 4.559675e+09
1.20005849e+06 	 1.121575e+00 	 2.933116e+08 	 6.837812e+04 	 1.387482e+09 	 1.522894e+22 	 2.614987e+08 	 8.467970e+38 	 5.534250e+38 	 3.686279e+22 	 4.519405e+09
1.20007023e+06 	 1.133167e+00 	 2.929764e+08 	 6.767712e+04 	 1.384313e+09 	 1.507023e+22 	 2.585279e+08 	 8.467891e+38 	 5.534228e+38 	 3.649709e+22 	 4.479485e+09
1.20008196e+06 	 1.144880e+00 	 2.926418e+08 	 6.698330e+04 	 1.381153e+09 	 1.491327e+22 	 2.555910e+08 	 8.467813e+38 	 5.534205e+38 	 3.613522e+22 	 4.439911e+09
1.20009369e+06 	 1.156713e+00 	 2.923077e+08 	 6.629660e+04 	 1.378001e+09 	 1.475803e+22 	 2.526875e+08 	 8.467735e+38 	 5.534183e+38 	 3.577715e+22 	 4.400679e+09
1.20010541e+06 	 1.168668e+00 	 2.919742e+08 	 6.561693e+04 	 1.374858e+09 	 1.460450e+22 	 2.498172e+08 	 8.467657e+38 	 5.534160e+38 	 3.542283e+22 	 4.361789e+09
