r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999967e+06 	 4.042599e+00 	 3.043011e+08 	 3.785586e+04 	 1.493400e+09 	 1.604931e+22 	 7.526781e+07 	 1.138091e+39 	 7.437812e+38 	 4.288981e+22 	 2.388033e+09
1.20001738e+06 	 4.083328e+00 	 3.040235e+08 	 3.747701e+04 	 1.490677e+09 	 1.591667e+22 	 7.444909e+07 	 1.138063e+39 	 7.437689e+38 	 4.255399e+22 	 2.366903e+09
1.20003509e+06 	 4.124468e+00 	 3.037466e+08 	 3.710196e+04 	 1.487962e+09 	 1.578528e+22 	 7.363936e+07 	 1.138036e+39 	 7.437566e+38 	 4.222120e+22 	 2.345956e+09
1.20005282e+06 	 4.166022e+00 	 3.034701e+08 	 3.673066e+04 	 1.485255e+09 	 1.565515e+22 	 7.283851e+07 	 1.138008e+39 	 7.437443e+38 	 4.189143e+22 	 2.325190e+09
1.20007056e+06 	 4.207994e+00 	 3.031943e+08 	 3.636307e+04 	 1.482556e+09 	 1.552625e+22 	 7.204645e+07 	 1.137980e+39 	 7.437320e+38 	 4.156464e+22 	 2.304603e+09
1.20008830e+06 	 4.250389e+00 	 3.029190e+08 	 3.599916e+04 	 1.479865e+09 	 1.539857e+22 	 7.126307e+07 	 1.137952e+39 	 7.437195e+38 	 4.124079e+22 	 2.284195e+09
1.20010606e+06 	 4.293212e+00 	 3.026443e+08 	 3.563890e+04 	 1.477182e+09 	 1.527210e+22 	 7.048829e+07 	 1.137924e+39 	 7.437071e+38 	 4.091987e+22 	 2.263964e+09
1.20012383e+06 	 4.336465e+00 	 3.023701e+08 	 3.528224e+04 	 1.474507e+09 	 1.514683e+22 	 6.972200e+07 	 1.137896e+39 	 7.436946e+38 	 4.060183e+22 	 2.243908e+09
1.20014161e+06 	 4.380155e+00 	 3.020965e+08 	 3.492915e+04 	 1.471839e+09 	 1.502274e+22 	 6.896411e+07 	 1.137868e+39 	 7.436820e+38 	 4.028666e+22 	 2.224025e+09
1.20015940e+06 	 4.424284e+00 	 3.018234e+08 	 3.457959e+04 	 1.469180e+09 	 1.489983e+22 	 6.821453e+07 	 1.137840e+39 	 7.436695e+38 	 3.997433e+22 	 2.204315e+09
