r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19997020e+06 	 1.612977e-01 	 2.849104e+08 	 1.064608e+05 	 1.309139e+09 	 1.604931e+22 	 1.766243e+09 	 6.146719e+38 	 4.017038e+38 	 3.518519e+22 	 7.297504e+09
1.19997957e+06 	 1.630788e-01 	 2.845258e+08 	 1.052962e+05 	 1.305607e+09 	 1.585211e+22 	 1.744596e+09 	 6.146690e+38 	 4.017035e+38 	 3.476997e+22 	 7.229698e+09
1.19998894e+06 	 1.648795e-01 	 2.841418e+08 	 1.041444e+05 	 1.302085e+09 	 1.565739e+22 	 1.723214e+09 	 6.146660e+38 	 4.017032e+38 	 3.435976e+22 	 7.162513e+09
1.19999828e+06 	 1.667001e-01 	 2.837584e+08 	 1.030052e+05 	 1.298574e+09 	 1.546510e+22 	 1.702095e+09 	 6.146630e+38 	 4.017030e+38 	 3.395450e+22 	 7.095942e+09
1.20000761e+06 	 1.685408e-01 	 2.833756e+08 	 1.018784e+05 	 1.295072e+09 	 1.527521e+22 	 1.681235e+09 	 6.146601e+38 	 4.017027e+38 	 3.355412e+22 	 7.029980e+09
1.20001693e+06 	 1.704018e-01 	 2.829933e+08 	 1.007640e+05 	 1.291580e+09 	 1.508771e+22 	 1.660630e+09 	 6.146571e+38 	 4.017024e+38 	 3.315856e+22 	 6.964622e+09
1.20002623e+06 	 1.722834e-01 	 2.826116e+08 	 9.966177e+04 	 1.288099e+09 	 1.490255e+22 	 1.640279e+09 	 6.146542e+38 	 4.017021e+38 	 3.276778e+22 	 6.899863e+09
1.20003552e+06 	 1.741858e-01 	 2.822305e+08 	 9.857158e+04 	 1.284627e+09 	 1.471971e+22 	 1.620177e+09 	 6.146512e+38 	 4.017019e+38 	 3.238170e+22 	 6.835696e+09
1.20004479e+06 	 1.761091e-01 	 2.818500e+08 	 9.749333e+04 	 1.281165e+09 	 1.453917e+22 	 1.600322e+09 	 6.146483e+38 	 4.017016e+38 	 3.200028e+22 	 6.772116e+09
1.20005405e+06 	 1.780538e-01 	 2.814700e+08 	 9.642687e+04 	 1.277713e+09 	 1.436088e+22 	 1.580710e+09 	 6.146454e+38 	 4.017013e+38 	 3.162345e+22 	 6.709119e+09
1.20006329e+06 	 1.800199e-01 	 2.810906e+08 	 9.537207e+04 	 1.274271e+09 	 1.418482e+22 	 1.561339e+09 	 6.146424e+38 	 4.017010e+38 	 3.125116e+22 	 6.646699e+09
1.20007252e+06 	 1.820077e-01 	 2.807118e+08 	 9.432881e+04 	 1.270839e+09 	 1.401096e+22 	 1.542206e+09 	 6.146395e+38 	 4.017008e+38 	 3.088334e+22 	 6.584850e+09
1.20008174e+06 	 1.840174e-01 	 2.803335e+08 	 9.329696e+04 	 1.267416e+09 	 1.383928e+22 	 1.523308e+09 	 6.146366e+38 	 4.017005e+38 	 3.051995e+22 	 6.523568e+09
1.20009094e+06 	 1.860494e-01 	 2.799559e+08 	 9.227641e+04 	 1.264003e+09 	 1.366974e+22 	 1.504641e+09 	 6.146336e+38 	 4.017002e+38 	 3.016094e+22 	 6.462848e+09
1.20010013e+06 	 1.881038e-01 	 2.795787e+08 	 9.126701e+04 	 1.260600e+09 	 1.350232e+22 	 1.486203e+09 	 6.146307e+38 	 4.016999e+38 	 2.980624e+22 	 6.402684e+09
