r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999985e+06 	 6.468435e-01 	 2.915750e+08 	 8.394492e+04 	 1.371102e+09 	 1.604931e+22 	 4.507340e+08 	 7.602976e+38 	 4.968804e+38 	 3.744295e+22 	 5.590117e+09
1.20001050e+06 	 6.535999e-01 	 2.912232e+08 	 8.307550e+04 	 1.367795e+09 	 1.587268e+22 	 4.455364e+08 	 7.602921e+38 	 4.968792e+38 	 3.704948e+22 	 5.540563e+09
1.20002114e+06 	 6.604268e-01 	 2.908719e+08 	 8.221508e+04 	 1.364497e+09 	 1.569807e+22 	 4.403990e+08 	 7.602867e+38 	 4.968779e+38 	 3.666031e+22 	 5.491439e+09
1.20003176e+06 	 6.673251e-01 	 2.905211e+08 	 8.136357e+04 	 1.361208e+09 	 1.552544e+22 	 4.353210e+08 	 7.602812e+38 	 4.968767e+38 	 3.627540e+22 	 5.442744e+09
1.20004237e+06 	 6.742955e-01 	 2.901708e+08 	 8.052088e+04 	 1.357928e+09 	 1.535479e+22 	 4.303016e+08 	 7.602758e+38 	 4.968754e+38 	 3.589469e+22 	 5.394473e+09
1.20005297e+06 	 6.813387e-01 	 2.898211e+08 	 7.968692e+04 	 1.354656e+09 	 1.518608e+22 	 4.253403e+08 	 7.602703e+38 	 4.968742e+38 	 3.551814e+22 	 5.346623e+09
1.20006357e+06 	 6.884554e-01 	 2.894720e+08 	 7.886160e+04 	 1.351394e+09 	 1.501930e+22 	 4.204364e+08 	 7.602649e+38 	 4.968730e+38 	 3.514569e+22 	 5.299191e+09
1.20007415e+06 	 6.956465e-01 	 2.891233e+08 	 7.804483e+04 	 1.348141e+09 	 1.485441e+22 	 4.155892e+08 	 7.602594e+38 	 4.968717e+38 	 3.477731e+22 	 5.252172e+09
1.20008472e+06 	 7.029127e-01 	 2.887752e+08 	 7.723651e+04 	 1.344897e+09 	 1.469140e+22 	 4.107980e+08 	 7.602540e+38 	 4.968705e+38 	 3.441295e+22 	 5.205563e+09
1.20009528e+06 	 7.102549e-01 	 2.884277e+08 	 7.643657e+04 	 1.341661e+09 	 1.453025e+22 	 4.060622e+08 	 7.602485e+38 	 4.968693e+38 	 3.405256e+22 	 5.159361e+09
1.20010582e+06 	 7.176737e-01 	 2.880806e+08 	 7.564491e+04 	 1.338435e+09 	 1.437094e+22 	 4.013811e+08 	 7.602431e+38 	 4.968680e+38 	 3.369611e+22 	 5.113561e+09
1.20011636e+06 	 7.251701e-01 	 2.877341e+08 	 7.486145e+04 	 1.335217e+09 	 1.421344e+22 	 3.967542e+08 	 7.602377e+38 	 4.968668e+38 	 3.334354e+22 	 5.068162e+09
1.20012689e+06 	 7.327448e-01 	 2.873882e+08 	 7.408611e+04 	 1.332008e+09 	 1.405773e+22 	 3.921807e+08 	 7.602322e+38 	 4.968655e+38 	 3.299482e+22 	 5.023158e+09
1.20013740e+06 	 7.403986e-01 	 2.870428e+08 	 7.331879e+04 	 1.328808e+09 	 1.390380e+22 	 3.876602e+08 	 7.602268e+38 	 4.968643e+38 	 3.264990e+22 	 4.978547e+09
