r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999991e+06 	 2.722524e-01 	 2.868636e+08 	 9.995900e+04 	 1.327150e+09 	 1.604931e+22 	 1.053596e+09 	 6.544697e+38 	 4.277182e+38 	 3.580940e+22 	 6.793838e+09
1.20000950e+06 	 2.751775e-01 	 2.864920e+08 	 9.889464e+04 	 1.323714e+09 	 1.585996e+22 	 1.041046e+09 	 6.544662e+38 	 4.277178e+38 	 3.540430e+22 	 6.732279e+09
1.20001907e+06 	 2.781341e-01 	 2.861210e+08 	 9.784161e+04 	 1.320288e+09 	 1.567288e+22 	 1.028646e+09 	 6.544627e+38 	 4.277173e+38 	 3.500391e+22 	 6.671269e+09
1.20002863e+06 	 2.811225e-01 	 2.857505e+08 	 9.679979e+04 	 1.316871e+09 	 1.548807e+22 	 1.016393e+09 	 6.544592e+38 	 4.277168e+38 	 3.460817e+22 	 6.610803e+09
1.20003818e+06 	 2.841430e-01 	 2.853807e+08 	 9.576906e+04 	 1.313464e+09 	 1.530549e+22 	 1.004287e+09 	 6.544557e+38 	 4.277163e+38 	 3.421703e+22 	 6.550876e+09
1.20004771e+06 	 2.871960e-01 	 2.850113e+08 	 9.474931e+04 	 1.310066e+09 	 1.512512e+22 	 9.923258e+08 	 6.544522e+38 	 4.277159e+38 	 3.383042e+22 	 6.491483e+09
1.20005723e+06 	 2.902817e-01 	 2.846425e+08 	 9.374042e+04 	 1.306678e+09 	 1.494692e+22 	 9.805070e+08 	 6.544487e+38 	 4.277154e+38 	 3.344830e+22 	 6.432621e+09
1.20006674e+06 	 2.934007e-01 	 2.842743e+08 	 9.274227e+04 	 1.303299e+09 	 1.477087e+22 	 9.688291e+08 	 6.544452e+38 	 4.277149e+38 	 3.307061e+22 	 6.374284e+09
1.20007623e+06 	 2.965531e-01 	 2.839066e+08 	 9.175475e+04 	 1.299930e+09 	 1.459695e+22 	 9.572904e+08 	 6.544418e+38 	 4.277144e+38 	 3.269729e+22 	 6.316468e+09
1.20008571e+06 	 2.997394e-01 	 2.835394e+08 	 9.077774e+04 	 1.296570e+09 	 1.442512e+22 	 9.458895e+08 	 6.544383e+38 	 4.277140e+38 	 3.232829e+22 	 6.259168e+09
1.20009518e+06 	 3.029600e-01 	 2.831728e+08 	 8.981114e+04 	 1.293219e+09 	 1.425536e+22 	 9.346245e+08 	 6.544348e+38 	 4.277135e+38 	 3.196357e+22 	 6.202379e+09
1.20010463e+06 	 3.062152e-01 	 2.828067e+08 	 8.885483e+04 	 1.289878e+09 	 1.408765e+22 	 9.234938e+08 	 6.544314e+38 	 4.277130e+38 	 3.160307e+22 	 6.146098e+09
1.20011407e+06 	 3.095053e-01 	 2.824412e+08 	 8.790870e+04 	 1.286546e+09 	 1.392195e+22 	 9.124960e+08 	 6.544279e+38 	 4.277125e+38 	 3.124675e+22 	 6.090319e+09
1.20012350e+06 	 3.128309e-01 	 2.820762e+08 	 8.697264e+04 	 1.283223e+09 	 1.375826e+22 	 9.016294e+08 	 6.544245e+38 	 4.277121e+38 	 3.089456e+22 	 6.035038e+09
1.20013291e+06 	 3.161921e-01 	 2.817118e+08 	 8.604656e+04 	 1.279909e+09 	 1.359654e+22 	 8.908924e+08 	 6.544210e+38 	 4.277116e+38 	 3.054645e+22 	 5.980251e+09
1.20014231e+06 	 3.195895e-01 	 2.813479e+08 	 8.513033e+04 	 1.276605e+09 	 1.343677e+22 	 8.802834e+08 	 6.544176e+38 	 4.277111e+38 	 3.020237e+22 	 5.925953e+09
1.20015170e+06 	 3.230234e-01 	 2.809846e+08 	 8.422386e+04 	 1.273310e+09 	 1.327892e+22 	 8.698010e+08 	 6.544142e+38 	 4.277106e+38 	 2.986226e+22 	 5.872141e+09
1.20016107e+06 	 3.264942e-01 	 2.806218e+08 	 8.332704e+04 	 1.270024e+09 	 1.312297e+22 	 8.594436e+08 	 6.544107e+38 	 4.277102e+38 	 2.952609e+22 	 5.818809e+09
1.20017043e+06 	 3.300023e-01 	 2.802596e+08 	 8.243978e+04 	 1.266747e+09 	 1.296890e+22 	 8.492098e+08 	 6.544073e+38 	 4.277097e+38 	 2.919380e+22 	 5.765954e+09
1.20017978e+06 	 3.335481e-01 	 2.798979e+08 	 8.156196e+04 	 1.263480e+09 	 1.281668e+22 	 8.390980e+08 	 6.544039e+38 	 4.277092e+38 	 2.886536e+22 	 5.713572e+09
1.20018912e+06 	 3.371320e-01 	 2.795367e+08 	 8.069348e+04 	 1.260221e+09 	 1.266629e+22 	 8.291068e+08 	 6.544005e+38 	 4.277088e+38 	 2.854070e+22 	 5.661658e+09
1.20019844e+06 	 3.407545e-01 	 2.791760e+08 	 7.983426e+04 	 1.256971e+09 	 1.251771e+22 	 8.192347e+08 	 6.543970e+38 	 4.277083e+38 	 2.821980e+22 	 5.610208e+09
1.20020775e+06 	 3.444158e-01 	 2.788160e+08 	 7.898418e+04 	 1.253731e+09 	 1.237092e+22 	 8.094804e+08 	 6.543936e+38 	 4.277078e+38 	 2.790261e+22 	 5.559218e+09
