r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999982e+06 	 3.066248e+00 	 3.025490e+08 	 4.448222e+04 	 1.476252e+09 	 1.604931e+22 	 9.866321e+07 	 1.075084e+39 	 7.026038e+38 	 4.204037e+22 	 2.826804e+09
1.20001587e+06 	 3.097324e+00 	 3.022562e+08 	 4.403457e+04 	 1.473396e+09 	 1.590813e+22 	 9.757878e+07 	 1.075063e+39 	 7.025953e+38 	 4.168996e+22 	 2.801818e+09
1.20003192e+06 	 3.128716e+00 	 3.019640e+08 	 4.359144e+04 	 1.470548e+09 	 1.576833e+22 	 9.650636e+07 	 1.075042e+39 	 7.025867e+38 	 4.134284e+22 	 2.777048e+09
1.20004797e+06 	 3.160426e+00 	 3.016723e+08 	 4.315276e+04 	 1.467709e+09 	 1.562991e+22 	 9.544581e+07 	 1.075021e+39 	 7.025781e+38 	 4.099898e+22 	 2.752492e+09
1.20006403e+06 	 3.192457e+00 	 3.013812e+08 	 4.271850e+04 	 1.464878e+09 	 1.549286e+22 	 9.439700e+07 	 1.075001e+39 	 7.025695e+38 	 4.065834e+22 	 2.728149e+09
1.20008009e+06 	 3.224812e+00 	 3.010907e+08 	 4.228861e+04 	 1.462055e+09 	 1.535715e+22 	 9.335981e+07 	 1.074980e+39 	 7.025608e+38 	 4.032090e+22 	 2.704017e+09
1.20009616e+06 	 3.257496e+00 	 3.008007e+08 	 4.186304e+04 	 1.459240e+09 	 1.522278e+22 	 9.233411e+07 	 1.074959e+39 	 7.025521e+38 	 3.998663e+22 	 2.680093e+09
1.20011223e+06 	 3.290511e+00 	 3.005113e+08 	 4.144176e+04 	 1.456434e+09 	 1.508974e+22 	 9.131976e+07 	 1.074938e+39 	 7.025434e+38 	 3.965550e+22 	 2.656376e+09
1.20012830e+06 	 3.323860e+00 	 3.002225e+08 	 4.102472e+04 	 1.453636e+09 	 1.495800e+22 	 9.031664e+07 	 1.074917e+39 	 7.025347e+38 	 3.932746e+22 	 2.632865e+09
1.20014438e+06 	 3.357548e+00 	 2.999342e+08 	 4.061187e+04 	 1.450845e+09 	 1.482756e+22 	 8.932463e+07 	 1.074896e+39 	 7.025259e+38 	 3.900248e+22 	 2.609557e+09
