r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20009220e+06 	 1.252942e-01 	 2.841901e+08 	 1.088396e+05 	 1.302528e+09 	 1.604931e+22 	 2.268029e+09 	 6.005396e+38 	 3.924891e+38 	 3.496246e+22 	 7.484879e+09
1.20010157e+06 	 1.267010e-01 	 2.837983e+08 	 1.076292e+05 	 1.298938e+09 	 1.584791e+22 	 2.239754e+09 	 6.005368e+38 	 3.924889e+38 	 3.454081e+22 	 7.414217e+09
1.20011092e+06 	 1.281236e-01 	 2.834070e+08 	 1.064323e+05 	 1.295359e+09 	 1.564908e+22 	 2.211832e+09 	 6.005340e+38 	 3.924887e+38 	 3.412436e+22 	 7.344212e+09
1.20012026e+06 	 1.295622e-01 	 2.830163e+08 	 1.052487e+05 	 1.291790e+09 	 1.545279e+22 	 2.184258e+09 	 6.005312e+38 	 3.924885e+38 	 3.371302e+22 	 7.274858e+09
1.20012959e+06 	 1.310169e-01 	 2.826262e+08 	 1.040782e+05 	 1.288231e+09 	 1.525901e+22 	 2.157029e+09 	 6.005284e+38 	 3.924883e+38 	 3.330675e+22 	 7.206149e+09
1.20013890e+06 	 1.324880e-01 	 2.822366e+08 	 1.029208e+05 	 1.284683e+09 	 1.506770e+22 	 2.130139e+09 	 6.005256e+38 	 3.924880e+38 	 3.290547e+22 	 7.138079e+09
1.20014819e+06 	 1.339756e-01 	 2.818477e+08 	 1.017762e+05 	 1.281145e+09 	 1.487884e+22 	 2.103585e+09 	 6.005228e+38 	 3.924878e+38 	 3.250914e+22 	 7.070641e+09
1.20015747e+06 	 1.354799e-01 	 2.814594e+08 	 1.006444e+05 	 1.277617e+09 	 1.469239e+22 	 2.077362e+09 	 6.005200e+38 	 3.924876e+38 	 3.211768e+22 	 7.003831e+09
1.20016673e+06 	 1.370011e-01 	 2.810717e+08 	 9.952513e+04 	 1.274099e+09 	 1.450832e+22 	 2.051466e+09 	 6.005172e+38 	 3.924874e+38 	 3.173104e+22 	 6.937643e+09
1.20017598e+06 	 1.385394e-01 	 2.806845e+08 	 9.841834e+04 	 1.270592e+09 	 1.432660e+22 	 2.025894e+09 	 6.005144e+38 	 3.924872e+38 	 3.134914e+22 	 6.872070e+09
1.20018521e+06 	 1.400949e-01 	 2.802980e+08 	 9.732384e+04 	 1.267095e+09 	 1.414720e+22 	 2.000641e+09 	 6.005116e+38 	 3.924870e+38 	 3.097194e+22 	 6.807108e+09
1.20019442e+06 	 1.416680e-01 	 2.799120e+08 	 9.624153e+04 	 1.263608e+09 	 1.397009e+22 	 1.975702e+09 	 6.005089e+38 	 3.924867e+38 	 3.059937e+22 	 6.742750e+09
1.20020363e+06 	 1.432587e-01 	 2.795266e+08 	 9.517124e+04 	 1.260131e+09 	 1.379524e+22 	 1.951075e+09 	 6.005061e+38 	 3.924865e+38 	 3.023138e+22 	 6.678992e+09
1.20021281e+06 	 1.448672e-01 	 2.791418e+08 	 9.411286e+04 	 1.256663e+09 	 1.362261e+22 	 1.926756e+09 	 6.005033e+38 	 3.924863e+38 	 2.986790e+22 	 6.615827e+09
1.20022198e+06 	 1.464938e-01 	 2.787576e+08 	 9.306625e+04 	 1.253206e+09 	 1.345219e+22 	 1.902739e+09 	 6.005006e+38 	 3.924861e+38 	 2.950889e+22 	 6.553250e+09
1.20023114e+06 	 1.481387e-01 	 2.783740e+08 	 9.203128e+04 	 1.249760e+09 	 1.328394e+22 	 1.879023e+09 	 6.004978e+38 	 3.924859e+38 	 2.915428e+22 	 6.491256e+09
1.20024028e+06 	 1.498021e-01 	 2.779910e+08 	 9.100782e+04 	 1.246323e+09 	 1.311784e+22 	 1.855602e+09 	 6.004951e+38 	 3.924857e+38 	 2.880403e+22 	 6.429840e+09
1.20024941e+06 	 1.514841e-01 	 2.776085e+08 	 8.999574e+04 	 1.242896e+09 	 1.295386e+22 	 1.832474e+09 	 6.004923e+38 	 3.924855e+38 	 2.845809e+22 	 6.368995e+09
1.20025852e+06 	 1.531851e-01 	 2.772267e+08 	 8.899492e+04 	 1.239479e+09 	 1.279196e+22 	 1.809634e+09 	 6.004896e+38 	 3.924852e+38 	 2.811638e+22 	 6.308717e+09
1.20026762e+06 	 1.549051e-01 	 2.768454e+08 	 8.800522e+04 	 1.236072e+09 	 1.263213e+22 	 1.787079e+09 	 6.004868e+38 	 3.924850e+38 	 2.777887e+22 	 6.249001e+09
1.20027670e+06 	 1.566445e-01 	 2.764647e+08 	 8.702653e+04 	 1.232674e+09 	 1.247433e+22 	 1.764806e+09 	 6.004841e+38 	 3.924848e+38 	 2.744549e+22 	 6.189841e+09
1.20028577e+06 	 1.584033e-01 	 2.760845e+08 	 8.605873e+04 	 1.229287e+09 	 1.231854e+22 	 1.742810e+09 	 6.004814e+38 	 3.924846e+38 	 2.711619e+22 	 6.131233e+09
1.20029482e+06 	 1.601820e-01 	 2.757050e+08 	 8.510169e+04 	 1.225909e+09 	 1.216474e+22 	 1.721089e+09 	 6.004787e+38 	 3.924844e+38 	 2.679093e+22 	 6.073171e+09
1.20030386e+06 	 1.619806e-01 	 2.753260e+08 	 8.415529e+04 	 1.222541e+09 	 1.201289e+22 	 1.699639e+09 	 6.004759e+38 	 3.924842e+38 	 2.646966e+22 	 6.015651e+09
1.20031289e+06 	 1.637994e-01 	 2.749476e+08 	 8.321941e+04 	 1.219183e+09 	 1.186298e+22 	 1.678457e+09 	 6.004732e+38 	 3.924840e+38 	 2.615233e+22 	 5.958667e+09
