r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999730e+06 	 1.020597e+03 	 3.136769e+08 	 5.969546e+02 	 1.586843e+09 	 1.604931e+22 	 3.073211e+05 	 1.714205e+39 	 1.120290e+39 	 4.805984e+22 	 3.621619e+07
1.20109544e+06 	 1.027220e+03 	 3.133217e+08 	 5.918786e+02 	 1.583252e+09 	 1.590441e+22 	 3.049942e+05 	 1.711313e+39 	 1.118942e+39 	 4.762607e+22 	 3.599346e+07
1.20219593e+06 	 1.033883e+03 	 3.129668e+08 	 5.868458e+02 	 1.579668e+09 	 1.576077e+22 	 3.026854e+05 	 1.708426e+39 	 1.117596e+39 	 4.719609e+22 	 3.577212e+07
1.20329875e+06 	 1.040587e+03 	 3.126122e+08 	 5.818557e+02 	 1.576090e+09 	 1.561839e+22 	 3.003946e+05 	 1.705544e+39 	 1.116251e+39 	 4.676987e+22 	 3.555218e+07
1.20440392e+06 	 1.047332e+03 	 3.122580e+08 	 5.769081e+02 	 1.572520e+09 	 1.547725e+22 	 2.981218e+05 	 1.702668e+39 	 1.114909e+39 	 4.634739e+22 	 3.533361e+07
1.20551145e+06 	 1.054119e+03 	 3.119040e+08 	 5.720025e+02 	 1.568957e+09 	 1.533736e+22 	 2.958666e+05 	 1.699797e+39 	 1.113568e+39 	 4.592860e+22 	 3.511641e+07
1.20662135e+06 	 1.060948e+03 	 3.115503e+08 	 5.671387e+02 	 1.565401e+09 	 1.519868e+22 	 2.936291e+05 	 1.696932e+39 	 1.112229e+39 	 4.551348e+22 	 3.490058e+07
1.20773361e+06 	 1.067818e+03 	 3.111970e+08 	 5.623162e+02 	 1.561852e+09 	 1.506123e+22 	 2.914091e+05 	 1.694072e+39 	 1.110892e+39 	 4.510199e+22 	 3.468611e+07
1.20884823e+06 	 1.074730e+03 	 3.108439e+08 	 5.575347e+02 	 1.558310e+09 	 1.492497e+22 	 2.892063e+05 	 1.691217e+39 	 1.109557e+39 	 4.469411e+22 	 3.447297e+07
1.20996521e+06 	 1.081685e+03 	 3.104911e+08 	 5.527939e+02 	 1.554775e+09 	 1.478992e+22 	 2.870208e+05 	 1.688368e+39 	 1.108224e+39 	 4.428981e+22 	 3.426118e+07
1.21108451e+06 	 1.088683e+03 	 3.101387e+08 	 5.480934e+02 	 1.551247e+09 	 1.465604e+22 	 2.848522e+05 	 1.685525e+39 	 1.106893e+39 	 4.388905e+22 	 3.405071e+07
1.21220613e+06 	 1.095724e+03 	 3.097865e+08 	 5.434328e+02 	 1.547726e+09 	 1.452335e+22 	 2.827006e+05 	 1.682686e+39 	 1.105563e+39 	 4.349182e+22 	 3.384156e+07
1.21333017e+06 	 1.102808e+03 	 3.094347e+08 	 5.388119e+02 	 1.544212e+09 	 1.439182e+22 	 2.805657e+05 	 1.679853e+39 	 1.104236e+39 	 4.309808e+22 	 3.363372e+07
1.21445657e+06 	 1.109935e+03 	 3.090831e+08 	 5.342303e+02 	 1.540706e+09 	 1.426145e+22 	 2.784474e+05 	 1.677026e+39 	 1.102910e+39 	 4.270779e+22 	 3.342718e+07
1.21558536e+06 	 1.117106e+03 	 3.087319e+08 	 5.296876e+02 	 1.537206e+09 	 1.413222e+22 	 2.763457e+05 	 1.674203e+39 	 1.101586e+39 	 4.232093e+22 	 3.322194e+07
