r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999960e+06 	 3.119470e-01 	 2.874820e+08 	 9.788429e+04 	 1.332878e+09 	 1.604931e+22 	 9.215098e+08 	 6.675497e+38 	 4.362664e+38 	 3.601334e+22 	 6.634943e+09
1.20000929e+06 	 3.152798e-01 	 2.871136e+08 	 9.684780e+04 	 1.329464e+09 	 1.586189e+22 	 9.106001e+08 	 6.675460e+38 	 4.362659e+38 	 3.561033e+22 	 6.575118e+09
1.20001897e+06 	 3.186482e-01 	 2.867456e+08 	 9.582228e+04 	 1.326058e+09 	 1.567672e+22 	 8.998198e+08 	 6.675423e+38 	 4.362653e+38 	 3.521195e+22 	 6.515825e+09
1.20002863e+06 	 3.220526e-01 	 2.863782e+08 	 9.480762e+04 	 1.322663e+09 	 1.549375e+22 	 8.891673e+08 	 6.675386e+38 	 4.362648e+38 	 3.481815e+22 	 6.457057e+09
1.20003828e+06 	 3.254934e-01 	 2.860114e+08 	 9.380371e+04 	 1.319276e+09 	 1.531298e+22 	 8.786411e+08 	 6.675349e+38 	 4.362642e+38 	 3.442887e+22 	 6.398811e+09
1.20004792e+06 	 3.289709e-01 	 2.856451e+08 	 9.281042e+04 	 1.315899e+09 	 1.513437e+22 	 8.682398e+08 	 6.675312e+38 	 4.362637e+38 	 3.404406e+22 	 6.341083e+09
1.20005754e+06 	 3.324856e-01 	 2.852793e+08 	 9.182765e+04 	 1.312531e+09 	 1.495789e+22 	 8.579618e+08 	 6.675276e+38 	 4.362631e+38 	 3.366368e+22 	 6.283867e+09
1.20006716e+06 	 3.360379e-01 	 2.849141e+08 	 9.085529e+04 	 1.309173e+09 	 1.478353e+22 	 8.478057e+08 	 6.675239e+38 	 4.362626e+38 	 3.328767e+22 	 6.227158e+09
1.20007675e+06 	 3.396281e-01 	 2.845495e+08 	 8.989323e+04 	 1.305824e+09 	 1.461125e+22 	 8.377700e+08 	 6.675202e+38 	 4.362620e+38 	 3.291599e+22 	 6.170953e+09
1.20008634e+06 	 3.432567e-01 	 2.841854e+08 	 8.894135e+04 	 1.302484e+09 	 1.444103e+22 	 8.278534e+08 	 6.675166e+38 	 4.362615e+38 	 3.254857e+22 	 6.115247e+09
1.20009591e+06 	 3.469241e-01 	 2.838218e+08 	 8.799955e+04 	 1.299154e+09 	 1.427285e+22 	 8.180543e+08 	 6.675129e+38 	 4.362609e+38 	 3.218537e+22 	 6.060037e+09
1.20010547e+06 	 3.506306e-01 	 2.834588e+08 	 8.706773e+04 	 1.295832e+09 	 1.410667e+22 	 8.083714e+08 	 6.675092e+38 	 4.362604e+38 	 3.182633e+22 	 6.005316e+09
1.20011501e+06 	 3.543768e-01 	 2.830963e+08 	 8.614577e+04 	 1.292520e+09 	 1.394248e+22 	 7.988033e+08 	 6.675056e+38 	 4.362598e+38 	 3.147141e+22 	 5.951082e+09
1.20012455e+06 	 3.581630e-01 	 2.827343e+08 	 8.523357e+04 	 1.289217e+09 	 1.378025e+22 	 7.893486e+08 	 6.675019e+38 	 4.362593e+38 	 3.112055e+22 	 5.897330e+09
1.20013407e+06 	 3.619897e-01 	 2.823729e+08 	 8.433104e+04 	 1.285924e+09 	 1.361995e+22 	 7.800061e+08 	 6.674983e+38 	 4.362587e+38 	 3.077372e+22 	 5.844056e+09
1.20014358e+06 	 3.658572e-01 	 2.820121e+08 	 8.343806e+04 	 1.282639e+09 	 1.346157e+22 	 7.707743e+08 	 6.674946e+38 	 4.362582e+38 	 3.043087e+22 	 5.791255e+09
1.20015307e+06 	 3.697661e-01 	 2.816517e+08 	 8.255454e+04 	 1.279363e+09 	 1.330508e+22 	 7.616520e+08 	 6.674910e+38 	 4.362577e+38 	 3.009195e+22 	 5.738923e+09
1.20016255e+06 	 3.737168e-01 	 2.812920e+08 	 8.168037e+04 	 1.276097e+09 	 1.315046e+22 	 7.526379e+08 	 6.674874e+38 	 4.362571e+38 	 2.975691e+22 	 5.687057e+09
1.20017202e+06 	 3.777096e-01 	 2.809327e+08 	 8.081546e+04 	 1.272840e+09 	 1.299768e+22 	 7.437306e+08 	 6.674838e+38 	 4.362566e+38 	 2.942571e+22 	 5.635652e+09
1.20018148e+06 	 3.817452e-01 	 2.805740e+08 	 7.995970e+04 	 1.269591e+09 	 1.284672e+22 	 7.349289e+08 	 6.674801e+38 	 4.362560e+38 	 2.909830e+22 	 5.584704e+09
1.20019092e+06 	 3.858239e-01 	 2.802158e+08 	 7.911301e+04 	 1.266352e+09 	 1.269756e+22 	 7.262316e+08 	 6.674765e+38 	 4.362555e+38 	 2.877464e+22 	 5.534209e+09
1.20020036e+06 	 3.899461e-01 	 2.798582e+08 	 7.827529e+04 	 1.263122e+09 	 1.255018e+22 	 7.176374e+08 	 6.674729e+38 	 4.362549e+38 	 2.845468e+22 	 5.484164e+09
