r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20007811e+06 	 5.544035e-01 	 2.906064e+08 	 8.727774e+04 	 1.362008e+09 	 1.604931e+22 	 5.241416e+08 	 7.373272e+38 	 4.818851e+38 	 3.709176e+22 	 5.836789e+09
1.20008849e+06 	 5.602169e-01 	 2.902508e+08 	 8.637036e+04 	 1.358677e+09 	 1.587026e+22 	 5.180680e+08 	 7.373222e+38 	 4.818841e+38 	 3.669629e+22 	 5.784922e+09
1.20009886e+06 	 5.660913e-01 	 2.898958e+08 	 8.547242e+04 	 1.355355e+09 	 1.569327e+22 	 5.120649e+08 	 7.373173e+38 	 4.818830e+38 	 3.630520e+22 	 5.733508e+09
1.20010922e+06 	 5.720273e-01 	 2.895413e+08 	 8.458381e+04 	 1.352042e+09 	 1.551831e+22 	 5.061315e+08 	 7.373123e+38 	 4.818820e+38 	 3.591842e+22 	 5.682544e+09
1.20011957e+06 	 5.780255e-01 	 2.891873e+08 	 8.370443e+04 	 1.348738e+09 	 1.534538e+22 	 5.002671e+08 	 7.373073e+38 	 4.818810e+38 	 3.553591e+22 	 5.632025e+09
1.20012991e+06 	 5.840867e-01 	 2.888339e+08 	 8.283420e+04 	 1.345443e+09 	 1.517443e+22 	 4.944708e+08 	 7.373024e+38 	 4.818799e+38 	 3.515763e+22 	 5.581947e+09
1.20014023e+06 	 5.902114e-01 	 2.884810e+08 	 8.197302e+04 	 1.342158e+09 	 1.500546e+22 	 4.887418e+08 	 7.372975e+38 	 4.818789e+38 	 3.478352e+22 	 5.532308e+09
1.20015055e+06 	 5.964004e-01 	 2.881287e+08 	 8.112079e+04 	 1.338881e+09 	 1.483843e+22 	 4.830793e+08 	 7.372925e+38 	 4.818779e+38 	 3.441354e+22 	 5.483103e+09
1.20016085e+06 	 6.026543e-01 	 2.877768e+08 	 8.027742e+04 	 1.335613e+09 	 1.467332e+22 	 4.774826e+08 	 7.372876e+38 	 4.818768e+38 	 3.404764e+22 	 5.434328e+09
1.20017114e+06 	 6.089738e-01 	 2.874256e+08 	 7.944282e+04 	 1.332355e+09 	 1.451012e+22 	 4.719509e+08 	 7.372826e+38 	 4.818758e+38 	 3.368579e+22 	 5.385979e+09
