r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20000002e+06 	 8.003628e+00 	 3.078631e+08 	 2.407169e+04 	 1.528566e+09 	 1.604931e+22 	 3.846239e+07 	 1.286114e+39 	 8.405195e+38 	 4.472568e+22 	 1.496026e+09
1.20002325e+06 	 8.082854e+00 	 3.076253e+08 	 2.383470e+04 	 1.526206e+09 	 1.593852e+22 	 3.805598e+07 	 1.286056e+39 	 8.404904e+38 	 4.443222e+22 	 1.482785e+09
1.20004652e+06 	 8.162863e+00 	 3.073880e+08 	 2.360005e+04 	 1.523852e+09 	 1.582866e+22 	 3.765391e+07 	 1.285999e+39 	 8.404612e+38 	 4.414113e+22 	 1.469658e+09
1.20006982e+06 	 8.243664e+00 	 3.071512e+08 	 2.336770e+04 	 1.521506e+09 	 1.571974e+22 	 3.725613e+07 	 1.285940e+39 	 8.404318e+38 	 4.385239e+22 	 1.456645e+09
1.20009315e+06 	 8.325264e+00 	 3.069150e+08 	 2.313764e+04 	 1.519166e+09 	 1.561174e+22 	 3.686260e+07 	 1.285882e+39 	 8.404023e+38 	 4.356598e+22 	 1.443744e+09
1.20011652e+06 	 8.407671e+00 	 3.066792e+08 	 2.290985e+04 	 1.516833e+09 	 1.550465e+22 	 3.647326e+07 	 1.285823e+39 	 8.403727e+38 	 4.328188e+22 	 1.430956e+09
1.20013992e+06 	 8.490894e+00 	 3.064440e+08 	 2.268430e+04 	 1.514507e+09 	 1.539847e+22 	 3.608807e+07 	 1.285765e+39 	 8.403429e+38 	 4.300007e+22 	 1.418278e+09
1.20016335e+06 	 8.574939e+00 	 3.062093e+08 	 2.246097e+04 	 1.512188e+09 	 1.529319e+22 	 3.570700e+07 	 1.285705e+39 	 8.403130e+38 	 4.272053e+22 	 1.405710e+09
1.20018682e+06 	 8.659816e+00 	 3.059751e+08 	 2.223984e+04 	 1.509876e+09 	 1.518880e+22 	 3.532999e+07 	 1.285646e+39 	 8.402830e+38 	 4.244324e+22 	 1.393251e+09
1.20021033e+06 	 8.745533e+00 	 3.057414e+08 	 2.202089e+04 	 1.507571e+09 	 1.508529e+22 	 3.495700e+07 	 1.285587e+39 	 8.402528e+38 	 4.216818e+22 	 1.380901e+09
1.20023386e+06 	 8.832097e+00 	 3.055083e+08 	 2.180409e+04 	 1.505272e+09 	 1.498266e+22 	 3.458799e+07 	 1.285527e+39 	 8.402224e+38 	 4.189534e+22 	 1.368657e+09
