r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999995e+06 	 4.378388e+02 	 3.135833e+08 	 9.850976e+02 	 1.585897e+09 	 1.604931e+22 	 7.161483e+05 	 1.705667e+39 	 1.114712e+39 	 4.800264e+22 	 5.978735e+07
1.20054593e+06 	 4.411785e+02 	 3.133049e+08 	 9.766337e+02 	 1.583082e+09 	 1.593537e+22 	 7.100962e+05 	 1.703582e+39 	 1.113618e+39 	 4.766230e+22 	 5.936834e+07
1.20109392e+06 	 4.445423e+02 	 3.130264e+08 	 9.682426e+02 	 1.580269e+09 	 1.582210e+22 	 7.040969e+05 	 1.701498e+39 	 1.112524e+39 	 4.732399e+22 	 5.895240e+07
1.20164392e+06 	 4.479302e+02 	 3.127479e+08 	 9.599235e+02 	 1.577458e+09 	 1.570951e+22 	 6.981497e+05 	 1.699413e+39 	 1.111430e+39 	 4.698770e+22 	 5.853951e+07
1.20219595e+06 	 4.513425e+02 	 3.124693e+08 	 9.516759e+02 	 1.574649e+09 	 1.559760e+22 	 6.922544e+05 	 1.697329e+39 	 1.110336e+39 	 4.665343e+22 	 5.812965e+07
1.20274999e+06 	 4.547793e+02 	 3.121906e+08 	 9.434992e+02 	 1.571842e+09 	 1.548637e+22 	 6.864104e+05 	 1.695244e+39 	 1.109243e+39 	 4.632117e+22 	 5.772279e+07
1.20330605e+06 	 4.582408e+02 	 3.119119e+08 	 9.353927e+02 	 1.569036e+09 	 1.537581e+22 	 6.806172e+05 	 1.693161e+39 	 1.108150e+39 	 4.599091e+22 	 5.731891e+07
1.20386411e+06 	 4.617272e+02 	 3.116331e+08 	 9.273559e+02 	 1.566233e+09 	 1.526591e+22 	 6.748744e+05 	 1.691077e+39 	 1.107057e+39 	 4.566265e+22 	 5.691798e+07
1.20442416e+06 	 4.652386e+02 	 3.113543e+08 	 9.193881e+02 	 1.563431e+09 	 1.515669e+22 	 6.691816e+05 	 1.688994e+39 	 1.105965e+39 	 4.533639e+22 	 5.651998e+07
1.20498622e+06 	 4.687752e+02 	 3.110754e+08 	 9.114888e+02 	 1.560632e+09 	 1.504814e+22 	 6.635382e+05 	 1.686911e+39 	 1.104872e+39 	 4.501211e+22 	 5.612489e+07
1.20555032e+06 	 4.723372e+02 	 3.107965e+08 	 9.036573e+02 	 1.557834e+09 	 1.494024e+22 	 6.579439e+05 	 1.684828e+39 	 1.103780e+39 	 4.468979e+22 	 5.573270e+07
1.20611645e+06 	 4.759247e+02 	 3.105175e+08 	 8.958932e+02 	 1.555039e+09 	 1.483300e+22 	 6.523983e+05 	 1.682746e+39 	 1.102688e+39 	 4.436944e+22 	 5.534336e+07
1.20668462e+06 	 4.795379e+02 	 3.102384e+08 	 8.881957e+02 	 1.552245e+09 	 1.472642e+22 	 6.469008e+05 	 1.680664e+39 	 1.101597e+39 	 4.405104e+22 	 5.495688e+07
1.20725483e+06 	 4.831770e+02 	 3.099593e+08 	 8.805644e+02 	 1.549453e+09 	 1.462049e+22 	 6.414512e+05 	 1.678582e+39 	 1.100505e+39 	 4.373458e+22 	 5.457321e+07
1.20782710e+06 	 4.868421e+02 	 3.096802e+08 	 8.729987e+02 	 1.546664e+09 	 1.451521e+22 	 6.360489e+05 	 1.676501e+39 	 1.099415e+39 	 4.342006e+22 	 5.419235e+07
1.20840143e+06 	 4.905334e+02 	 3.094009e+08 	 8.654979e+02 	 1.543876e+09 	 1.441058e+22 	 6.306935e+05 	 1.674420e+39 	 1.098324e+39 	 4.310746e+22 	 5.381427e+07
