r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19730211e+06 	 9.838815e-02 	 2.836312e+08 	 1.106790e+05 	 1.297410e+09 	 1.604931e+22 	 2.882584e+09 	 5.901514e+38 	 3.852233e+38 	 3.479231e+22 	 7.612308e+09
1.19731147e+06 	 9.951376e-02 	 2.832313e+08 	 1.094252e+05 	 1.293754e+09 	 1.584344e+22 	 2.845962e+09 	 5.901487e+38 	 3.852232e+38 	 3.436320e+22 	 7.539132e+09
1.19732082e+06 	 1.006522e-01 	 2.828320e+08 	 1.081855e+05 	 1.290109e+09 	 1.564026e+22 	 2.809805e+09 	 5.901460e+38 	 3.852230e+38 	 3.393950e+22 	 7.466648e+09
1.19733015e+06 	 1.018038e-01 	 2.824334e+08 	 1.069599e+05 	 1.286474e+09 	 1.543973e+22 	 2.774108e+09 	 5.901432e+38 	 3.852228e+38 	 3.352113e+22 	 7.394850e+09
1.19733947e+06 	 1.029685e-01 	 2.820354e+08 	 1.057482e+05 	 1.282851e+09 	 1.524182e+22 	 2.738864e+09 	 5.901405e+38 	 3.852227e+38 	 3.310801e+22 	 7.323732e+09
1.19734877e+06 	 1.041465e-01 	 2.816379e+08 	 1.045503e+05 	 1.279238e+09 	 1.504649e+22 	 2.704069e+09 	 5.901378e+38 	 3.852225e+38 	 3.270009e+22 	 7.253287e+09
1.19735805e+06 	 1.053380e-01 	 2.812411e+08 	 1.033659e+05 	 1.275636e+09 	 1.485370e+22 	 2.669717e+09 	 5.901352e+38 	 3.852223e+38 	 3.229729e+22 	 7.183510e+09
1.19736732e+06 	 1.065431e-01 	 2.808449e+08 	 1.021949e+05 	 1.272044e+09 	 1.466343e+22 	 2.635801e+09 	 5.901325e+38 	 3.852222e+38 	 3.189955e+22 	 7.114394e+09
1.19737657e+06 	 1.077620e-01 	 2.804493e+08 	 1.010371e+05 	 1.268463e+09 	 1.447564e+22 	 2.602316e+09 	 5.901298e+38 	 3.852220e+38 	 3.150680e+22 	 7.045933e+09
1.19738581e+06 	 1.089949e-01 	 2.800543e+08 	 9.989253e+04 	 1.264893e+09 	 1.429030e+22 	 2.569257e+09 	 5.901271e+38 	 3.852218e+38 	 3.111898e+22 	 6.978121e+09
1.19739503e+06 	 1.102419e-01 	 2.796599e+08 	 9.876089e+04 	 1.261333e+09 	 1.410738e+22 	 2.536619e+09 	 5.901244e+38 	 3.852216e+38 	 3.073604e+22 	 6.910951e+09
1.19740424e+06 	 1.115032e-01 	 2.792662e+08 	 9.764206e+04 	 1.257783e+09 	 1.392683e+22 	 2.504396e+09 	 5.901217e+38 	 3.852215e+38 	 3.035791e+22 	 6.844418e+09
1.19741343e+06 	 1.127788e-01 	 2.788730e+08 	 9.653592e+04 	 1.254244e+09 	 1.374865e+22 	 2.472582e+09 	 5.901191e+38 	 3.852213e+38 	 2.998453e+22 	 6.778515e+09
1.19742260e+06 	 1.140691e-01 	 2.784805e+08 	 9.544230e+04 	 1.250716e+09 	 1.357278e+22 	 2.441173e+09 	 5.901164e+38 	 3.852211e+38 	 2.961583e+22 	 6.713237e+09
1.19743176e+06 	 1.153742e-01 	 2.780886e+08 	 9.436107e+04 	 1.247198e+09 	 1.339921e+22 	 2.410163e+09 	 5.901138e+38 	 3.852210e+38 	 2.925175e+22 	 6.648579e+09
1.19744090e+06 	 1.166942e-01 	 2.776972e+08 	 9.329209e+04 	 1.243690e+09 	 1.322789e+22 	 2.379548e+09 	 5.901111e+38 	 3.852208e+38 	 2.889224e+22 	 6.584533e+09
1.19745003e+06 	 1.180293e-01 	 2.773065e+08 	 9.223523e+04 	 1.240193e+09 	 1.305881e+22 	 2.349322e+09 	 5.901085e+38 	 3.852206e+38 	 2.853724e+22 	 6.521095e+09
1.19745914e+06 	 1.193796e-01 	 2.769164e+08 	 9.119033e+04 	 1.236706e+09 	 1.289192e+22 	 2.319480e+09 	 5.901058e+38 	 3.852205e+38 	 2.818668e+22 	 6.458259e+09
1.19746824e+06 	 1.207454e-01 	 2.765268e+08 	 9.015727e+04 	 1.233229e+09 	 1.272721e+22 	 2.290018e+09 	 5.901032e+38 	 3.852203e+38 	 2.784052e+22 	 6.396019e+09
1.19747732e+06 	 1.221269e-01 	 2.761379e+08 	 8.913592e+04 	 1.229762e+09 	 1.256464e+22 	 2.260930e+09 	 5.901005e+38 	 3.852201e+38 	 2.749870e+22 	 6.334370e+09
1.19748639e+06 	 1.235242e-01 	 2.757496e+08 	 8.812613e+04 	 1.226306e+09 	 1.240418e+22 	 2.232212e+09 	 5.900979e+38 	 3.852200e+38 	 2.716117e+22 	 6.273305e+09
1.19749544e+06 	 1.249374e-01 	 2.753619e+08 	 8.712779e+04 	 1.222860e+09 	 1.224582e+22 	 2.203859e+09 	 5.900953e+38 	 3.852198e+38 	 2.682786e+22 	 6.212820e+09
1.19750447e+06 	 1.263668e-01 	 2.749748e+08 	 8.614075e+04 	 1.219424e+09 	 1.208951e+22 	 2.175867e+09 	 5.900926e+38 	 3.852196e+38 	 2.649873e+22 	 6.152909e+09
1.19751349e+06 	 1.278126e-01 	 2.745882e+08 	 8.516490e+04 	 1.215998e+09 	 1.193523e+22 	 2.148231e+09 	 5.900900e+38 	 3.852195e+38 	 2.617372e+22 	 6.093567e+09
1.19752250e+06 	 1.292749e-01 	 2.742023e+08 	 8.420010e+04 	 1.212583e+09 	 1.178296e+22 	 2.120946e+09 	 5.900874e+38 	 3.852193e+38 	 2.585278e+22 	 6.034789e+09
1.19753149e+06 	 1.307540e-01 	 2.738170e+08 	 8.324623e+04 	 1.209177e+09 	 1.163267e+22 	 2.094008e+09 	 5.900848e+38 	 3.852191e+38 	 2.553584e+22 	 5.976569e+09
1.19754046e+06 	 1.322500e-01 	 2.734323e+08 	 8.230316e+04 	 1.205781e+09 	 1.148433e+22 	 2.067412e+09 	 5.900822e+38 	 3.852190e+38 	 2.522288e+22 	 5.918902e+09
1.19754943e+06 	 1.337631e-01 	 2.730481e+08 	 8.137078e+04 	 1.202396e+09 	 1.133792e+22 	 2.041154e+09 	 5.900796e+38 	 3.852188e+38 	 2.491383e+22 	 5.861782e+09
1.19755837e+06 	 1.352935e-01 	 2.726646e+08 	 8.044897e+04 	 1.199020e+09 	 1.119341e+22 	 2.015231e+09 	 5.900770e+38 	 3.852186e+38 	 2.460864e+22 	 5.805206e+09
1.19756730e+06 	 1.368415e-01 	 2.722816e+08 	 7.953759e+04 	 1.195655e+09 	 1.105078e+22 	 1.989637e+09 	 5.900744e+38 	 3.852185e+38 	 2.430728e+22 	 5.749167e+09
1.19757622e+06 	 1.384071e-01 	 2.718993e+08 	 7.863654e+04 	 1.192299e+09 	 1.091000e+22 	 1.964368e+09 	 5.900718e+38 	 3.852183e+38 	 2.400969e+22 	 5.693660e+09
1.19758512e+06 	 1.399907e-01 	 2.715175e+08 	 7.774570e+04 	 1.188953e+09 	 1.077105e+22 	 1.939421e+09 	 5.900692e+38 	 3.852181e+38 	 2.371581e+22 	 5.638681e+09
1.19759401e+06 	 1.415924e-01 	 2.711363e+08 	 7.686495e+04 	 1.185617e+09 	 1.063390e+22 	 1.914791e+09 	 5.900666e+38 	 3.852180e+38 	 2.342561e+22 	 5.584224e+09
1.19760288e+06 	 1.432124e-01 	 2.707558e+08 	 7.599418e+04 	 1.182291e+09 	 1.049853e+22 	 1.890474e+09 	 5.900641e+38 	 3.852178e+38 	 2.313903e+22 	 5.530286e+09
1.19761174e+06 	 1.448509e-01 	 2.703758e+08 	 7.513327e+04 	 1.178975e+09 	 1.036491e+22 	 1.866466e+09 	 5.900615e+38 	 3.852176e+38 	 2.285602e+22 	 5.476860e+09
1.19762058e+06 	 1.465082e-01 	 2.699964e+08 	 7.428212e+04 	 1.175669e+09 	 1.023303e+22 	 1.842763e+09 	 5.900589e+38 	 3.852175e+38 	 2.257655e+22 	 5.423943e+09
1.19762941e+06 	 1.481845e-01 	 2.696175e+08 	 7.344061e+04 	 1.172372e+09 	 1.010286e+22 	 1.819361e+09 	 5.900563e+38 	 3.852173e+38 	 2.230058e+22 	 5.371528e+09
1.19763822e+06 	 1.498800e-01 	 2.692393e+08 	 7.260863e+04 	 1.169085e+09 	 9.974375e+21 	 1.796258e+09 	 5.900538e+38 	 3.852171e+38 	 2.202805e+22 	 5.319613e+09
1.19764702e+06 	 1.515948e-01 	 2.688617e+08 	 7.178607e+04 	 1.165808e+09 	 9.847558e+21 	 1.773447e+09 	 5.900512e+38 	 3.852170e+38 	 2.175892e+22 	 5.268191e+09
1.19765581e+06 	 1.533293e-01 	 2.684846e+08 	 7.097284e+04 	 1.162540e+09 	 9.722385e+21 	 1.750927e+09 	 5.900487e+38 	 3.852168e+38 	 2.149315e+22 	 5.217258e+09
1.19766458e+06 	 1.550837e-01 	 2.681082e+08 	 7.016881e+04 	 1.159282e+09 	 9.598834e+21 	 1.728693e+09 	 5.900461e+38 	 3.852166e+38 	 2.123069e+22 	 5.166810e+09
1.19767333e+06 	 1.568581e-01 	 2.677323e+08 	 6.937390e+04 	 1.156034e+09 	 9.476882e+21 	 1.706742e+09 	 5.900436e+38 	 3.852165e+38 	 2.097151e+22 	 5.116843e+09
1.19768208e+06 	 1.586528e-01 	 2.673570e+08 	 6.858799e+04 	 1.152795e+09 	 9.356510e+21 	 1.685070e+09 	 5.900410e+38 	 3.852163e+38 	 2.071555e+22 	 5.067351e+09
1.19769080e+06 	 1.604681e-01 	 2.669822e+08 	 6.781099e+04 	 1.149566e+09 	 9.237695e+21 	 1.663673e+09 	 5.900385e+38 	 3.852161e+38 	 2.046278e+22 	 5.018331e+09
1.19769952e+06 	 1.623041e-01 	 2.666081e+08 	 6.704278e+04 	 1.146346e+09 	 9.120420e+21 	 1.642548e+09 	 5.900359e+38 	 3.852160e+38 	 2.021317e+22 	 4.969777e+09
1.19770822e+06 	 1.641611e-01 	 2.662345e+08 	 6.628328e+04 	 1.143136e+09 	 9.004663e+21 	 1.621692e+09 	 5.900334e+38 	 3.852158e+38 	 1.996667e+22 	 4.921685e+09
1.19771691e+06 	 1.660394e-01 	 2.658616e+08 	 6.553238e+04 	 1.139935e+09 	 8.890406e+21 	 1.601101e+09 	 5.900309e+38 	 3.852156e+38 	 1.972324e+22 	 4.874052e+09
1.19772558e+06 	 1.679392e-01 	 2.654892e+08 	 6.478999e+04 	 1.136744e+09 	 8.777627e+21 	 1.580772e+09 	 5.900284e+38 	 3.852155e+38 	 1.948285e+22 	 4.826872e+09
1.19773424e+06 	 1.698608e-01 	 2.651174e+08 	 6.405601e+04 	 1.133562e+09 	 8.666306e+21 	 1.560701e+09 	 5.900258e+38 	 3.852153e+38 	 1.924544e+22 	 4.780142e+09
1.19774288e+06 	 1.718043e-01 	 2.647461e+08 	 6.333035e+04 	 1.130390e+09 	 8.556425e+21 	 1.540885e+09 	 5.900233e+38 	 3.852152e+38 	 1.901099e+22 	 4.733857e+09
1.19775151e+06 	 1.737700e-01 	 2.643754e+08 	 6.261291e+04 	 1.127227e+09 	 8.447965e+21 	 1.521321e+09 	 5.900208e+38 	 3.852150e+38 	 1.877946e+22 	 4.688014e+09
1.19776013e+06 	 1.757583e-01 	 2.640053e+08 	 6.190359e+04 	 1.124073e+09 	 8.340905e+21 	 1.502006e+09 	 5.900183e+38 	 3.852148e+38 	 1.855081e+22 	 4.642607e+09
