r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999995e+06 	 8.536212e+01 	 3.129561e+08 	 3.577078e+03 	 1.579559e+09 	 1.604931e+22 	 3.665917e+06 	 1.630077e+39 	 1.065311e+39 	 4.762243e+22 	 2.176619e+08
1.20009903e+06 	 8.612765e+01 	 3.127866e+08 	 3.544620e+03 	 1.577849e+09 	 1.597789e+22 	 3.631367e+06 	 1.629431e+39 	 1.064936e+39 	 4.741349e+22 	 2.158547e+08
1.20019863e+06 	 8.689997e+01 	 3.126172e+08 	 3.512458e+03 	 1.576140e+09 	 1.590675e+22 	 3.597144e+06 	 1.628783e+39 	 1.064559e+39 	 4.720536e+22 	 2.140627e+08
1.20029875e+06 	 8.767912e+01 	 3.124477e+08 	 3.480587e+03 	 1.574431e+09 	 1.583590e+22 	 3.563246e+06 	 1.628131e+39 	 1.064180e+39 	 4.699803e+22 	 2.122856e+08
1.20039937e+06 	 8.846518e+01 	 3.122782e+08 	 3.449005e+03 	 1.572724e+09 	 1.576534e+22 	 3.529669e+06 	 1.627477e+39 	 1.063799e+39 	 4.679152e+22 	 2.105235e+08
1.20050053e+06 	 8.925820e+01 	 3.121087e+08 	 3.417710e+03 	 1.571017e+09 	 1.569506e+22 	 3.496411e+06 	 1.626820e+39 	 1.063417e+39 	 4.658579e+22 	 2.087762e+08
1.20060222e+06 	 9.005823e+01 	 3.119392e+08 	 3.386699e+03 	 1.569311e+09 	 1.562506e+22 	 3.463469e+06 	 1.626160e+39 	 1.063034e+39 	 4.638085e+22 	 2.070435e+08
1.20070445e+06 	 9.086535e+01 	 3.117697e+08 	 3.355969e+03 	 1.567606e+09 	 1.555533e+22 	 3.430839e+06 	 1.625497e+39 	 1.062648e+39 	 4.617669e+22 	 2.053253e+08
1.20080723e+06 	 9.167961e+01 	 3.116001e+08 	 3.325518e+03 	 1.565901e+09 	 1.548588e+22 	 3.398519e+06 	 1.624831e+39 	 1.062261e+39 	 4.597331e+22 	 2.036216e+08
1.20091055e+06 	 9.250107e+01 	 3.114305e+08 	 3.295343e+03 	 1.564197e+09 	 1.541671e+22 	 3.366505e+06 	 1.624163e+39 	 1.061872e+39 	 4.577070e+22 	 2.019322e+08
1.20101442e+06 	 9.332980e+01 	 3.112609e+08 	 3.265442e+03 	 1.562493e+09 	 1.534780e+22 	 3.334795e+06 	 1.623491e+39 	 1.061482e+39 	 4.556885e+22 	 2.002569e+08
1.20111885e+06 	 9.416585e+01 	 3.110912e+08 	 3.235813e+03 	 1.560790e+09 	 1.527917e+22 	 3.303385e+06 	 1.622817e+39 	 1.061090e+39 	 4.536777e+22 	 1.985957e+08
1.20122383e+06 	 9.500930e+01 	 3.109215e+08 	 3.206452e+03 	 1.559088e+09 	 1.521080e+22 	 3.272274e+06 	 1.622139e+39 	 1.060696e+39 	 4.516744e+22 	 1.969484e+08
1.20132937e+06 	 9.586020e+01 	 3.107518e+08 	 3.177358e+03 	 1.557386e+09 	 1.514270e+22 	 3.241457e+06 	 1.621459e+39 	 1.060300e+39 	 4.496787e+22 	 1.953150e+08
1.20143546e+06 	 9.671863e+01 	 3.105820e+08 	 3.148527e+03 	 1.555685e+09 	 1.507488e+22 	 3.210933e+06 	 1.620775e+39 	 1.059903e+39 	 4.476906e+22 	 1.936952e+08
1.20154212e+06 	 9.758464e+01 	 3.104122e+08 	 3.119959e+03 	 1.553985e+09 	 1.500731e+22 	 3.180698e+06 	 1.620089e+39 	 1.059504e+39 	 4.457100e+22 	 1.920891e+08
1.20164935e+06 	 9.845830e+01 	 3.102424e+08 	 3.091649e+03 	 1.552285e+09 	 1.494001e+22 	 3.150750e+06 	 1.619400e+39 	 1.059103e+39 	 4.437367e+22 	 1.904964e+08
1.20175716e+06 	 9.933967e+01 	 3.100725e+08 	 3.063597e+03 	 1.550585e+09 	 1.487297e+22 	 3.121086e+06 	 1.618708e+39 	 1.058701e+39 	 4.417708e+22 	 1.889171e+08
