r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20003508e+01 	 2.164595e-05 	 2.514643e+03 	 6.300690e+04 	 1.476974e+09 	 1.599707e+22 	 1.165593e+08 	 1.076037e+39 	 7.032377e+38 	 4.217841e+22 	 4.028482e+09
1.20004795e+01 	 2.189619e-05 	 2.511867e+03 	 6.228530e+04 	 1.473715e+09 	 1.583691e+22 	 1.150960e+08 	 1.076020e+39 	 7.032309e+38 	 4.177602e+22 	 3.987815e+09
1.20006082e+01 	 2.214933e-05 	 2.509098e+03 	 6.157197e+04 	 1.470468e+09 	 1.567855e+22 	 1.136513e+08 	 1.076004e+39 	 7.032241e+38 	 4.137799e+22 	 3.947550e+09
1.20007369e+01 	 2.240540e-05 	 2.506335e+03 	 6.086680e+04 	 1.467231e+09 	 1.552198e+22 	 1.122249e+08 	 1.075987e+39 	 7.032172e+38 	 4.098428e+22 	 3.907683e+09
1.20008656e+01 	 2.266442e-05 	 2.503578e+03 	 6.016971e+04 	 1.464005e+09 	 1.536717e+22 	 1.108165e+08 	 1.075971e+39 	 7.032103e+38 	 4.059484e+22 	 3.868210e+09
1.20009944e+01 	 2.292644e-05 	 2.500828e+03 	 5.948061e+04 	 1.460790e+09 	 1.521411e+22 	 1.094261e+08 	 1.075954e+39 	 7.032034e+38 	 4.020961e+22 	 3.829128e+09
1.20011232e+01 	 2.319149e-05 	 2.498083e+03 	 5.879939e+04 	 1.457586e+09 	 1.506277e+22 	 1.080532e+08 	 1.075937e+39 	 7.031965e+38 	 3.982856e+22 	 3.790432e+09
1.20012520e+01 	 2.345960e-05 	 2.495346e+03 	 5.812598e+04 	 1.454393e+09 	 1.491313e+22 	 1.066977e+08 	 1.075920e+39 	 7.031895e+38 	 3.945162e+22 	 3.752118e+09
1.20013808e+01 	 2.373081e-05 	 2.492614e+03 	 5.746028e+04 	 1.451211e+09 	 1.476518e+22 	 1.053595e+08 	 1.075903e+39 	 7.031825e+38 	 3.907876e+22 	 3.714184e+09
1.20015097e+01 	 2.400516e-05 	 2.489889e+03 	 5.680220e+04 	 1.448039e+09 	 1.461888e+22 	 1.040381e+08 	 1.075887e+39 	 7.031755e+38 	 3.870993e+22 	 3.676624e+09
1.20016386e+01 	 2.428268e-05 	 2.487170e+03 	 5.615166e+04 	 1.444878e+09 	 1.447423e+22 	 1.027336e+08 	 1.075870e+39 	 7.031685e+38 	 3.834507e+22 	 3.639437e+09
1.20017676e+01 	 2.456340e-05 	 2.484457e+03 	 5.550858e+04 	 1.441728e+09 	 1.433120e+22 	 1.014455e+08 	 1.075853e+39 	 7.031614e+38 	 3.798414e+22 	 3.602618e+09
1.20018966e+01 	 2.484738e-05 	 2.481751e+03 	 5.487285e+04 	 1.438589e+09 	 1.418978e+22 	 1.001737e+08 	 1.075836e+39 	 7.031543e+38 	 3.762710e+22 	 3.566163e+09
1.20020256e+01 	 2.513463e-05 	 2.479051e+03 	 5.424441e+04 	 1.435460e+09 	 1.404994e+22 	 9.891809e+07 	 1.075819e+39 	 7.031472e+38 	 3.727391e+22 	 3.530069e+09
1.20021547e+01 	 2.542520e-05 	 2.476357e+03 	 5.362316e+04 	 1.432342e+09 	 1.391166e+22 	 9.767835e+07 	 1.075802e+39 	 7.031401e+38 	 3.692451e+22 	 3.494333e+09
1.20022838e+01 	 2.571914e-05 	 2.473669e+03 	 5.300903e+04 	 1.429235e+09 	 1.377493e+22 	 9.645429e+07 	 1.075785e+39 	 7.031329e+38 	 3.657886e+22 	 3.458951e+09
1.20024129e+01 	 2.601647e-05 	 2.470988e+03 	 5.240194e+04 	 1.426138e+09 	 1.363972e+22 	 9.524574e+07 	 1.075767e+39 	 7.031257e+38 	 3.623692e+22 	 3.423919e+09
1.20025421e+01 	 2.631724e-05 	 2.468312e+03 	 5.180179e+04 	 1.423051e+09 	 1.350603e+22 	 9.405248e+07 	 1.075750e+39 	 7.031184e+38 	 3.589865e+22 	 3.389235e+09
1.20026713e+01 	 2.662149e-05 	 2.465643e+03 	 5.120852e+04 	 1.419976e+09 	 1.337382e+22 	 9.287432e+07 	 1.075733e+39 	 7.031112e+38 	 3.556401e+22 	 3.354894e+09
1.20028006e+01 	 2.692925e-05 	 2.462980e+03 	 5.062205e+04 	 1.416910e+09 	 1.324309e+22 	 9.171107e+07 	 1.075716e+39 	 7.031039e+38 	 3.523294e+22 	 3.320894e+09
1.20029299e+01 	 2.724057e-05 	 2.460324e+03 	 5.004229e+04 	 1.413855e+09 	 1.311382e+22 	 9.056254e+07 	 1.075698e+39 	 7.030966e+38 	 3.490542e+22 	 3.287231e+09
1.20030593e+01 	 2.755549e-05 	 2.457673e+03 	 4.946917e+04 	 1.410811e+09 	 1.298598e+22 	 8.942854e+07 	 1.075681e+39 	 7.030892e+38 	 3.458140e+22 	 3.253902e+09
1.20031887e+01 	 2.787405e-05 	 2.455029e+03 	 4.890261e+04 	 1.407777e+09 	 1.285956e+22 	 8.830888e+07 	 1.075664e+39 	 7.030819e+38 	 3.426084e+22 	 3.220904e+09
1.20033181e+01 	 2.819630e-05 	 2.452391e+03 	 4.834254e+04 	 1.404753e+09 	 1.273455e+22 	 8.720338e+07 	 1.075646e+39 	 7.030745e+38 	 3.394370e+22 	 3.188233e+09
1.20034476e+01 	 2.852226e-05 	 2.449759e+03 	 4.778889e+04 	 1.401739e+09 	 1.261093e+22 	 8.611187e+07 	 1.075629e+39 	 7.030670e+38 	 3.362994e+22 	 3.155886e+09
