r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19998212e+01 	 7.471764e-04 	 2.601520e+03 	 4.086815e+03 	 1.580792e+09 	 1.602465e+22 	 3.481892e+06 	 1.642418e+39 	 1.073368e+39 	 4.766112e+22 	 2.486345e+08
1.20008408e+01 	 7.558827e-04 	 2.599863e+03 	 4.038966e+03 	 1.578778e+09 	 1.594099e+22 	 3.439592e+06 	 1.641661e+39 	 1.072921e+39 	 4.741547e+22 	 2.459447e+08
1.20018678e+01 	 7.646893e-04 	 2.598205e+03 	 3.991677e+03 	 1.576766e+09 	 1.585771e+22 	 3.397808e+06 	 1.640899e+39 	 1.072472e+39 	 4.717090e+22 	 2.432843e+08
1.20029024e+01 	 7.735974e-04 	 2.596547e+03 	 3.944942e+03 	 1.574754e+09 	 1.577481e+22 	 3.356535e+06 	 1.640132e+39 	 1.072020e+39 	 4.692740e+22 	 2.406530e+08
1.20039446e+01 	 7.826083e-04 	 2.594888e+03 	 3.898754e+03 	 1.572743e+09 	 1.569228e+22 	 3.315766e+06 	 1.639360e+39 	 1.071565e+39 	 4.668495e+22 	 2.380504e+08
1.20049945e+01 	 7.917229e-04 	 2.593229e+03 	 3.853106e+03 	 1.570732e+09 	 1.561013e+22 	 3.275495e+06 	 1.638584e+39 	 1.071107e+39 	 4.644356e+22 	 2.354763e+08
1.20060521e+01 	 8.009425e-04 	 2.591569e+03 	 3.807993e+03 	 1.568722e+09 	 1.552835e+22 	 3.235715e+06 	 1.637803e+39 	 1.070646e+39 	 4.620322e+22 	 2.329303e+08
1.20071176e+01 	 8.102684e-04 	 2.589909e+03 	 3.763409e+03 	 1.566713e+09 	 1.544693e+22 	 3.196422e+06 	 1.637017e+39 	 1.070183e+39 	 4.596390e+22 	 2.304121e+08
1.20081911e+01 	 8.197015e-04 	 2.588248e+03 	 3.719346e+03 	 1.564704e+09 	 1.536587e+22 	 3.157608e+06 	 1.636226e+39 	 1.069716e+39 	 4.572561e+22 	 2.279214e+08
1.20092725e+01 	 8.292433e-04 	 2.586587e+03 	 3.675799e+03 	 1.562696e+09 	 1.528518e+22 	 3.119268e+06 	 1.635430e+39 	 1.069247e+39 	 4.548833e+22 	 2.254579e+08
1.20103620e+01 	 8.388949e-04 	 2.584924e+03 	 3.632762e+03 	 1.560688e+09 	 1.520484e+22 	 3.081396e+06 	 1.634630e+39 	 1.068775e+39 	 4.525207e+22 	 2.230214e+08
1.20114597e+01 	 8.486576e-04 	 2.583261e+03 	 3.590229e+03 	 1.558680e+09 	 1.512485e+22 	 3.043987e+06 	 1.633824e+39 	 1.068300e+39 	 4.501680e+22 	 2.206115e+08
1.20125656e+01 	 8.585325e-04 	 2.581598e+03 	 3.548194e+03 	 1.556673e+09 	 1.504521e+22 	 3.007034e+06 	 1.633014e+39 	 1.067822e+39 	 4.478253e+22 	 2.182279e+08
1.20136800e+01 	 8.685210e-04 	 2.579933e+03 	 3.506651e+03 	 1.554666e+09 	 1.496592e+22 	 2.970532e+06 	 1.632199e+39 	 1.067341e+39 	 4.454923e+22 	 2.158704e+08
1.20148028e+01 	 8.786243e-04 	 2.578267e+03 	 3.465594e+03 	 1.552660e+09 	 1.488698e+22 	 2.934476e+06 	 1.631378e+39 	 1.066858e+39 	 4.431690e+22 	 2.135386e+08
1.20159340e+01 	 8.888438e-04 	 2.576601e+03 	 3.425018e+03 	 1.550653e+09 	 1.480837e+22 	 2.898859e+06 	 1.630553e+39 	 1.066371e+39 	 4.408555e+22 	 2.112324e+08
1.20170738e+01 	 8.991806e-04 	 2.574934e+03 	 3.384918e+03 	 1.548647e+09 	 1.473011e+22 	 2.863678e+06 	 1.629723e+39 	 1.065882e+39 	 4.385515e+22 	 2.089514e+08
1.20182224e+01 	 9.096362e-04 	 2.573265e+03 	 3.345286e+03 	 1.546641e+09 	 1.465218e+22 	 2.828926e+06 	 1.628888e+39 	 1.065389e+39 	 4.362570e+22 	 2.066953e+08
1.20193799e+01 	 9.202119e-04 	 2.571596e+03 	 3.306119e+03 	 1.544635e+09 	 1.457457e+22 	 2.794597e+06 	 1.628047e+39 	 1.064894e+39 	 4.339718e+22 	 2.044639e+08
1.20205462e+01 	 9.309090e-04 	 2.569926e+03 	 3.267410e+03 	 1.542629e+09 	 1.449730e+22 	 2.760688e+06 	 1.627202e+39 	 1.064396e+39 	 4.316960e+22 	 2.022569e+08
1.20217215e+01 	 9.417289e-04 	 2.568254e+03 	 3.229155e+03 	 1.540623e+09 	 1.442036e+22 	 2.727192e+06 	 1.626352e+39 	 1.063894e+39 	 4.294294e+22 	 2.000741e+08
1.20229058e+01 	 9.526730e-04 	 2.566581e+03 	 3.191347e+03 	 1.538617e+09 	 1.434374e+22 	 2.694106e+06 	 1.625496e+39 	 1.063390e+39 	 4.271721e+22 	 1.979151e+08
