r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19992809e+01 	 2.211741e-06 	 2.392465e+03 	 1.380760e+05 	 1.336939e+09 	 1.603826e+22 	 1.093648e+09 	 6.676828e+38 	 4.363396e+38 	 3.674088e+22 	 9.515065e+09
1.19993567e+01 	 2.237620e-06 	 2.389069e+03 	 1.364772e+05 	 1.333146e+09 	 1.583171e+22 	 1.079362e+09 	 6.676799e+38 	 4.363392e+38 	 3.628150e+22 	 9.420840e+09
1.19994323e+01 	 2.263801e-06 	 2.385678e+03 	 1.348969e+05 	 1.329364e+09 	 1.562791e+22 	 1.065264e+09 	 6.676771e+38 	 4.363388e+38 	 3.582809e+22 	 9.327533e+09
1.19995078e+01 	 2.290288e-06 	 2.382293e+03 	 1.333349e+05 	 1.325595e+09 	 1.542680e+22 	 1.051351e+09 	 6.676742e+38 	 4.363384e+38 	 3.538058e+22 	 9.235137e+09
1.19995831e+01 	 2.317086e-06 	 2.378914e+03 	 1.317910e+05 	 1.321837e+09 	 1.522836e+22 	 1.037621e+09 	 6.676714e+38 	 4.363380e+38 	 3.493888e+22 	 9.143642e+09
1.19996584e+01 	 2.344197e-06 	 2.375541e+03 	 1.302649e+05 	 1.318091e+09 	 1.503255e+22 	 1.024071e+09 	 6.676686e+38 	 4.363376e+38 	 3.450291e+22 	 9.053038e+09
1.19997335e+01 	 2.371625e-06 	 2.372173e+03 	 1.287566e+05 	 1.314356e+09 	 1.483934e+22 	 1.010700e+09 	 6.676658e+38 	 4.363372e+38 	 3.407261e+22 	 8.963319e+09
1.19998085e+01 	 2.399374e-06 	 2.368811e+03 	 1.272657e+05 	 1.310634e+09 	 1.464868e+22 	 9.975044e+08 	 6.676629e+38 	 4.363368e+38 	 3.364789e+22 	 8.874475e+09
1.19998833e+01 	 2.427448e-06 	 2.365456e+03 	 1.257920e+05 	 1.306923e+09 	 1.446054e+22 	 9.844821e+08 	 6.676601e+38 	 4.363364e+38 	 3.322867e+22 	 8.786498e+09
1.19999581e+01 	 2.455851e-06 	 2.362106e+03 	 1.243354e+05 	 1.303224e+09 	 1.427490e+22 	 9.716309e+08 	 6.676573e+38 	 4.363360e+38 	 3.281489e+22 	 8.699379e+09
