r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20036900e+01 	 7.510060e-06 	 2.453325e+03 	 1.020581e+05 	 1.405822e+09 	 1.603033e+22 	 3.289057e+08 	 8.469318e+38 	 5.535890e+38 	 3.920302e+22 	 6.771961e+09
1.20037830e+01 	 7.596550e-06 	 2.450170e+03 	 1.008944e+05 	 1.402210e+09 	 1.584295e+22 	 3.247223e+08 	 8.469257e+38 	 5.535873e+38 	 3.876255e+22 	 6.705232e+09
1.20038759e+01 	 7.684037e-06 	 2.447022e+03 	 9.974390e+04 	 1.398608e+09 	 1.565788e+22 	 3.205926e+08 	 8.469196e+38 	 5.535856e+38 	 3.832736e+22 	 6.639148e+09
1.20039688e+01 	 7.772532e-06 	 2.443879e+03 	 9.860653e+04 	 1.395018e+09 	 1.547509e+22 	 3.165159e+08 	 8.469135e+38 	 5.535839e+38 	 3.789738e+22 	 6.573704e+09
1.20040616e+01 	 7.862046e-06 	 2.440743e+03 	 9.748213e+04 	 1.391440e+09 	 1.529456e+22 	 3.124913e+08 	 8.469075e+38 	 5.535822e+38 	 3.747255e+22 	 6.508893e+09
1.20041543e+01 	 7.952591e-06 	 2.437612e+03 	 9.637056e+04 	 1.387872e+09 	 1.511626e+22 	 3.085183e+08 	 8.469014e+38 	 5.535805e+38 	 3.705280e+22 	 6.444710e+09
1.20042469e+01 	 8.044179e-06 	 2.434487e+03 	 9.527165e+04 	 1.384316e+09 	 1.494015e+22 	 3.045962e+08 	 8.468953e+38 	 5.535788e+38 	 3.663807e+22 	 6.381149e+09
1.20043394e+01 	 8.136822e-06 	 2.431368e+03 	 9.418528e+04 	 1.380771e+09 	 1.476622e+22 	 3.007243e+08 	 8.468893e+38 	 5.535771e+38 	 3.622830e+22 	 6.318204e+09
1.20044318e+01 	 8.230532e-06 	 2.428255e+03 	 9.311130e+04 	 1.377238e+09 	 1.459443e+22 	 2.969021e+08 	 8.468832e+38 	 5.535754e+38 	 3.582342e+22 	 6.255868e+09
1.20045242e+01 	 8.325321e-06 	 2.425147e+03 	 9.204956e+04 	 1.373715e+09 	 1.442475e+22 	 2.931287e+08 	 8.468771e+38 	 5.535737e+38 	 3.542337e+22 	 6.194136e+09
1.20046164e+01 	 8.421203e-06 	 2.422046e+03 	 9.099993e+04 	 1.370204e+09 	 1.425716e+22 	 2.894037e+08 	 8.468710e+38 	 5.535720e+38 	 3.502809e+22 	 6.133003e+09
1.20047086e+01 	 8.518188e-06 	 2.418950e+03 	 8.996226e+04 	 1.366703e+09 	 1.409162e+22 	 2.857264e+08 	 8.468650e+38 	 5.535702e+38 	 3.463753e+22 	 6.072462e+09
1.20048007e+01 	 8.616291e-06 	 2.415860e+03 	 8.893643e+04 	 1.363214e+09 	 1.392813e+22 	 2.820961e+08 	 8.468589e+38 	 5.535685e+38 	 3.425161e+22 	 6.012508e+09
1.20048927e+01 	 8.715523e-06 	 2.412776e+03 	 8.792230e+04 	 1.359735e+09 	 1.376664e+22 	 2.785123e+08 	 8.468528e+38 	 5.535668e+38 	 3.387029e+22 	 5.953136e+09
1.20049847e+01 	 8.815899e-06 	 2.409698e+03 	 8.691973e+04 	 1.356268e+09 	 1.360713e+22 	 2.749744e+08 	 8.468467e+38 	 5.535651e+38 	 3.349351e+22 	 5.894339e+09
