r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20011180e+01 	 1.704350e-06 	 2.380316e+03 	 1.422798e+05 	 1.323395e+09 	 1.588113e+22 	 1.412933e+09 	 6.428187e+38 	 4.201247e+38 	 3.604685e+22 	 9.879684e+09
1.20011921e+01 	 1.724464e-06 	 2.376875e+03 	 1.406182e+05 	 1.319572e+09 	 1.567299e+22 	 1.394293e+09 	 6.428161e+38 	 4.201244e+38 	 3.558751e+22 	 9.781111e+09
1.20012661e+01 	 1.744816e-06 	 2.373440e+03 	 1.389761e+05 	 1.315761e+09 	 1.546766e+22 	 1.375900e+09 	 6.428136e+38 	 4.201241e+38 	 3.513424e+22 	 9.683505e+09
1.20013400e+01 	 1.765408e-06 	 2.370011e+03 	 1.373531e+05 	 1.311961e+09 	 1.526509e+22 	 1.357752e+09 	 6.428110e+38 	 4.201238e+38 	 3.468696e+22 	 9.586859e+09
1.20014137e+01 	 1.786243e-06 	 2.366588e+03 	 1.357491e+05 	 1.308174e+09 	 1.506524e+22 	 1.339844e+09 	 6.428085e+38 	 4.201235e+38 	 3.424559e+22 	 9.491163e+09
1.20014872e+01 	 1.807325e-06 	 2.363170e+03 	 1.341638e+05 	 1.304399e+09 	 1.486809e+22 	 1.322174e+09 	 6.428059e+38 	 4.201232e+38 	 3.381005e+22 	 9.396408e+09
1.20015607e+01 	 1.828655e-06 	 2.359759e+03 	 1.325971e+05 	 1.300636e+09 	 1.467358e+22 	 1.304738e+09 	 6.428034e+38 	 4.201229e+38 	 3.338026e+22 	 9.302584e+09
1.20016340e+01 	 1.850236e-06 	 2.356354e+03 	 1.310486e+05 	 1.296884e+09 	 1.448170e+22 	 1.287534e+09 	 6.428009e+38 	 4.201226e+38 	 3.295614e+22 	 9.209682e+09
1.20017072e+01 	 1.872073e-06 	 2.352954e+03 	 1.295182e+05 	 1.293145e+09 	 1.429239e+22 	 1.270558e+09 	 6.427983e+38 	 4.201223e+38 	 3.253761e+22 	 9.117694e+09
1.20017803e+01 	 1.894167e-06 	 2.349560e+03 	 1.280057e+05 	 1.289417e+09 	 1.410562e+22 	 1.253808e+09 	 6.427958e+38 	 4.201220e+38 	 3.212460e+22 	 9.026610e+09
1.20018532e+01 	 1.916522e-06 	 2.346172e+03 	 1.265108e+05 	 1.285701e+09 	 1.392136e+22 	 1.237279e+09 	 6.427933e+38 	 4.201217e+38 	 3.171702e+22 	 8.936423e+09
1.20019260e+01 	 1.939141e-06 	 2.342790e+03 	 1.250334e+05 	 1.281997e+09 	 1.373958e+22 	 1.220970e+09 	 6.427908e+38 	 4.201214e+38 	 3.131481e+22 	 8.847123e+09
1.20019987e+01 	 1.962027e-06 	 2.339414e+03 	 1.235733e+05 	 1.278305e+09 	 1.356024e+22 	 1.204877e+09 	 6.427882e+38 	 4.201211e+38 	 3.091790e+22 	 8.758701e+09
1.20020712e+01 	 1.985184e-06 	 2.336043e+03 	 1.221302e+05 	 1.274624e+09 	 1.338330e+22 	 1.188997e+09 	 6.427857e+38 	 4.201208e+38 	 3.052621e+22 	 8.671149e+09
1.20021436e+01 	 2.008613e-06 	 2.332678e+03 	 1.207040e+05 	 1.270955e+09 	 1.320874e+22 	 1.173329e+09 	 6.427832e+38 	 4.201205e+38 	 3.013966e+22 	 8.584460e+09
1.20022159e+01 	 2.032319e-06 	 2.329320e+03 	 1.192944e+05 	 1.267297e+09 	 1.303652e+22 	 1.157867e+09 	 6.427807e+38 	 4.201202e+38 	 2.975819e+22 	 8.498623e+09
1.20022881e+01 	 2.056305e-06 	 2.325966e+03 	 1.179012e+05 	 1.263651e+09 	 1.286660e+22 	 1.142611e+09 	 6.427782e+38 	 4.201199e+38 	 2.938173e+22 	 8.413632e+09
1.20023602e+01 	 2.080574e-06 	 2.322619e+03 	 1.165244e+05 	 1.260017e+09 	 1.269896e+22 	 1.127557e+09 	 6.427757e+38 	 4.201196e+38 	 2.901021e+22 	 8.329478e+09
1.20024321e+01 	 2.105130e-06 	 2.319277e+03 	 1.151636e+05 	 1.256394e+09 	 1.253357e+22 	 1.112703e+09 	 6.427732e+38 	 4.201193e+38 	 2.864357e+22 	 8.246152e+09
1.20025039e+01 	 2.129975e-06 	 2.315942e+03 	 1.138187e+05 	 1.252782e+09 	 1.237040e+22 	 1.098045e+09 	 6.427707e+38 	 4.201190e+38 	 2.828174e+22 	 8.163647e+09
1.20025756e+01 	 2.155114e-06 	 2.312611e+03 	 1.124896e+05 	 1.249182e+09 	 1.220941e+22 	 1.083582e+09 	 6.427682e+38 	 4.201188e+38 	 2.792465e+22 	 8.081955e+09
1.20026471e+01 	 2.180549e-06 	 2.309287e+03 	 1.111759e+05 	 1.245593e+09 	 1.205057e+22 	 1.069310e+09 	 6.427657e+38 	 4.201185e+38 	 2.757224e+22 	 8.001067e+09
1.20027185e+01 	 2.206285e-06 	 2.305968e+03 	 1.098776e+05 	 1.242016e+09 	 1.189386e+22 	 1.055228e+09 	 6.427632e+38 	 4.201182e+38 	 2.722444e+22 	 7.920977e+09
1.20027899e+01 	 2.232324e-06 	 2.302656e+03 	 1.085944e+05 	 1.238450e+09 	 1.173924e+22 	 1.041332e+09 	 6.427608e+38 	 4.201179e+38 	 2.688120e+22 	 7.841676e+09
