r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19996835e+01 	 9.034406e-06 	 2.463741e+03 	 9.526203e+04 	 1.417786e+09 	 1.600399e+22 	 2.743868e+08 	 8.832535e+38 	 5.772282e+38 	 3.963480e+22 	 6.278534e+09
1.19997809e+01 	 9.138449e-06 	 2.460638e+03 	 9.417573e+04 	 1.414216e+09 	 1.582069e+22 	 2.709055e+08 	 8.832464e+38 	 5.772261e+38 	 3.919922e+22 	 6.216499e+09
1.19998782e+01 	 9.243690e-06 	 2.457540e+03 	 9.310180e+04 	 1.410658e+09 	 1.563962e+22 	 2.674687e+08 	 8.832393e+38 	 5.772239e+38 	 3.876879e+22 	 6.155066e+09
1.19999755e+01 	 9.350144e-06 	 2.454449e+03 	 9.204013e+04 	 1.407111e+09 	 1.546076e+22 	 2.640759e+08 	 8.832322e+38 	 5.772218e+38 	 3.834344e+22 	 6.094228e+09
1.20000727e+01 	 9.457824e-06 	 2.451363e+03 	 9.099056e+04 	 1.403576e+09 	 1.528408e+22 	 2.607264e+08 	 8.832252e+38 	 5.772196e+38 	 3.792311e+22 	 6.033981e+09
1.20001698e+01 	 9.566744e-06 	 2.448284e+03 	 8.995296e+04 	 1.400051e+09 	 1.510955e+22 	 2.574198e+08 	 8.832181e+38 	 5.772175e+38 	 3.750773e+22 	 5.974318e+09
1.20002668e+01 	 9.676918e-06 	 2.445210e+03 	 8.892719e+04 	 1.396538e+09 	 1.493714e+22 	 2.541554e+08 	 8.832110e+38 	 5.772153e+38 	 3.709724e+22 	 5.915235e+09
1.20003638e+01 	 9.788361e-06 	 2.442142e+03 	 8.791312e+04 	 1.393036e+09 	 1.476682e+22 	 2.509328e+08 	 8.832039e+38 	 5.772132e+38 	 3.669159e+22 	 5.856725e+09
1.20004607e+01 	 9.901088e-06 	 2.439081e+03 	 8.691061e+04 	 1.389545e+09 	 1.459858e+22 	 2.477513e+08 	 8.831968e+38 	 5.772110e+38 	 3.629071e+22 	 5.798783e+09
1.20005575e+01 	 1.001511e-05 	 2.436025e+03 	 8.591954e+04 	 1.386066e+09 	 1.443238e+22 	 2.446105e+08 	 8.831897e+38 	 5.772088e+38 	 3.589454e+22 	 5.741404e+09
