r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20010647e+01 	 3.949949e-05 	 2.542703e+03 	 4.346250e+04 	 1.510120e+09 	 1.593010e+22 	 6.449922e+07 	 1.209951e+39 	 7.907812e+38 	 4.366826e+22 	 2.733742e+09
1.20012273e+01 	 3.995799e-05 	 2.540226e+03 	 4.296247e+04 	 1.507180e+09 	 1.579039e+22 	 6.369562e+07 	 1.209919e+39 	 7.907661e+38 	 4.330382e+22 	 2.705606e+09
1.20013902e+01 	 4.042180e-05 	 2.537755e+03 	 4.246820e+04 	 1.504250e+09 	 1.565215e+22 	 6.290215e+07 	 1.209887e+39 	 7.907508e+38 	 4.294305e+22 	 2.677754e+09
1.20015531e+01 	 4.089100e-05 	 2.535291e+03 	 4.197962e+04 	 1.501330e+09 	 1.551536e+22 	 6.211868e+07 	 1.209855e+39 	 7.907355e+38 	 4.258592e+22 	 2.650183e+09
1.20017163e+01 	 4.136564e-05 	 2.532834e+03 	 4.149665e+04 	 1.498420e+09 	 1.538000e+22 	 6.134508e+07 	 1.209822e+39 	 7.907202e+38 	 4.223239e+22 	 2.622889e+09
1.20018796e+01 	 4.184579e-05 	 2.530382e+03 	 4.101924e+04 	 1.495521e+09 	 1.524607e+22 	 6.058122e+07 	 1.209790e+39 	 7.907047e+38 	 4.188241e+22 	 2.595869e+09
1.20020431e+01 	 4.233151e-05 	 2.527937e+03 	 4.054733e+04 	 1.492633e+09 	 1.511354e+22 	 5.982698e+07 	 1.209758e+39 	 7.906892e+38 	 4.153595e+22 	 2.569123e+09
1.20022068e+01 	 4.282287e-05 	 2.525498e+03 	 4.008084e+04 	 1.489754e+09 	 1.498240e+22 	 5.908224e+07 	 1.209725e+39 	 7.906736e+38 	 4.119296e+22 	 2.542645e+09
1.20023707e+01 	 4.331993e-05 	 2.523066e+03 	 3.961972e+04 	 1.486886e+09 	 1.485263e+22 	 5.834687e+07 	 1.209692e+39 	 7.906579e+38 	 4.085341e+22 	 2.516435e+09
1.20025347e+01 	 4.382276e-05 	 2.520640e+03 	 3.916391e+04 	 1.484027e+09 	 1.472422e+22 	 5.762077e+07 	 1.209659e+39 	 7.906421e+38 	 4.051727e+22 	 2.490488e+09
1.20026989e+01 	 4.433142e-05 	 2.518220e+03 	 3.871334e+04 	 1.481179e+09 	 1.459715e+22 	 5.690380e+07 	 1.209626e+39 	 7.906263e+38 	 4.018449e+22 	 2.464804e+09
1.20028633e+01 	 4.484599e-05 	 2.515806e+03 	 3.826795e+04 	 1.478341e+09 	 1.447140e+22 	 5.619585e+07 	 1.209593e+39 	 7.906104e+38 	 3.985503e+22 	 2.439378e+09
1.20030279e+01 	 4.536653e-05 	 2.513399e+03 	 3.782769e+04 	 1.475514e+09 	 1.434696e+22 	 5.549681e+07 	 1.209560e+39 	 7.905944e+38 	 3.952886e+22 	 2.414209e+09
1.20031927e+01 	 4.589310e-05 	 2.510998e+03 	 3.739249e+04 	 1.472696e+09 	 1.422382e+22 	 5.480657e+07 	 1.209526e+39 	 7.905783e+38 	 3.920595e+22 	 2.389294e+09
1.20033576e+01 	 4.642579e-05 	 2.508603e+03 	 3.696230e+04 	 1.469888e+09 	 1.410195e+22 	 5.412501e+07 	 1.209493e+39 	 7.905621e+38 	 3.888625e+22 	 2.364630e+09
1.20035228e+01 	 4.696466e-05 	 2.506214e+03 	 3.653706e+04 	 1.467090e+09 	 1.398135e+22 	 5.345202e+07 	 1.209459e+39 	 7.905459e+38 	 3.856974e+22 	 2.340215e+09
1.20036882e+01 	 4.750978e-05 	 2.503832e+03 	 3.611671e+04 	 1.464302e+09 	 1.386201e+22 	 5.278750e+07 	 1.209425e+39 	 7.905295e+38 	 3.825637e+22 	 2.316047e+09
1.20038537e+01 	 4.806123e-05 	 2.501456e+03 	 3.570120e+04 	 1.461524e+09 	 1.374390e+22 	 5.213133e+07 	 1.209391e+39 	 7.905131e+38 	 3.794611e+22 	 2.292123e+09
1.20040194e+01 	 4.861908e-05 	 2.499086e+03 	 3.529046e+04 	 1.458756e+09 	 1.362701e+22 	 5.148341e+07 	 1.209357e+39 	 7.904966e+38 	 3.763894e+22 	 2.268441e+09
1.20041854e+01 	 4.918340e-05 	 2.496722e+03 	 3.488446e+04 	 1.455998e+09 	 1.351133e+22 	 5.084364e+07 	 1.209323e+39 	 7.904800e+38 	 3.733481e+22 	 2.244998e+09
1.20043515e+01 	 4.975426e-05 	 2.494365e+03 	 3.448312e+04 	 1.453250e+09 	 1.339685e+22 	 5.021191e+07 	 1.209289e+39 	 7.904633e+38 	 3.703368e+22 	 2.221792e+09
1.20045179e+01 	 5.033176e-05 	 2.492013e+03 	 3.408640e+04 	 1.450511e+09 	 1.328355e+22 	 4.958811e+07 	 1.209254e+39 	 7.904466e+38 	 3.673554e+22 	 2.198821e+09
1.20046845e+01 	 5.091595e-05 	 2.489668e+03 	 3.369425e+04 	 1.447783e+09 	 1.317142e+22 	 4.897216e+07 	 1.209220e+39 	 7.904297e+38 	 3.644034e+22 	 2.176082e+09
1.20048512e+01 	 5.150692e-05 	 2.487329e+03 	 3.330660e+04 	 1.445063e+09 	 1.306044e+22 	 4.836394e+07 	 1.209185e+39 	 7.904128e+38 	 3.614806e+22 	 2.153573e+09
1.20050182e+01 	 5.210475e-05 	 2.484996e+03 	 3.292342e+04 	 1.442354e+09 	 1.295060e+22 	 4.776337e+07 	 1.209150e+39 	 7.903957e+38 	 3.585866e+22 	 2.131291e+09
1.20051854e+01 	 5.270952e-05 	 2.482670e+03 	 3.254464e+04 	 1.439654e+09 	 1.284190e+22 	 4.717034e+07 	 1.209115e+39 	 7.903786e+38 	 3.557210e+22 	 2.109235e+09
1.20053528e+01 	 5.332130e-05 	 2.480349e+03 	 3.217023e+04 	 1.436964e+09 	 1.273431e+22 	 4.658475e+07 	 1.209079e+39 	 7.903614e+38 	 3.528837e+22 	 2.087403e+09
1.20055204e+01 	 5.394018e-05 	 2.478035e+03 	 3.180012e+04 	 1.434284e+09 	 1.262782e+22 	 4.600652e+07 	 1.209044e+39 	 7.903441e+38 	 3.500742e+22 	 2.065791e+09
1.20056883e+01 	 5.456624e-05 	 2.475726e+03 	 3.143426e+04 	 1.431613e+09 	 1.252242e+22 	 4.543555e+07 	 1.209008e+39 	 7.903267e+38 	 3.472923e+22 	 2.044399e+09
