r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20024912e+01 	 2.841152e-03 	 2.605169e+03 	 1.352368e+03 	 1.585230e+09 	 1.601744e+22 	 9.169066e+05 	 1.703300e+39 	 1.113287e+39 	 4.791496e+22 	 8.212605e+07
1.20071188e+01 	 2.872600e-03 	 2.602530e+03 	 1.336395e+03 	 1.582020e+09 	 1.588756e+22 	 9.059498e+05 	 1.701044e+39 	 1.112040e+39 	 4.752722e+22 	 8.129309e+07
1.20117785e+01 	 2.904380e-03 	 2.599887e+03 	 1.320611e+03 	 1.578808e+09 	 1.575842e+22 	 8.951268e+05 	 1.698785e+39 	 1.110791e+39 	 4.714169e+22 	 8.046898e+07
1.20164701e+01 	 2.936495e-03 	 2.597241e+03 	 1.305014e+03 	 1.575596e+09 	 1.563004e+22 	 8.844359e+05 	 1.696522e+39 	 1.109541e+39 	 4.675839e+22 	 7.965364e+07
1.20211939e+01 	 2.968949e-03 	 2.594591e+03 	 1.289601e+03 	 1.572382e+09 	 1.550241e+22 	 8.738755e+05 	 1.694255e+39 	 1.108289e+39 	 4.637730e+22 	 7.884695e+07
1.20259501e+01 	 3.001744e-03 	 2.591937e+03 	 1.274369e+03 	 1.569167e+09 	 1.537552e+22 	 8.634441e+05 	 1.691985e+39 	 1.107035e+39 	 4.599843e+22 	 7.804884e+07
1.20307386e+01 	 3.034884e-03 	 2.589280e+03 	 1.259318e+03 	 1.565951e+09 	 1.524938e+22 	 8.531399e+05 	 1.689711e+39 	 1.105780e+39 	 4.562179e+22 	 7.725919e+07
1.20355595e+01 	 3.068372e-03 	 2.586619e+03 	 1.244445e+03 	 1.562735e+09 	 1.512399e+22 	 8.429614e+05 	 1.687434e+39 	 1.104523e+39 	 4.524736e+22 	 7.647791e+07
1.20404129e+01 	 3.102212e-03 	 2.583955e+03 	 1.229747e+03 	 1.559517e+09 	 1.499935e+22 	 8.329071e+05 	 1.685153e+39 	 1.103265e+39 	 4.487515e+22 	 7.570491e+07
1.20452991e+01 	 3.136408e-03 	 2.581287e+03 	 1.215222e+03 	 1.556299e+09 	 1.487545e+22 	 8.229755e+05 	 1.682869e+39 	 1.102005e+39 	 4.450516e+22 	 7.494011e+07
1.20502181e+01 	 3.170963e-03 	 2.578616e+03 	 1.200870e+03 	 1.553079e+09 	 1.475229e+22 	 8.131650e+05 	 1.680581e+39 	 1.100744e+39 	 4.413737e+22 	 7.418340e+07
1.20551702e+01 	 3.205879e-03 	 2.575941e+03 	 1.186686e+03 	 1.549859e+09 	 1.462988e+22 	 8.034742e+05 	 1.678290e+39 	 1.099481e+39 	 4.377179e+22 	 7.343471e+07
1.20601556e+01 	 3.241162e-03 	 2.573263e+03 	 1.172671e+03 	 1.546638e+09 	 1.450821e+22 	 7.939015e+05 	 1.675996e+39 	 1.098217e+39 	 4.340840e+22 	 7.269394e+07
1.20651742e+01 	 3.276813e-03 	 2.570582e+03 	 1.158820e+03 	 1.543417e+09 	 1.438727e+22 	 7.844456e+05 	 1.673699e+39 	 1.096952e+39 	 4.304721e+22 	 7.196100e+07
1.20702264e+01 	 3.312838e-03 	 2.567897e+03 	 1.145134e+03 	 1.540195e+09 	 1.426708e+22 	 7.751049e+05 	 1.671398e+39 	 1.095685e+39 	 4.268821e+22 	 7.123582e+07
1.20753125e+01 	 3.349239e-03 	 2.565209e+03 	 1.131609e+03 	 1.536972e+09 	 1.414761e+22 	 7.658781e+05 	 1.669094e+39 	 1.094417e+39 	 4.233138e+22 	 7.051831e+07
1.20804327e+01 	 3.386020e-03 	 2.562517e+03 	 1.118244e+03 	 1.533748e+09 	 1.402888e+22 	 7.567638e+05 	 1.666787e+39 	 1.093147e+39 	 4.197672e+22 	 6.980838e+07
1.20855864e+01 	 3.423184e-03 	 2.559822e+03 	 1.105036e+03 	 1.530524e+09 	 1.391088e+22 	 7.477604e+05 	 1.664477e+39 	 1.091877e+39 	 4.162425e+22 	 6.910595e+07
1.20907742e+01 	 3.460737e-03 	 2.557124e+03 	 1.091985e+03 	 1.527299e+09 	 1.379361e+22 	 7.388668e+05 	 1.662164e+39 	 1.090605e+39 	 4.127394e+22 	 6.841093e+07
1.20959967e+01 	 3.498680e-03 	 2.554422e+03 	 1.079088e+03 	 1.524073e+09 	 1.367706e+22 	 7.300816e+05 	 1.659848e+39 	 1.089332e+39 	 4.092579e+22 	 6.772325e+07
1.21012534e+01 	 3.537019e-03 	 2.551718e+03 	 1.066343e+03 	 1.520847e+09 	 1.356124e+22 	 7.214033e+05 	 1.657530e+39 	 1.088057e+39 	 4.057980e+22 	 6.704283e+07
1.21065437e+01 	 3.575757e-03 	 2.549010e+03 	 1.053748e+03 	 1.517621e+09 	 1.344616e+22 	 7.128306e+05 	 1.655208e+39 	 1.086782e+39 	 4.023598e+22 	 6.636956e+07
1.21118684e+01 	 3.614898e-03 	 2.546298e+03 	 1.041303e+03 	 1.514394e+09 	 1.333180e+22 	 7.043623e+05 	 1.652884e+39 	 1.085505e+39 	 3.989433e+22 	 6.570339e+07
1.21172279e+01 	 3.654445e-03 	 2.543584e+03 	 1.029004e+03 	 1.511167e+09 	 1.321816e+22 	 6.959971e+05 	 1.650557e+39 	 1.084228e+39 	 3.955481e+22 	 6.504424e+07
1.21226220e+01 	 3.694403e-03 	 2.540866e+03 	 1.016851e+03 	 1.507940e+09 	 1.310524e+22 	 6.877337e+05 	 1.648227e+39 	 1.082949e+39 	 3.921745e+22 	 6.439203e+07
1.21280504e+01 	 3.734777e-03 	 2.538146e+03 	 1.004841e+03 	 1.504712e+09 	 1.299305e+22 	 6.795708e+05 	 1.645895e+39 	 1.081669e+39 	 3.888224e+22 	 6.374667e+07
1.21335131e+01 	 3.775569e-03 	 2.535422e+03 	 9.929730e+02 	 1.501485e+09 	 1.288158e+22 	 6.715071e+05 	 1.643560e+39 	 1.080388e+39 	 3.854918e+22 	 6.310809e+07
1.21390105e+01 	 3.816784e-03 	 2.532696e+03 	 9.812452e+02 	 1.498257e+09 	 1.277083e+22 	 6.635416e+05 	 1.641223e+39 	 1.079107e+39 	 3.821825e+22 	 6.247622e+07
1.21445428e+01 	 3.858426e-03 	 2.529966e+03 	 9.696559e+02 	 1.495029e+09 	 1.266080e+22 	 6.556728e+05 	 1.638883e+39 	 1.077824e+39 	 3.788947e+22 	 6.185098e+07
1.21501101e+01 	 3.900500e-03 	 2.527233e+03 	 9.582034e+02 	 1.491802e+09 	 1.255148e+22 	 6.478997e+05 	 1.636540e+39 	 1.076540e+39 	 3.756281e+22 	 6.123231e+07
1.21557134e+01 	 3.943008e-03 	 2.524498e+03 	 9.468863e+02 	 1.488574e+09 	 1.244287e+22 	 6.402212e+05 	 1.634195e+39 	 1.075255e+39 	 3.723826e+22 	 6.062013e+07
1.21613517e+01 	 3.985955e-03 	 2.521759e+03 	 9.357028e+02 	 1.485346e+09 	 1.233497e+22 	 6.326359e+05 	 1.631848e+39 	 1.073970e+39 	 3.691583e+22 	 6.001438e+07
1.21670256e+01 	 4.029346e-03 	 2.519017e+03 	 9.246514e+02 	 1.482118e+09 	 1.222778e+22 	 6.251429e+05 	 1.629499e+39 	 1.072683e+39 	 3.659551e+22 	 5.941497e+07
1.21727352e+01 	 4.073184e-03 	 2.516273e+03 	 9.137305e+02 	 1.478890e+09 	 1.212130e+22 	 6.177409e+05 	 1.627147e+39 	 1.071396e+39 	 3.627729e+22 	 5.882184e+07
1.21784802e+01 	 4.117475e-03 	 2.513526e+03 	 9.029386e+02 	 1.475663e+09 	 1.201553e+22 	 6.104287e+05 	 1.624793e+39 	 1.070108e+39 	 3.596119e+22 	 5.823492e+07
1.21842615e+01 	 4.162222e-03 	 2.510776e+03 	 8.922742e+02 	 1.472435e+09 	 1.191046e+22 	 6.032054e+05 	 1.622437e+39 	 1.068819e+39 	 3.564716e+22 	 5.765415e+07
1.21900785e+01 	 4.207430e-03 	 2.508023e+03 	 8.817357e+02 	 1.469208e+09 	 1.180609e+22 	 5.960698e+05 	 1.620079e+39 	 1.067529e+39 	 3.533524e+22 	 5.707945e+07
1.21959315e+01 	 4.253103e-03 	 2.505267e+03 	 8.713217e+02 	 1.465981e+09 	 1.170243e+22 	 5.890209e+05 	 1.617718e+39 	 1.066239e+39 	 3.502540e+22 	 5.651076e+07
1.22018212e+01 	 4.299246e-03 	 2.502509e+03 	 8.610306e+02 	 1.462755e+09 	 1.159946e+22 	 5.820575e+05 	 1.615356e+39 	 1.064947e+39 	 3.471763e+22 	 5.594801e+07
