r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20026329e+01 	 2.550053e-06 	 2.396528e+03 	 1.342853e+05 	 1.341484e+09 	 1.595254e+22 	 9.497467e+08 	 6.821904e+38 	 4.458866e+38 	 3.675261e+22 	 9.230464e+09
1.20027097e+01 	 2.579783e-06 	 2.393158e+03 	 1.327358e+05 	 1.337714e+09 	 1.574900e+22 	 9.373952e+08 	 6.821874e+38 	 4.458861e+38 	 3.629778e+22 	 9.139309e+09
1.20027864e+01 	 2.609860e-06 	 2.389794e+03 	 1.312042e+05 	 1.333955e+09 	 1.554814e+22 	 9.252053e+08 	 6.821844e+38 	 4.458856e+38 	 3.584881e+22 	 9.049041e+09
1.20028629e+01 	 2.640288e-06 	 2.386436e+03 	 1.296903e+05 	 1.330209e+09 	 1.534993e+22 	 9.131750e+08 	 6.821814e+38 	 4.458852e+38 	 3.540562e+22 	 8.959650e+09
1.20029393e+01 	 2.671070e-06 	 2.383083e+03 	 1.281939e+05 	 1.326474e+09 	 1.515432e+22 	 9.013022e+08 	 6.821783e+38 	 4.458847e+38 	 3.496814e+22 	 8.871129e+09
1.20030156e+01 	 2.702211e-06 	 2.379736e+03 	 1.267147e+05 	 1.322751e+09 	 1.496128e+22 	 8.895847e+08 	 6.821753e+38 	 4.458842e+38 	 3.453630e+22 	 8.783468e+09
1.20030918e+01 	 2.733716e-06 	 2.376395e+03 	 1.252526e+05 	 1.319039e+09 	 1.477078e+22 	 8.780205e+08 	 6.821723e+38 	 4.458838e+38 	 3.411001e+22 	 8.696660e+09
1.20031679e+01 	 2.765588e-06 	 2.373060e+03 	 1.238073e+05 	 1.315339e+09 	 1.458278e+22 	 8.666076e+08 	 6.821693e+38 	 4.458833e+38 	 3.368920e+22 	 8.610697e+09
1.20032438e+01 	 2.797831e-06 	 2.369730e+03 	 1.223788e+05 	 1.311651e+09 	 1.439726e+22 	 8.553440e+08 	 6.821663e+38 	 4.458828e+38 	 3.327379e+22 	 8.525570e+09
1.20033196e+01 	 2.830451e-06 	 2.366407e+03 	 1.209667e+05 	 1.307974e+09 	 1.421416e+22 	 8.442277e+08 	 6.821633e+38 	 4.458824e+38 	 3.286373e+22 	 8.441271e+09
1.20033953e+01 	 2.863451e-06 	 2.363088e+03 	 1.195709e+05 	 1.304309e+09 	 1.403348e+22 	 8.332569e+08 	 6.821603e+38 	 4.458819e+38 	 3.245893e+22 	 8.357792e+09
1.20034709e+01 	 2.896835e-06 	 2.359776e+03 	 1.181912e+05 	 1.300655e+09 	 1.385516e+22 	 8.224295e+08 	 6.821574e+38 	 4.458815e+38 	 3.205933e+22 	 8.275127e+09
1.20035464e+01 	 2.930609e-06 	 2.356470e+03 	 1.168275e+05 	 1.297012e+09 	 1.367918e+22 	 8.117436e+08 	 6.821544e+38 	 4.458810e+38 	 3.166484e+22 	 8.193266e+09
1.20036217e+01 	 2.964777e-06 	 2.353169e+03 	 1.154794e+05 	 1.293381e+09 	 1.350550e+22 	 8.011975e+08 	 6.821514e+38 	 4.458805e+38 	 3.127542e+22 	 8.112202e+09
1.20036969e+01 	 2.999343e-06 	 2.349874e+03 	 1.141470e+05 	 1.289761e+09 	 1.333411e+22 	 7.907893e+08 	 6.821484e+38 	 4.458801e+38 	 3.089099e+22 	 8.031927e+09
1.20037720e+01 	 3.034313e-06 	 2.346584e+03 	 1.128299e+05 	 1.286153e+09 	 1.316495e+22 	 7.805172e+08 	 6.821454e+38 	 4.458796e+38 	 3.051148e+22 	 7.952434e+09
1.20038470e+01 	 3.069690e-06 	 2.343300e+03 	 1.115280e+05 	 1.282556e+09 	 1.299802e+22 	 7.703793e+08 	 6.821425e+38 	 4.458791e+38 	 3.013683e+22 	 7.873716e+09
