r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20007999e+01 	 1.099440e-05 	 2.474446e+03 	 8.781250e+04 	 1.430132e+09 	 1.595225e+22 	 2.262929e+08 	 9.235469e+38 	 6.035907e+38 	 4.005605e+22 	 5.750130e+09
1.20009028e+01 	 1.112107e-05 	 2.471404e+03 	 8.681067e+04 	 1.426618e+09 	 1.577392e+22 	 2.234288e+08 	 9.235385e+38 	 6.035880e+38 	 3.962717e+22 	 5.693106e+09
1.20010055e+01 	 1.124919e-05 	 2.468367e+03 	 8.582028e+04 	 1.423115e+09 	 1.559774e+22 	 2.206013e+08 	 9.235300e+38 	 6.035852e+38 	 3.920328e+22 	 5.636638e+09
1.20011082e+01 	 1.137879e-05 	 2.465337e+03 	 8.484118e+04 	 1.419623e+09 	 1.542366e+22 	 2.178099e+08 	 9.235216e+38 	 6.035824e+38 	 3.878431e+22 	 5.580719e+09
1.20012109e+01 	 1.150988e-05 	 2.462313e+03 	 8.387325e+04 	 1.416142e+09 	 1.525168e+22 	 2.150540e+08 	 9.235132e+38 	 6.035797e+38 	 3.837020e+22 	 5.525344e+09
1.20013135e+01 	 1.164248e-05 	 2.459295e+03 	 8.291636e+04 	 1.412673e+09 	 1.508176e+22 	 2.123333e+08 	 9.235048e+38 	 6.035769e+38 	 3.796089e+22 	 5.470508e+09
1.20014160e+01 	 1.177661e-05 	 2.456283e+03 	 8.197039e+04 	 1.409215e+09 	 1.491387e+22 	 2.096474e+08 	 9.234963e+38 	 6.035741e+38 	 3.755632e+22 	 5.416205e+09
1.20015185e+01 	 1.191229e-05 	 2.453277e+03 	 8.103521e+04 	 1.405767e+09 	 1.474800e+22 	 2.069957e+08 	 9.234879e+38 	 6.035713e+38 	 3.715644e+22 	 5.362432e+09
1.20016209e+01 	 1.204953e-05 	 2.450277e+03 	 8.011071e+04 	 1.402331e+09 	 1.458412e+22 	 2.043778e+08 	 9.234794e+38 	 6.035685e+38 	 3.676118e+22 	 5.309182e+09
1.20017232e+01 	 1.218835e-05 	 2.447283e+03 	 7.919674e+04 	 1.398906e+09 	 1.442219e+22 	 2.017933e+08 	 9.234710e+38 	 6.035657e+38 	 3.637049e+22 	 5.256451e+09
1.20018256e+01 	 1.232877e-05 	 2.444294e+03 	 7.829321e+04 	 1.395492e+09 	 1.426220e+22 	 1.992417e+08 	 9.234625e+38 	 6.035629e+38 	 3.598432e+22 	 5.204234e+09
1.20019278e+01 	 1.247081e-05 	 2.441312e+03 	 7.739999e+04 	 1.392089e+09 	 1.410412e+22 	 1.967227e+08 	 9.234540e+38 	 6.035601e+38 	 3.560260e+22 	 5.152525e+09
1.20020300e+01 	 1.261448e-05 	 2.438336e+03 	 7.651695e+04 	 1.388697e+09 	 1.394793e+22 	 1.942358e+08 	 9.234456e+38 	 6.035573e+38 	 3.522529e+22 	 5.101321e+09
1.20021321e+01 	 1.275981e-05 	 2.435366e+03 	 7.564399e+04 	 1.385316e+09 	 1.379361e+22 	 1.917806e+08 	 9.234371e+38 	 6.035545e+38 	 3.485234e+22 	 5.050615e+09
1.20022342e+01 	 1.290682e-05 	 2.432402e+03 	 7.478099e+04 	 1.381946e+09 	 1.364113e+22 	 1.893566e+08 	 9.234286e+38 	 6.035516e+38 	 3.448367e+22 	 5.000404e+09
1.20023363e+01 	 1.305552e-05 	 2.429443e+03 	 7.392783e+04 	 1.378586e+09 	 1.349047e+22 	 1.869636e+08 	 9.234201e+38 	 6.035488e+38 	 3.411926e+22 	 4.950682e+09
1.20024383e+01 	 1.320593e-05 	 2.426491e+03 	 7.308441e+04 	 1.375237e+09 	 1.334160e+22 	 1.846011e+08 	 9.234116e+38 	 6.035460e+38 	 3.375903e+22 	 4.901446e+09
1.20025402e+01 	 1.335807e-05 	 2.423544e+03 	 7.225061e+04 	 1.371900e+09 	 1.319450e+22 	 1.822686e+08 	 9.234030e+38 	 6.035431e+38 	 3.340295e+22 	 4.852689e+09
1.20026421e+01 	 1.351197e-05 	 2.420604e+03 	 7.142633e+04 	 1.368572e+09 	 1.304916e+22 	 1.799659e+08 	 9.233945e+38 	 6.035402e+38 	 3.305096e+22 	 4.804408e+09
1.20027439e+01 	 1.366764e-05 	 2.417669e+03 	 7.061144e+04 	 1.365256e+09 	 1.290554e+22 	 1.776925e+08 	 9.233860e+38 	 6.035374e+38 	 3.270302e+22 	 4.756599e+09
1.20028457e+01 	 1.382510e-05 	 2.414741e+03 	 6.980586e+04 	 1.361951e+09 	 1.276364e+22 	 1.754481e+08 	 9.233774e+38 	 6.035345e+38 	 3.235907e+22 	 4.709256e+09
1.20029475e+01 	 1.398438e-05 	 2.411818e+03 	 6.900946e+04 	 1.358656e+09 	 1.262342e+22 	 1.732322e+08 	 9.233689e+38 	 6.035316e+38 	 3.201906e+22 	 4.662375e+09
1.20030492e+01 	 1.414550e-05 	 2.408901e+03 	 6.822215e+04 	 1.355371e+09 	 1.248486e+22 	 1.710446e+08 	 9.233603e+38 	 6.035287e+38 	 3.168295e+22 	 4.615951e+09
1.20031509e+01 	 1.430847e-05 	 2.405990e+03 	 6.744382e+04 	 1.352097e+09 	 1.234795e+22 	 1.688848e+08 	 9.233517e+38 	 6.035259e+38 	 3.135069e+22 	 4.569981e+09
1.20032525e+01 	 1.447331e-05 	 2.403085e+03 	 6.667438e+04 	 1.348834e+09 	 1.221267e+22 	 1.667526e+08 	 9.233432e+38 	 6.035230e+38 	 3.102223e+22 	 4.524461e+09
1.20033540e+01 	 1.464006e-05 	 2.400186e+03 	 6.591371e+04 	 1.345582e+09 	 1.207898e+22 	 1.646474e+08 	 9.233346e+38 	 6.035200e+38 	 3.069752e+22 	 4.479384e+09
1.20034556e+01 	 1.480873e-05 	 2.397292e+03 	 6.516172e+04 	 1.342339e+09 	 1.194688e+22 	 1.625691e+08 	 9.233260e+38 	 6.035171e+38 	 3.037653e+22 	 4.434748e+09
1.20035571e+01 	 1.497934e-05 	 2.394405e+03 	 6.441830e+04 	 1.339108e+09 	 1.181635e+22 	 1.605172e+08 	 9.233174e+38 	 6.035142e+38 	 3.005920e+22 	 4.390549e+09
1.20036585e+01 	 1.515192e-05 	 2.391523e+03 	 6.368337e+04 	 1.335887e+09 	 1.168736e+22 	 1.584915e+08 	 9.233088e+38 	 6.035113e+38 	 2.974549e+22 	 4.346781e+09
1.20037599e+01 	 1.532648e-05 	 2.388647e+03 	 6.295683e+04 	 1.332676e+09 	 1.155990e+22 	 1.564915e+08 	 9.233001e+38 	 6.035083e+38 	 2.943537e+22 	 4.303441e+09
1.20038613e+01 	 1.550306e-05 	 2.385777e+03 	 6.223857e+04 	 1.329475e+09 	 1.143394e+22 	 1.545169e+08 	 9.232915e+38 	 6.035054e+38 	 2.912877e+22 	 4.260525e+09
1.20039626e+01 	 1.568167e-05 	 2.382913e+03 	 6.152851e+04 	 1.326285e+09 	 1.130947e+22 	 1.525675e+08 	 9.232829e+38 	 6.035025e+38 	 2.882567e+22 	 4.218029e+09
1.20040639e+01 	 1.586234e-05 	 2.380055e+03 	 6.082655e+04 	 1.323105e+09 	 1.118647e+22 	 1.506429e+08 	 9.232742e+38 	 6.034995e+38 	 2.852602e+22 	 4.175948e+09
1.20041651e+01 	 1.604509e-05 	 2.377203e+03 	 6.013259e+04 	 1.319936e+09 	 1.106492e+22 	 1.487427e+08 	 9.232655e+38 	 6.034965e+38 	 2.822978e+22 	 4.134279e+09
1.20042663e+01 	 1.622995e-05 	 2.374356e+03 	 5.944656e+04 	 1.316777e+09 	 1.094481e+22 	 1.468668e+08 	 9.232569e+38 	 6.034936e+38 	 2.793691e+22 	 4.093017e+09
1.20043675e+01 	 1.641693e-05 	 2.371515e+03 	 5.876835e+04 	 1.313628e+09 	 1.082611e+22 	 1.450146e+08 	 9.232482e+38 	 6.034906e+38 	 2.764736e+22 	 4.052160e+09
1.20044686e+01 	 1.660608e-05 	 2.368680e+03 	 5.809788e+04 	 1.310489e+09 	 1.070881e+22 	 1.431861e+08 	 9.232395e+38 	 6.034876e+38 	 2.736110e+22 	 4.011702e+09
1.20045697e+01 	 1.679740e-05 	 2.365851e+03 	 5.743505e+04 	 1.307360e+09 	 1.059289e+22 	 1.413808e+08 	 9.232308e+38 	 6.034846e+38 	 2.707809e+22 	 3.971640e+09
1.20046708e+01 	 1.699092e-05 	 2.363028e+03 	 5.677979e+04 	 1.304242e+09 	 1.047834e+22 	 1.395984e+08 	 9.232221e+38 	 6.034816e+38 	 2.679829e+22 	 3.931971e+09
1.20047718e+01 	 1.718667e-05 	 2.360210e+03 	 5.613201e+04 	 1.301133e+09 	 1.036513e+22 	 1.378387e+08 	 9.232134e+38 	 6.034786e+38 	 2.652165e+22 	 3.892690e+09
1.20048728e+01 	 1.738468e-05 	 2.357399e+03 	 5.549161e+04 	 1.298035e+09 	 1.025325e+22 	 1.361014e+08 	 9.232046e+38 	 6.034756e+38 	 2.624815e+22 	 3.853793e+09
1.20049738e+01 	 1.758497e-05 	 2.354593e+03 	 5.485853e+04 	 1.294947e+09 	 1.014269e+22 	 1.343861e+08 	 9.231959e+38 	 6.034725e+38 	 2.597774e+22 	 3.815278e+09
1.20050747e+01 	 1.778757e-05 	 2.351792e+03 	 5.423266e+04 	 1.291869e+09 	 1.003342e+22 	 1.326926e+08 	 9.231871e+38 	 6.034695e+38 	 2.571039e+22 	 3.777140e+09
1.20051756e+01 	 1.799251e-05 	 2.348998e+03 	 5.361394e+04 	 1.288800e+09 	 9.925435e+21 	 1.310207e+08 	 9.231784e+38 	 6.034665e+38 	 2.544606e+22 	 3.739376e+09
1.20052765e+01 	 1.819980e-05 	 2.346209e+03 	 5.300227e+04 	 1.285742e+09 	 9.818716e+21 	 1.293700e+08 	 9.231696e+38 	 6.034634e+38 	 2.518471e+22 	 3.701982e+09
1.20053774e+01 	 1.840948e-05 	 2.343426e+03 	 5.239758e+04 	 1.282694e+09 	 9.713248e+21 	 1.277403e+08 	 9.231608e+38 	 6.034603e+38 	 2.492632e+22 	 3.664955e+09
1.20054782e+01 	 1.862158e-05 	 2.340649e+03 	 5.179979e+04 	 1.279655e+09 	 9.609014e+21 	 1.261312e+08 	 9.231520e+38 	 6.034573e+38 	 2.467083e+22 	 3.628291e+09
1.20055790e+01 	 1.883612e-05 	 2.337878e+03 	 5.120882e+04 	 1.276627e+09 	 9.506000e+21 	 1.245426e+08 	 9.231432e+38 	 6.034542e+38 	 2.441823e+22 	 3.591986e+09
1.20056797e+01 	 1.905314e-05 	 2.335112e+03 	 5.062460e+04 	 1.273608e+09 	 9.404191e+21 	 1.229742e+08 	 9.231344e+38 	 6.034511e+38 	 2.416847e+22 	 3.556038e+09
1.20057805e+01 	 1.927265e-05 	 2.332352e+03 	 5.004703e+04 	 1.270599e+09 	 9.303571e+21 	 1.214257e+08 	 9.231255e+38 	 6.034480e+38 	 2.392151e+22 	 3.520442e+09
1.20058812e+01 	 1.949469e-05 	 2.329598e+03 	 4.947606e+04 	 1.267600e+09 	 9.204127e+21 	 1.198969e+08 	 9.231167e+38 	 6.034449e+38 	 2.367734e+22 	 3.485195e+09
1.20059819e+01 	 1.971930e-05 	 2.326849e+03 	 4.891160e+04 	 1.264611e+09 	 9.105844e+21 	 1.183875e+08 	 9.231078e+38 	 6.034418e+38 	 2.343591e+22 	 3.450295e+09
1.20060825e+01 	 1.994648e-05 	 2.324107e+03 	 4.835358e+04 	 1.261631e+09 	 9.008708e+21 	 1.168972e+08 	 9.230990e+38 	 6.034387e+38 	 2.319719e+22 	 3.415737e+09
1.20061832e+01 	 2.017629e-05 	 2.321370e+03 	 4.780193e+04 	 1.258661e+09 	 8.912703e+21 	 1.154259e+08 	 9.230901e+38 	 6.034356e+38 	 2.296115e+22 	 3.381518e+09
1.20062838e+01 	 2.040875e-05 	 2.318638e+03 	 4.725657e+04 	 1.255701e+09 	 8.817817e+21 	 1.139732e+08 	 9.230812e+38 	 6.034324e+38 	 2.272775e+22 	 3.347635e+09
1.20063844e+01 	 2.064388e-05 	 2.315912e+03 	 4.671744e+04 	 1.252751e+09 	 8.724036e+21 	 1.125389e+08 	 9.230723e+38 	 6.034293e+38 	 2.249697e+22 	 3.314085e+09
1.20064850e+01 	 2.088172e-05 	 2.313192e+03 	 4.618445e+04 	 1.249810e+09 	 8.631346e+21 	 1.111229e+08 	 9.230634e+38 	 6.034261e+38 	 2.226878e+22 	 3.280865e+09
1.20065855e+01 	 2.112230e-05 	 2.310478e+03 	 4.565754e+04 	 1.246878e+09 	 8.539735e+21 	 1.097248e+08 	 9.230544e+38 	 6.034230e+38 	 2.204313e+22 	 3.247971e+09
1.20066860e+01 	 2.136566e-05 	 2.307770e+03 	 4.513665e+04 	 1.243957e+09 	 8.449189e+21 	 1.083445e+08 	 9.230455e+38 	 6.034198e+38 	 2.182002e+22 	 3.215401e+09
1.20067865e+01 	 2.161182e-05 	 2.305067e+03 	 4.462170e+04 	 1.241044e+09 	 8.359694e+21 	 1.069817e+08 	 9.230365e+38 	 6.034166e+38 	 2.159939e+22 	 3.183150e+09
1.20068870e+01 	 2.186081e-05 	 2.302369e+03 	 4.411262e+04 	 1.238142e+09 	 8.271238e+21 	 1.056362e+08 	 9.230276e+38 	 6.034135e+38 	 2.138123e+22 	 3.151217e+09
1.20069875e+01 	 2.211267e-05 	 2.299678e+03 	 4.360935e+04 	 1.235249e+09 	 8.183808e+21 	 1.043077e+08 	 9.230186e+38 	 6.034103e+38 	 2.116550e+22 	 3.119597e+09
1.20070880e+01 	 2.236744e-05 	 2.296992e+03 	 4.311183e+04 	 1.232365e+09 	 8.097391e+21 	 1.029961e+08 	 9.230096e+38 	 6.034070e+38 	 2.095218e+22 	 3.088289e+09
1.20071884e+01 	 2.262514e-05 	 2.294311e+03 	 4.261998e+04 	 1.229490e+09 	 8.011975e+21 	 1.017011e+08 	 9.230006e+38 	 6.034038e+38 	 2.074123e+22 	 3.057288e+09
1.20072889e+01 	 2.288581e-05 	 2.291637e+03 	 4.213374e+04 	 1.226625e+09 	 7.927548e+21 	 1.004225e+08 	 9.229916e+38 	 6.034006e+38 	 2.053263e+22 	 3.026593e+09
1.20073893e+01 	 2.314948e-05 	 2.288968e+03 	 4.165304e+04 	 1.223770e+09 	 7.844098e+21 	 9.916019e+07 	 9.229825e+38 	 6.033974e+38 	 2.032636e+22 	 2.996199e+09
1.20074897e+01 	 2.341619e-05 	 2.286304e+03 	 4.117784e+04 	 1.220924e+09 	 7.761613e+21 	 9.791383e+07 	 9.229735e+38 	 6.033941e+38 	 2.012237e+22 	 2.966105e+09
1.20075901e+01 	 2.368597e-05 	 2.283647e+03 	 4.070805e+04 	 1.218087e+09 	 7.680081e+21 	 9.668328e+07 	 9.229644e+38 	 6.033909e+38 	 1.992066e+22 	 2.936307e+09
1.20076904e+01 	 2.395887e-05 	 2.280994e+03 	 4.024362e+04 	 1.215259e+09 	 7.599491e+21 	 9.546832e+07 	 9.229553e+38 	 6.033876e+38 	 1.972118e+22 	 2.906803e+09
1.20077908e+01 	 2.423490e-05 	 2.278348e+03 	 3.978449e+04 	 1.212440e+09 	 7.519831e+21 	 9.426876e+07 	 9.229463e+38 	 6.033843e+38 	 1.952391e+22 	 2.877588e+09
1.20078912e+01 	 2.451412e-05 	 2.275707e+03 	 3.933060e+04 	 1.209631e+09 	 7.441089e+21 	 9.308441e+07 	 9.229372e+38 	 6.033811e+38 	 1.932884e+22 	 2.848662e+09
1.20079915e+01 	 2.479655e-05 	 2.273072e+03 	 3.888189e+04 	 1.206831e+09 	 7.363256e+21 	 9.191505e+07 	 9.229280e+38 	 6.033778e+38 	 1.913592e+22 	 2.820021e+09
1.20080919e+01 	 2.508224e-05 	 2.270442e+03 	 3.843830e+04 	 1.204041e+09 	 7.286319e+21 	 9.076052e+07 	 9.229189e+38 	 6.033745e+38 	 1.894514e+22 	 2.791662e+09
1.20081922e+01 	 2.537122e-05 	 2.267818e+03 	 3.799977e+04 	 1.201259e+09 	 7.210267e+21 	 8.962061e+07 	 9.229098e+38 	 6.033712e+38 	 1.875648e+22 	 2.763582e+09
1.20082925e+01 	 2.566352e-05 	 2.265199e+03 	 3.756624e+04 	 1.198487e+09 	 7.135091e+21 	 8.849513e+07 	 9.229006e+38 	 6.033678e+38 	 1.856990e+22 	 2.735779e+09
1.20083928e+01 	 2.595920e-05 	 2.262586e+03 	 3.713766e+04 	 1.195723e+09 	 7.060778e+21 	 8.738392e+07 	 9.228914e+38 	 6.033645e+38 	 1.838538e+22 	 2.708250e+09
1.20084931e+01 	 2.625828e-05 	 2.259979e+03 	 3.671396e+04 	 1.192969e+09 	 6.987320e+21 	 8.628677e+07 	 9.228822e+38 	 6.033612e+38 	 1.820289e+22 	 2.680993e+09
1.20085934e+01 	 2.656081e-05 	 2.257377e+03 	 3.629510e+04 	 1.190224e+09 	 6.914705e+21 	 8.520352e+07 	 9.228730e+38 	 6.033578e+38 	 1.802242e+22 	 2.654005e+09
1.20086937e+01 	 2.686682e-05 	 2.254781e+03 	 3.588102e+04 	 1.187487e+09 	 6.842923e+21 	 8.413399e+07 	 9.228638e+38 	 6.033545e+38 	 1.784394e+22 	 2.627282e+09
1.20087940e+01 	 2.717636e-05 	 2.252190e+03 	 3.547167e+04 	 1.184760e+09 	 6.771965e+21 	 8.307799e+07 	 9.228545e+38 	 6.033511e+38 	 1.766743e+22 	 2.600824e+09
1.20088943e+01 	 2.748947e-05 	 2.249605e+03 	 3.506698e+04 	 1.182042e+09 	 6.701819e+21 	 8.203537e+07 	 9.228453e+38 	 6.033477e+38 	 1.749286e+22 	 2.574626e+09
1.20089946e+01 	 2.780618e-05 	 2.247025e+03 	 3.466691e+04 	 1.179333e+09 	 6.632477e+21 	 8.100594e+07 	 9.228360e+38 	 6.033443e+38 	 1.732021e+22 	 2.548687e+09
1.20090949e+01 	 2.812654e-05 	 2.244451e+03 	 3.427141e+04 	 1.176632e+09 	 6.563928e+21 	 7.998954e+07 	 9.228267e+38 	 6.033409e+38 	 1.714946e+22 	 2.523005e+09
1.20091952e+01 	 2.845060e-05 	 2.241883e+03 	 3.388041e+04 	 1.173941e+09 	 6.496164e+21 	 7.898600e+07 	 9.228174e+38 	 6.033375e+38 	 1.698059e+22 	 2.497575e+09
1.20092954e+01 	 2.877838e-05 	 2.239320e+03 	 3.349388e+04 	 1.171258e+09 	 6.429174e+21 	 7.799516e+07 	 9.228081e+38 	 6.033341e+38 	 1.681357e+22 	 2.472397e+09
1.20093957e+01 	 2.910995e-05 	 2.236762e+03 	 3.311176e+04 	 1.168585e+09 	 6.362949e+21 	 7.701686e+07 	 9.227988e+38 	 6.033306e+38 	 1.664838e+22 	 2.447468e+09
1.20094960e+01 	 2.944533e-05 	 2.234211e+03 	 3.273400e+04 	 1.165920e+09 	 6.297480e+21 	 7.605094e+07 	 9.227894e+38 	 6.033272e+38 	 1.648501e+22 	 2.422785e+09
1.20095963e+01 	 2.978458e-05 	 2.231664e+03 	 3.236054e+04 	 1.163263e+09 	 6.232757e+21 	 7.509724e+07 	 9.227801e+38 	 6.033237e+38 	 1.632342e+22 	 2.398346e+09
1.20096966e+01 	 3.012773e-05 	 2.229123e+03 	 3.199135e+04 	 1.160616e+09 	 6.168773e+21 	 7.415560e+07 	 9.227707e+38 	 6.033203e+38 	 1.616360e+22 	 2.374148e+09
1.20097969e+01 	 3.047484e-05 	 2.226588e+03 	 3.162637e+04 	 1.157977e+09 	 6.105517e+21 	 7.322587e+07 	 9.227613e+38 	 6.033168e+38 	 1.600553e+22 	 2.350190e+09
1.20098972e+01 	 3.082595e-05 	 2.224058e+03 	 3.126555e+04 	 1.155348e+09 	 6.042982e+21 	 7.230789e+07 	 9.227519e+38 	 6.033133e+38 	 1.584919e+22 	 2.326468e+09
1.20099975e+01 	 3.118110e-05 	 2.221534e+03 	 3.090885e+04 	 1.152726e+09 	 5.981158e+21 	 7.140153e+07 	 9.227424e+38 	 6.033098e+38 	 1.569456e+22 	 2.302981e+09
1.20100978e+01 	 3.154035e-05 	 2.219015e+03 	 3.055622e+04 	 1.150114e+09 	 5.920036e+21 	 7.050662e+07 	 9.227330e+38 	 6.033063e+38 	 1.554161e+22 	 2.279727e+09
1.20101981e+01 	 3.190373e-05 	 2.216502e+03 	 3.020762e+04 	 1.147510e+09 	 5.859609e+21 	 6.962303e+07 	 9.227235e+38 	 6.033027e+38 	 1.539034e+22 	 2.256702e+09
1.20102985e+01 	 3.227130e-05 	 2.213994e+03 	 2.986299e+04 	 1.144915e+09 	 5.799868e+21 	 6.875061e+07 	 9.227140e+38 	 6.032992e+38 	 1.524071e+22 	 2.233906e+09
1.20103988e+01 	 3.264311e-05 	 2.211491e+03 	 2.952229e+04 	 1.142328e+09 	 5.740805e+21 	 6.788922e+07 	 9.227045e+38 	 6.032957e+38 	 1.509271e+22 	 2.211334e+09
1.20104991e+01 	 3.301920e-05 	 2.208994e+03 	 2.918548e+04 	 1.139750e+09 	 5.682411e+21 	 6.703871e+07 	 9.226950e+38 	 6.032921e+38 	 1.494632e+22 	 2.188987e+09
1.20105995e+01 	 3.339962e-05 	 2.206503e+03 	 2.885251e+04 	 1.137180e+09 	 5.624680e+21 	 6.619896e+07 	 9.226854e+38 	 6.032885e+38 	 1.480153e+22 	 2.166860e+09
1.20106999e+01 	 3.378442e-05 	 2.204017e+03 	 2.852334e+04 	 1.134619e+09 	 5.567602e+21 	 6.536981e+07 	 9.226759e+38 	 6.032849e+38 	 1.465831e+22 	 2.144953e+09
1.20108002e+01 	 3.417366e-05 	 2.201536e+03 	 2.819792e+04 	 1.132067e+09 	 5.511169e+21 	 6.455114e+07 	 9.226663e+38 	 6.032813e+38 	 1.451665e+22 	 2.123263e+09
