r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20088630e+01 	 1.269758e-02 	 2.604679e+03 	 5.374603e+02 	 1.584634e+09 	 1.593816e+22 	 2.051215e+05 	 1.715377e+39 	 1.121496e+39 	 4.775985e+22 	 3.266157e+07
1.20266704e+01 	 1.280965e-02 	 2.600305e+03 	 5.309734e+02 	 1.579316e+09 	 1.572521e+22 	 2.029854e+05 	 1.711019e+39 	 1.119524e+39 	 4.712184e+22 	 3.238504e+07
1.20445289e+01 	 1.292266e-02 	 2.595937e+03 	 5.245648e+02 	 1.574014e+09 	 1.551505e+22 	 2.008723e+05 	 1.706674e+39 	 1.117556e+39 	 4.649218e+22 	 3.211089e+07
1.20624379e+01 	 1.303663e-02 	 2.591575e+03 	 5.182335e+02 	 1.568729e+09 	 1.530764e+22 	 1.987817e+05 	 1.702342e+39 	 1.115592e+39 	 4.587079e+22 	 3.183908e+07
1.20803978e+01 	 1.315155e-02 	 2.587220e+03 	 5.119786e+02 	 1.563461e+09 	 1.510296e+22 	 1.967136e+05 	 1.698024e+39 	 1.113632e+39 	 4.525755e+22 	 3.156960e+07
1.20984085e+01 	 1.326743e-02 	 2.582870e+03 	 5.057993e+02 	 1.558208e+09 	 1.490097e+22 	 1.946676e+05 	 1.693720e+39 	 1.111677e+39 	 4.465237e+22 	 3.130244e+07
1.21164704e+01 	 1.338429e-02 	 2.578527e+03 	 4.996945e+02 	 1.552973e+09 	 1.470163e+22 	 1.926435e+05 	 1.689428e+39 	 1.109725e+39 	 4.405513e+22 	 3.103756e+07
1.21345836e+01 	 1.350213e-02 	 2.574190e+03 	 4.936634e+02 	 1.547753e+09 	 1.450491e+22 	 1.906411e+05 	 1.685150e+39 	 1.107778e+39 	 4.346573e+22 	 3.077496e+07
1.21527477e+01 	 1.362096e-02 	 2.569860e+03 	 4.877051e+02 	 1.542550e+09 	 1.431078e+22 	 1.886601e+05 	 1.680885e+39 	 1.105835e+39 	 4.288409e+22 	 3.051460e+07
1.21709640e+01 	 1.374078e-02 	 2.565535e+03 	 4.818187e+02 	 1.537363e+09 	 1.411920e+22 	 1.867003e+05 	 1.676633e+39 	 1.103896e+39 	 4.231009e+22 	 3.025648e+07
1.21892316e+01 	 1.386160e-02 	 2.561217e+03 	 4.760034e+02 	 1.532192e+09 	 1.393014e+22 	 1.847615e+05 	 1.672394e+39 	 1.101962e+39 	 4.174364e+22 	 3.000056e+07
1.22075515e+01 	 1.398344e-02 	 2.556905e+03 	 4.702582e+02 	 1.527038e+09 	 1.374357e+22 	 1.828433e+05 	 1.668168e+39 	 1.100031e+39 	 4.118463e+22 	 2.974684e+07
1.22259234e+01 	 1.410630e-02 	 2.552600e+03 	 4.645824e+02 	 1.521899e+09 	 1.355944e+22 	 1.809457e+05 	 1.663955e+39 	 1.098105e+39 	 4.063298e+22 	 2.949529e+07
1.22443479e+01 	 1.423018e-02 	 2.548300e+03 	 4.589751e+02 	 1.516776e+09 	 1.337774e+22 	 1.790684e+05 	 1.659756e+39 	 1.096183e+39 	 4.008858e+22 	 2.924590e+07
1.22628238e+01 	 1.435510e-02 	 2.544007e+03 	 4.534355e+02 	 1.511670e+09 	 1.319844e+22 	 1.772110e+05 	 1.655569e+39 	 1.094265e+39 	 3.955135e+22 	 2.899864e+07
1.22813527e+01 	 1.448106e-02 	 2.539720e+03 	 4.479627e+02 	 1.506579e+09 	 1.302149e+22 	 1.753736e+05 	 1.651396e+39 	 1.092351e+39 	 3.902119e+22 	 2.875349e+07
1.22999329e+01 	 1.460808e-02 	 2.535439e+03 	 4.425560e+02 	 1.501505e+09 	 1.284688e+22 	 1.735557e+05 	 1.647235e+39 	 1.090441e+39 	 3.849803e+22 	 2.851044e+07
1.23185671e+01 	 1.473616e-02 	 2.531165e+03 	 4.372145e+02 	 1.496446e+09 	 1.267457e+22 	 1.717572e+05 	 1.643087e+39 	 1.088535e+39 	 3.798174e+22 	 2.826948e+07
1.23372550e+01 	 1.486530e-02 	 2.526896e+03 	 4.319375e+02 	 1.491403e+09 	 1.250453e+22 	 1.699780e+05 	 1.638952e+39 	 1.086634e+39 	 3.747227e+22 	 2.803057e+07
1.23559983e+01 	 1.499551e-02 	 2.522634e+03 	 4.267242e+02 	 1.486376e+09 	 1.233672e+22 	 1.682177e+05 	 1.634830e+39 	 1.084736e+39 	 3.696948e+22 	 2.779372e+07
1.23747919e+01 	 1.512682e-02 	 2.518378e+03 	 4.215739e+02 	 1.481365e+09 	 1.217114e+22 	 1.664762e+05 	 1.630720e+39 	 1.082843e+39 	 3.647335e+22 	 2.755888e+07
1.23936396e+01 	 1.525922e-02 	 2.514128e+03 	 4.164857e+02 	 1.476369e+09 	 1.200773e+22 	 1.647533e+05 	 1.626623e+39 	 1.080954e+39 	 3.598375e+22 	 2.732606e+07
1.24125396e+01 	 1.539273e-02 	 2.509884e+03 	 4.114589e+02 	 1.471389e+09 	 1.184649e+22 	 1.630486e+05 	 1.622540e+39 	 1.079069e+39 	 3.550062e+22 	 2.709522e+07
1.24314933e+01 	 1.552734e-02 	 2.505646e+03 	 4.064927e+02 	 1.466425e+09 	 1.168737e+22 	 1.613622e+05 	 1.618468e+39 	 1.077187e+39 	 3.502387e+22 	 2.686635e+07
1.24505051e+01 	 1.566307e-02 	 2.501415e+03 	 4.015865e+02 	 1.461476e+09 	 1.153035e+22 	 1.596938e+05 	 1.614408e+39 	 1.075310e+39 	 3.455341e+22 	 2.663945e+07
1.24695764e+01 	 1.579991e-02 	 2.497189e+03 	 3.967396e+02 	 1.456542e+09 	 1.137538e+22 	 1.580433e+05 	 1.610363e+39 	 1.073438e+39 	 3.408908e+22 	 2.641451e+07
1.24886931e+01 	 1.593792e-02 	 2.492970e+03 	 3.919511e+02 	 1.451625e+09 	 1.122248e+22 	 1.564101e+05 	 1.606330e+39 	 1.071569e+39 	 3.363094e+22 	 2.619146e+07
1.25078585e+01 	 1.607708e-02 	 2.488757e+03 	 3.872204e+02 	 1.446723e+09 	 1.107161e+22 	 1.547942e+05 	 1.602310e+39 	 1.069705e+39 	 3.317889e+22 	 2.597031e+07
1.25270751e+01 	 1.621742e-02 	 2.484550e+03 	 3.825468e+02 	 1.441836e+09 	 1.092274e+22 	 1.531953e+05 	 1.598303e+39 	 1.067845e+39 	 3.273283e+22 	 2.575103e+07
1.25463457e+01 	 1.635892e-02 	 2.480350e+03 	 3.779297e+02 	 1.436965e+09 	 1.077584e+22 	 1.516135e+05 	 1.594307e+39 	 1.065988e+39 	 3.229268e+22 	 2.553363e+07
1.25656712e+01 	 1.650159e-02 	 2.476156e+03 	 3.733682e+02 	 1.432110e+09 	 1.063089e+22 	 1.500485e+05 	 1.590324e+39 	 1.064135e+39 	 3.185835e+22 	 2.531807e+07
1.25850515e+01 	 1.664545e-02 	 2.471968e+03 	 3.688618e+02 	 1.427270e+09 	 1.048785e+22 	 1.485002e+05 	 1.586353e+39 	 1.062286e+39 	 3.142978e+22 	 2.510436e+07
1.26044910e+01 	 1.679049e-02 	 2.467786e+03 	 3.644098e+02 	 1.422445e+09 	 1.034670e+22 	 1.469683e+05 	 1.582394e+39 	 1.060442e+39 	 3.100685e+22 	 2.489249e+07
1.26239884e+01 	 1.693673e-02 	 2.463610e+03 	 3.600115e+02 	 1.417635e+09 	 1.020742e+22 	 1.454528e+05 	 1.578448e+39 	 1.058601e+39 	 3.058950e+22 	 2.468243e+07
1.26435420e+01 	 1.708417e-02 	 2.459440e+03 	 3.556664e+02 	 1.412840e+09 	 1.006997e+22 	 1.439535e+05 	 1.574513e+39 	 1.056764e+39 	 3.017767e+22 	 2.447416e+07
1.26631522e+01 	 1.723284e-02 	 2.455276e+03 	 3.513736e+02 	 1.408060e+09 	 9.934343e+21 	 1.424700e+05 	 1.570592e+39 	 1.054932e+39 	 2.977129e+22 	 2.426767e+07
1.26828181e+01 	 1.738273e-02 	 2.451118e+03 	 3.471327e+02 	 1.403295e+09 	 9.800510e+21 	 1.410023e+05 	 1.566682e+39 	 1.053104e+39 	 2.937028e+22 	 2.406295e+07
1.27025397e+01 	 1.753387e-02 	 2.446966e+03 	 3.429430e+02 	 1.398545e+09 	 9.668450e+21 	 1.395502e+05 	 1.562785e+39 	 1.051279e+39 	 2.897458e+22 	 2.385997e+07
1.27223154e+01 	 1.768626e-02 	 2.442821e+03 	 3.388038e+02 	 1.393810e+09 	 9.538143e+21 	 1.381134e+05 	 1.558900e+39 	 1.049459e+39 	 2.858413e+22 	 2.365872e+07
1.27421452e+01 	 1.783992e-02 	 2.438681e+03 	 3.347146e+02 	 1.389090e+09 	 9.409567e+21 	 1.366918e+05 	 1.555027e+39 	 1.047643e+39 	 2.819887e+22 	 2.345918e+07
