r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20005517e+01 	 6.058357e-03 	 2.606168e+03 	 7.987179e+02 	 1.586446e+09 	 1.602881e+22 	 4.301570e+05 	 1.713576e+39 	 1.119907e+39 	 4.800519e+22 	 4.847015e+07
1.20108181e+01 	 6.119555e-03 	 2.602577e+03 	 7.892005e+02 	 1.582077e+09 	 1.585277e+22 	 4.252685e+05 	 1.710192e+39 	 1.118203e+39 	 4.747825e+22 	 4.801854e+07
1.20211266e+01 	 6.181333e-03 	 2.598987e+03 	 7.797965e+02 	 1.577715e+09 	 1.567847e+22 	 4.204375e+05 	 1.706814e+39 	 1.116500e+39 	 4.695654e+22 	 4.757130e+07
1.20314768e+01 	 6.243699e-03 	 2.595398e+03 	 7.705046e+02 	 1.573361e+09 	 1.550592e+22 	 4.156632e+05 	 1.703439e+39 	 1.114800e+39 	 4.644003e+22 	 4.712840e+07
1.20418689e+01 	 6.306656e-03 	 2.591811e+03 	 7.613234e+02 	 1.569014e+09 	 1.533509e+22 	 4.109449e+05 	 1.700069e+39 	 1.113101e+39 	 4.592868e+22 	 4.668978e+07
1.20523034e+01 	 6.370210e-03 	 2.588224e+03 	 7.522516e+02 	 1.564675e+09 	 1.516596e+22 	 4.062821e+05 	 1.696703e+39 	 1.111405e+39 	 4.542243e+22 	 4.625542e+07
1.20627801e+01 	 6.434367e-03 	 2.584639e+03 	 7.432879e+02 	 1.560343e+09 	 1.499853e+22 	 4.016739e+05 	 1.693342e+39 	 1.109710e+39 	 4.492124e+22 	 4.582525e+07
1.20732988e+01 	 6.499132e-03 	 2.581055e+03 	 7.344310e+02 	 1.556019e+09 	 1.483279e+22 	 3.971198e+05 	 1.689985e+39 	 1.108018e+39 	 4.442509e+22 	 4.539924e+07
1.20838596e+01 	 6.564510e-03 	 2.577473e+03 	 7.256796e+02 	 1.551703e+09 	 1.466871e+22 	 3.926191e+05 	 1.686633e+39 	 1.106328e+39 	 4.393392e+22 	 4.497735e+07
1.20944629e+01 	 6.630506e-03 	 2.573892e+03 	 7.170325e+02 	 1.547394e+09 	 1.450628e+22 	 3.881711e+05 	 1.683285e+39 	 1.104639e+39 	 4.344769e+22 	 4.455953e+07
1.21051087e+01 	 6.697127e-03 	 2.570312e+03 	 7.084885e+02 	 1.543093e+09 	 1.434548e+22 	 3.837753e+05 	 1.679942e+39 	 1.102953e+39 	 4.296635e+22 	 4.414574e+07
1.21157970e+01 	 6.764377e-03 	 2.566733e+03 	 7.000463e+02 	 1.538799e+09 	 1.418632e+22 	 3.794309e+05 	 1.676603e+39 	 1.101269e+39 	 4.248988e+22 	 4.373595e+07
1.21265278e+01 	 6.832263e-03 	 2.563156e+03 	 6.917046e+02 	 1.534513e+09 	 1.402876e+22 	 3.751373e+05 	 1.673269e+39 	 1.099587e+39 	 4.201822e+22 	 4.333011e+07
1.21373013e+01 	 6.900789e-03 	 2.559581e+03 	 6.834624e+02 	 1.530235e+09 	 1.387280e+22 	 3.708941e+05 	 1.669940e+39 	 1.097908e+39 	 4.155133e+22 	 4.292818e+07
