r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19998752e+01 	 3.935567e-06 	 2.416828e+03 	 1.229692e+05 	 1.364306e+09 	 1.597870e+22 	 6.197339e+08 	 7.375465e+38 	 4.820091e+38 	 3.757805e+22 	 8.342991e+09
1.19999566e+01 	 3.981088e-06 	 2.413534e+03 	 1.215613e+05 	 1.360590e+09 	 1.578097e+22 	 6.117633e+08 	 7.375426e+38 	 4.820084e+38 	 3.712846e+22 	 8.261006e+09
1.20000379e+01 	 4.027135e-06 	 2.410246e+03 	 1.201695e+05 	 1.356886e+09 	 1.558578e+22 	 6.038959e+08 	 7.375388e+38 	 4.820076e+38 	 3.668451e+22 	 8.179813e+09
1.20001191e+01 	 4.073715e-06 	 2.406965e+03 	 1.187936e+05 	 1.353193e+09 	 1.539309e+22 	 5.961304e+08 	 7.375350e+38 	 4.820068e+38 	 3.624614e+22 	 8.099406e+09
1.20002002e+01 	 4.120834e-06 	 2.403689e+03 	 1.174335e+05 	 1.349512e+09 	 1.520288e+22 	 5.884654e+08 	 7.375312e+38 	 4.820061e+38 	 3.581325e+22 	 8.019775e+09
1.20002811e+01 	 4.168498e-06 	 2.400418e+03 	 1.160889e+05 	 1.345842e+09 	 1.501511e+22 	 5.808996e+08 	 7.375274e+38 	 4.820053e+38 	 3.538579e+22 	 7.940915e+09
1.20003620e+01 	 4.216714e-06 	 2.397154e+03 	 1.147598e+05 	 1.342184e+09 	 1.482975e+22 	 5.734318e+08 	 7.375236e+38 	 4.820045e+38 	 3.496368e+22 	 7.862818e+09
1.20004427e+01 	 4.265487e-06 	 2.393895e+03 	 1.134458e+05 	 1.338537e+09 	 1.464676e+22 	 5.660606e+08 	 7.375198e+38 	 4.820038e+38 	 3.454684e+22 	 7.785476e+09
1.20005234e+01 	 4.314825e-06 	 2.390642e+03 	 1.121469e+05 	 1.334902e+09 	 1.446612e+22 	 5.587848e+08 	 7.375160e+38 	 4.820030e+38 	 3.413522e+22 	 7.708883e+09
1.20006039e+01 	 4.364733e-06 	 2.387394e+03 	 1.108629e+05 	 1.331278e+09 	 1.428780e+22 	 5.516031e+08 	 7.375122e+38 	 4.820022e+38 	 3.372875e+22 	 7.633031e+09
1.20006843e+01 	 4.415218e-06 	 2.384153e+03 	 1.095936e+05 	 1.327665e+09 	 1.411176e+22 	 5.445143e+08 	 7.375084e+38 	 4.820015e+38 	 3.332735e+22 	 7.557913e+09
1.20007646e+01 	 4.466288e-06 	 2.380917e+03 	 1.083388e+05 	 1.324063e+09 	 1.393797e+22 	 5.375173e+08 	 7.375046e+38 	 4.820007e+38 	 3.293095e+22 	 7.483522e+09
1.20008448e+01 	 4.517948e-06 	 2.377686e+03 	 1.070984e+05 	 1.320473e+09 	 1.376641e+22 	 5.306108e+08 	 7.375008e+38 	 4.819999e+38 	 3.253951e+22 	 7.409851e+09
1.20009249e+01 	 4.570206e-06 	 2.374462e+03 	 1.058722e+05 	 1.316894e+09 	 1.359704e+22 	 5.237935e+08 	 7.374970e+38 	 4.819991e+38 	 3.215294e+22 	 7.336894e+09
1.20010049e+01 	 4.623069e-06 	 2.371243e+03 	 1.046600e+05 	 1.313326e+09 	 1.342984e+22 	 5.170645e+08 	 7.374932e+38 	 4.819984e+38 	 3.177120e+22 	 7.264643e+09
1.20010848e+01 	 4.676543e-06 	 2.368030e+03 	 1.034617e+05 	 1.309769e+09 	 1.326477e+22 	 5.104225e+08 	 7.374894e+38 	 4.819976e+38 	 3.139420e+22 	 7.193092e+09
1.20011646e+01 	 4.730636e-06 	 2.364822e+03 	 1.022771e+05 	 1.306223e+09 	 1.310182e+22 	 5.038663e+08 	 7.374856e+38 	 4.819968e+38 	 3.102190e+22 	 7.122234e+09
1.20012442e+01 	 4.785355e-06 	 2.361620e+03 	 1.011061e+05 	 1.302688e+09 	 1.294094e+22 	 4.973949e+08 	 7.374819e+38 	 4.819961e+38 	 3.065424e+22 	 7.052063e+09
