r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20098731e+01 	 4.314937e-03 	 2.605947e+03 	 9.977233e+02 	 1.586176e+09 	 1.603146e+22 	 6.039096e+05 	 1.709985e+39 	 1.118021e+39 	 4.799295e+22 	 6.060148e+07
1.20172651e+01 	 4.360661e-03 	 2.602780e+03 	 9.858868e+02 	 1.582324e+09 	 1.587596e+22 	 5.968510e+05 	 1.707105e+39 	 1.116501e+39 	 4.752789e+22 	 6.001304e+07
1.20246952e+01 	 4.406843e-03 	 2.599612e+03 	 9.741907e+02 	 1.578474e+09 	 1.572172e+22 	 5.898775e+05 	 1.704226e+39 	 1.114982e+39 	 4.706659e+22 	 5.943059e+07
1.20321633e+01 	 4.453486e-03 	 2.596443e+03 	 9.626334e+02 	 1.574628e+09 	 1.556874e+22 	 5.829878e+05 	 1.701346e+39 	 1.113464e+39 	 4.660907e+22 	 5.885405e+07
1.20396691e+01 	 4.500596e-03 	 2.593273e+03 	 9.512132e+02 	 1.570785e+09 	 1.541703e+22 	 5.761811e+05 	 1.698467e+39 	 1.111945e+39 	 4.615531e+22 	 5.828335e+07
1.20472135e+01 	 4.548176e-03 	 2.590101e+03 	 9.399285e+02 	 1.566946e+09 	 1.526656e+22 	 5.694562e+05 	 1.695588e+39 	 1.110427e+39 	 4.570526e+22 	 5.771844e+07
1.20547973e+01 	 4.596230e-03 	 2.586929e+03 	 9.287777e+02 	 1.563109e+09 	 1.511732e+22 	 5.628123e+05 	 1.692709e+39 	 1.108909e+39 	 4.525889e+22 	 5.715927e+07
1.20624204e+01 	 4.644762e-03 	 2.583755e+03 	 9.177591e+02 	 1.559276e+09 	 1.496930e+22 	 5.562484e+05 	 1.689831e+39 	 1.107392e+39 	 4.481617e+22 	 5.660577e+07
1.20700833e+01 	 4.693777e-03 	 2.580580e+03 	 9.068713e+02 	 1.555447e+09 	 1.482250e+22 	 5.497634e+05 	 1.686953e+39 	 1.105875e+39 	 4.437707e+22 	 5.605790e+07
1.20777862e+01 	 4.743278e-03 	 2.577404e+03 	 8.961126e+02 	 1.551620e+09 	 1.467690e+22 	 5.433564e+05 	 1.684075e+39 	 1.104359e+39 	 4.394156e+22 	 5.551558e+07
1.20855291e+01 	 4.793271e-03 	 2.574226e+03 	 8.854816e+02 	 1.547796e+09 	 1.453249e+22 	 5.370264e+05 	 1.681199e+39 	 1.102843e+39 	 4.350961e+22 	 5.497877e+07
1.20933127e+01 	 4.843759e-03 	 2.571047e+03 	 8.749767e+02 	 1.543975e+09 	 1.438927e+22 	 5.307725e+05 	 1.678323e+39 	 1.101328e+39 	 4.308120e+22 	 5.444741e+07
1.21011357e+01 	 4.894748e-03 	 2.567867e+03 	 8.645964e+02 	 1.540158e+09 	 1.424723e+22 	 5.245936e+05 	 1.675449e+39 	 1.099814e+39 	 4.265633e+22 	 5.392143e+07
1.21089989e+01 	 4.946242e-03 	 2.564685e+03 	 8.543393e+02 	 1.536344e+09 	 1.410637e+22 	 5.184890e+05 	 1.672575e+39 	 1.098301e+39 	 4.223497e+22 	 5.340077e+07
1.21169018e+01 	 4.998247e-03 	 2.561502e+03 	 8.442038e+02 	 1.532533e+09 	 1.396669e+22 	 5.124577e+05 	 1.669702e+39 	 1.096788e+39 	 4.181713e+22 	 5.288538e+07
1.21248433e+01 	 5.050767e-03 	 2.558319e+03 	 8.341886e+02 	 1.528727e+09 	 1.382819e+22 	 5.064986e+05 	 1.666830e+39 	 1.095276e+39 	 4.140281e+22 	 5.237518e+07
1.21328250e+01 	 5.103808e-03 	 2.555135e+03 	 8.242922e+02 	 1.524923e+09 	 1.369085e+22 	 5.006111e+05 	 1.663958e+39 	 1.093765e+39 	 4.099197e+22 	 5.187014e+07
1.21408455e+01 	 5.157374e-03 	 2.551950e+03 	 8.145132e+02 	 1.521124e+09 	 1.355469e+22 	 4.947941e+05 	 1.661087e+39 	 1.092254e+39 	 4.058463e+22 	 5.137018e+07
1.21489050e+01 	 5.211470e-03 	 2.548764e+03 	 8.048503e+02 	 1.517329e+09 	 1.341968e+22 	 4.890468e+05 	 1.658217e+39 	 1.090743e+39 	 4.018076e+22 	 5.087525e+07
1.21570044e+01 	 5.266101e-03 	 2.545578e+03 	 7.953019e+02 	 1.513538e+09 	 1.328583e+22 	 4.833683e+05 	 1.655348e+39 	 1.089233e+39 	 3.978032e+22 	 5.038531e+07
1.21651447e+01 	 5.321270e-03 	 2.542391e+03 	 7.858669e+02 	 1.509750e+09 	 1.315311e+22 	 4.777580e+05 	 1.652480e+39 	 1.087724e+39 	 3.938327e+22 	 4.990031e+07
1.21733251e+01 	 5.376984e-03 	 2.539203e+03 	 7.765437e+02 	 1.505966e+09 	 1.302152e+22 	 4.722149e+05 	 1.649613e+39 	 1.086216e+39 	 3.898960e+22 	 4.942020e+07
