r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20015139e+01 	 6.328150e-06 	 2.443054e+03 	 1.079923e+05 	 1.394076e+09 	 1.601354e+22 	 3.889443e+08 	 8.148750e+38 	 5.325842e+38 	 3.872394e+22 	 7.209567e+09
1.20016032e+01 	 6.401061e-06 	 2.439858e+03 	 1.067604e+05 	 1.390431e+09 	 1.582313e+22 	 3.839850e+08 	 8.148697e+38 	 5.325829e+38 	 3.828064e+22 	 7.138653e+09
1.20016924e+01 	 6.474812e-06 	 2.436667e+03 	 1.055426e+05 	 1.386797e+09 	 1.563509e+22 	 3.790893e+08 	 8.148644e+38 	 5.325815e+38 	 3.784272e+22 	 7.068424e+09
1.20017815e+01 	 6.549413e-06 	 2.433483e+03 	 1.043386e+05 	 1.383175e+09 	 1.544940e+22 	 3.742565e+08 	 8.148591e+38 	 5.325801e+38 	 3.741011e+22 	 6.998874e+09
1.20018705e+01 	 6.624873e-06 	 2.430304e+03 	 1.031484e+05 	 1.379564e+09 	 1.526603e+22 	 3.694858e+08 	 8.148538e+38 	 5.325788e+38 	 3.698276e+22 	 6.929997e+09
1.20019594e+01 	 6.701204e-06 	 2.427132e+03 	 1.019718e+05 	 1.375964e+09 	 1.508495e+22 	 3.647764e+08 	 8.148485e+38 	 5.325774e+38 	 3.656058e+22 	 6.861786e+09
1.20020482e+01 	 6.778413e-06 	 2.423965e+03 	 1.008086e+05 	 1.372376e+09 	 1.490613e+22 	 3.601274e+08 	 8.148432e+38 	 5.325760e+38 	 3.614351e+22 	 6.794235e+09
1.20021370e+01 	 6.856513e-06 	 2.420804e+03 	 9.965866e+04 	 1.368799e+09 	 1.472953e+22 	 3.555380e+08 	 8.148379e+38 	 5.325747e+38 	 3.573150e+22 	 6.727337e+09
1.20022256e+01 	 6.935512e-06 	 2.417648e+03 	 9.852185e+04 	 1.365233e+09 	 1.455513e+22 	 3.510076e+08 	 8.148326e+38 	 5.325733e+38 	 3.532446e+22 	 6.661086e+09
1.20023142e+01 	 7.015422e-06 	 2.414499e+03 	 9.739800e+04 	 1.361678e+09 	 1.438291e+22 	 3.465353e+08 	 8.148274e+38 	 5.325719e+38 	 3.492235e+22 	 6.595477e+09
1.20024026e+01 	 7.096252e-06 	 2.411355e+03 	 9.628697e+04 	 1.358135e+09 	 1.421282e+22 	 3.421205e+08 	 8.148221e+38 	 5.325705e+38 	 3.452510e+22 	 6.530502e+09
1.20024910e+01 	 7.178014e-06 	 2.408217e+03 	 9.518862e+04 	 1.354602e+09 	 1.404486e+22 	 3.377622e+08 	 8.148168e+38 	 5.325692e+38 	 3.413265e+22 	 6.466157e+09
1.20025793e+01 	 7.260718e-06 	 2.405085e+03 	 9.410279e+04 	 1.351081e+09 	 1.387898e+22 	 3.334599e+08 	 8.148115e+38 	 5.325678e+38 	 3.374493e+22 	 6.402434e+09
1.20026675e+01 	 7.344376e-06 	 2.401959e+03 	 9.302935e+04 	 1.347571e+09 	 1.371516e+22 	 3.292128e+08 	 8.148062e+38 	 5.325664e+38 	 3.336189e+22 	 6.339328e+09
1.20027556e+01 	 7.428997e-06 	 2.398838e+03 	 9.196816e+04 	 1.344071e+09 	 1.355338e+22 	 3.250202e+08 	 8.148009e+38 	 5.325650e+38 	 3.298346e+22 	 6.276834e+09
1.20028436e+01 	 7.514593e-06 	 2.395723e+03 	 9.091907e+04 	 1.340583e+09 	 1.339361e+22 	 3.208813e+08 	 8.147956e+38 	 5.325636e+38 	 3.260960e+22 	 6.214945e+09
1.20029315e+01 	 7.601176e-06 	 2.392614e+03 	 8.988194e+04 	 1.337106e+09 	 1.323582e+22 	 3.167956e+08 	 8.147903e+38 	 5.325622e+38 	 3.224024e+22 	 6.153655e+09
1.20030194e+01 	 7.688756e-06 	 2.389511e+03 	 8.885665e+04 	 1.333639e+09 	 1.307998e+22 	 3.127622e+08 	 8.147850e+38 	 5.325608e+38 	 3.187532e+22 	 6.092959e+09
1.20031071e+01 	 7.777346e-06 	 2.386413e+03 	 8.784305e+04 	 1.330184e+09 	 1.292608e+22 	 3.087806e+08 	 8.147797e+38 	 5.325594e+38 	 3.151480e+22 	 6.032852e+09
1.20031948e+01 	 7.866956e-06 	 2.383321e+03 	 8.684102e+04 	 1.326739e+09 	 1.277409e+22 	 3.048500e+08 	 8.147745e+38 	 5.325580e+38 	 3.115860e+22 	 5.973327e+09
1.20032824e+01 	 7.957599e-06 	 2.380235e+03 	 8.585042e+04 	 1.323305e+09 	 1.262398e+22 	 3.009697e+08 	 8.147692e+38 	 5.325566e+38 	 3.080668e+22 	 5.914379e+09
1.20033699e+01 	 8.049287e-06 	 2.377154e+03 	 8.487111e+04 	 1.319882e+09 	 1.247572e+22 	 2.971393e+08 	 8.147639e+38 	 5.325552e+38 	 3.045899e+22 	 5.856003e+09
1.20034573e+01 	 8.142031e-06 	 2.374080e+03 	 8.390298e+04 	 1.316470e+09 	 1.232931e+22 	 2.933579e+08 	 8.147586e+38 	 5.325538e+38 	 3.011547e+22 	 5.798193e+09
1.20035446e+01 	 8.235844e-06 	 2.371010e+03 	 8.294589e+04 	 1.313068e+09 	 1.218470e+22 	 2.896250e+08 	 8.147533e+38 	 5.325524e+38 	 2.977607e+22 	 5.740943e+09
1.20036318e+01 	 8.330738e-06 	 2.367947e+03 	 8.199972e+04 	 1.309677e+09 	 1.204188e+22 	 2.859399e+08 	 8.147480e+38 	 5.325510e+38 	 2.944074e+22 	 5.684249e+09
1.20037190e+01 	 8.426726e-06 	 2.364889e+03 	 8.106434e+04 	 1.306297e+09 	 1.190083e+22 	 2.823021e+08 	 8.147427e+38 	 5.325496e+38 	 2.910943e+22 	 5.628104e+09
1.20038061e+01 	 8.523819e-06 	 2.361837e+03 	 8.013963e+04 	 1.302927e+09 	 1.176152e+22 	 2.787108e+08 	 8.147374e+38 	 5.325482e+38 	 2.878208e+22 	 5.572505e+09
1.20038931e+01 	 8.622032e-06 	 2.358790e+03 	 7.922547e+04 	 1.299568e+09 	 1.162393e+22 	 2.751656e+08 	 8.147322e+38 	 5.325468e+38 	 2.845865e+22 	 5.517445e+09
1.20039800e+01 	 8.721376e-06 	 2.355750e+03 	 7.832174e+04 	 1.296220e+09 	 1.148804e+22 	 2.716658e+08 	 8.147269e+38 	 5.325454e+38 	 2.813909e+22 	 5.462919e+09
1.20040668e+01 	 8.821865e-06 	 2.352714e+03 	 7.742831e+04 	 1.292882e+09 	 1.135382e+22 	 2.682108e+08 	 8.147216e+38 	 5.325440e+38 	 2.782335e+22 	 5.408923e+09
1.20041536e+01 	 8.923512e-06 	 2.349685e+03 	 7.654508e+04 	 1.289554e+09 	 1.122126e+22 	 2.648001e+08 	 8.147163e+38 	 5.325426e+38 	 2.751137e+22 	 5.355451e+09
1.20042403e+01 	 9.026330e-06 	 2.346661e+03 	 7.567192e+04 	 1.286237e+09 	 1.109034e+22 	 2.614330e+08 	 8.147110e+38 	 5.325411e+38 	 2.720312e+22 	 5.302499e+09
1.20043269e+01 	 9.130333e-06 	 2.343643e+03 	 7.480873e+04 	 1.282931e+09 	 1.096102e+22 	 2.581091e+08 	 8.147057e+38 	 5.325397e+38 	 2.689855e+22 	 5.250060e+09
1.20044134e+01 	 9.235535e-06 	 2.340630e+03 	 7.395538e+04 	 1.279634e+09 	 1.083330e+22 	 2.548277e+08 	 8.147004e+38 	 5.325383e+38 	 2.659761e+22 	 5.198132e+09
1.20044999e+01 	 9.341949e-06 	 2.337623e+03 	 7.311176e+04 	 1.276349e+09 	 1.070715e+22 	 2.515883e+08 	 8.146951e+38 	 5.325369e+38 	 2.630026e+22 	 5.146707e+09
1.20045862e+01 	 9.449589e-06 	 2.334621e+03 	 7.227777e+04 	 1.273073e+09 	 1.058255e+22 	 2.483904e+08 	 8.146898e+38 	 5.325354e+38 	 2.600644e+22 	 5.095783e+09
1.20046725e+01 	 9.558469e-06 	 2.331625e+03 	 7.145329e+04 	 1.269808e+09 	 1.045949e+22 	 2.452335e+08 	 8.146846e+38 	 5.325340e+38 	 2.571612e+22 	 5.045353e+09
1.20047587e+01 	 9.668605e-06 	 2.328635e+03 	 7.063821e+04 	 1.266553e+09 	 1.033793e+22 	 2.421169e+08 	 8.146793e+38 	 5.325326e+38 	 2.542926e+22 	 4.995414e+09
1.20048449e+01 	 9.780009e-06 	 2.325650e+03 	 6.983244e+04 	 1.263308e+09 	 1.021787e+22 	 2.390402e+08 	 8.146740e+38 	 5.325312e+38 	 2.514580e+22 	 4.945960e+09
1.20049310e+01 	 9.892697e-06 	 2.322671e+03 	 6.903585e+04 	 1.260073e+09 	 1.009928e+22 	 2.360029e+08 	 8.146687e+38 	 5.325297e+38 	 2.486571e+22 	 4.896987e+09
1.20050170e+01 	 1.000668e-05 	 2.319698e+03 	 6.824835e+04 	 1.256849e+09 	 9.982152e+21 	 2.330045e+08 	 8.146634e+38 	 5.325283e+38 	 2.458895e+22 	 4.848490e+09
1.20051029e+01 	 1.012198e-05 	 2.316730e+03 	 6.746984e+04 	 1.253635e+09 	 9.866456e+21 	 2.300444e+08 	 8.146581e+38 	 5.325268e+38 	 2.431548e+22 	 4.800465e+09
1.20051887e+01 	 1.023861e-05 	 2.313767e+03 	 6.670020e+04 	 1.250431e+09 	 9.752179e+21 	 2.271222e+08 	 8.146528e+38 	 5.325254e+38 	 2.404524e+22 	 4.752907e+09
1.20052745e+01 	 1.035659e-05 	 2.310810e+03 	 6.593934e+04 	 1.247237e+09 	 9.639303e+21 	 2.242374e+08 	 8.146475e+38 	 5.325240e+38 	 2.377821e+22 	 4.705812e+09
1.20053602e+01 	 1.047592e-05 	 2.307859e+03 	 6.518717e+04 	 1.244053e+09 	 9.527809e+21 	 2.213894e+08 	 8.146422e+38 	 5.325225e+38 	 2.351434e+22 	 4.659176e+09
1.20054459e+01 	 1.059663e-05 	 2.304913e+03 	 6.444357e+04 	 1.240879e+09 	 9.417680e+21 	 2.185779e+08 	 8.146369e+38 	 5.325211e+38 	 2.325360e+22 	 4.612993e+09
1.20055314e+01 	 1.071872e-05 	 2.301972e+03 	 6.370846e+04 	 1.237715e+09 	 9.308899e+21 	 2.158024e+08 	 8.146316e+38 	 5.325196e+38 	 2.299594e+22 	 4.567260e+09
1.20056169e+01 	 1.084223e-05 	 2.299037e+03 	 6.298173e+04 	 1.234561e+09 	 9.201448e+21 	 2.130623e+08 	 8.146263e+38 	 5.325181e+38 	 2.274133e+22 	 4.521972e+09
1.20057023e+01 	 1.096716e-05 	 2.296108e+03 	 6.226329e+04 	 1.231417e+09 	 9.095310e+21 	 2.103573e+08 	 8.146210e+38 	 5.325167e+38 	 2.248972e+22 	 4.477125e+09
1.20057877e+01 	 1.109353e-05 	 2.293184e+03 	 6.155305e+04 	 1.228282e+09 	 8.990469e+21 	 2.076868e+08 	 8.146157e+38 	 5.325152e+38 	 2.224109e+22 	 4.432716e+09
1.20058730e+01 	 1.122135e-05 	 2.290266e+03 	 6.085091e+04 	 1.225158e+09 	 8.886908e+21 	 2.050505e+08 	 8.146104e+38 	 5.325138e+38 	 2.199539e+22 	 4.388738e+09
1.20059582e+01 	 1.135065e-05 	 2.287353e+03 	 6.015677e+04 	 1.222044e+09 	 8.784612e+21 	 2.024479e+08 	 8.146051e+38 	 5.325123e+38 	 2.175259e+22 	 4.345190e+09
1.20060434e+01 	 1.148144e-05 	 2.284445e+03 	 5.947056e+04 	 1.218939e+09 	 8.683564e+21 	 1.998785e+08 	 8.145998e+38 	 5.325108e+38 	 2.151265e+22 	 4.302065e+09
1.20061285e+01 	 1.161373e-05 	 2.281543e+03 	 5.879217e+04 	 1.215844e+09 	 8.583749e+21 	 1.973420e+08 	 8.145945e+38 	 5.325094e+38 	 2.127555e+22 	 4.259361e+09
1.20062135e+01 	 1.174755e-05 	 2.278647e+03 	 5.812152e+04 	 1.212759e+09 	 8.485150e+21 	 1.948379e+08 	 8.145892e+38 	 5.325079e+38 	 2.104123e+22 	 4.217073e+09
1.20062985e+01 	 1.188291e-05 	 2.275756e+03 	 5.745853e+04 	 1.209683e+09 	 8.387753e+21 	 1.923658e+08 	 8.145839e+38 	 5.325064e+38 	 2.080968e+22 	 4.175198e+09
1.20063833e+01 	 1.201983e-05 	 2.272870e+03 	 5.680309e+04 	 1.206618e+09 	 8.291542e+21 	 1.899253e+08 	 8.145786e+38 	 5.325050e+38 	 2.058084e+22 	 4.133730e+09
1.20064682e+01 	 1.215833e-05 	 2.269990e+03 	 5.615513e+04 	 1.203562e+09 	 8.196501e+21 	 1.875160e+08 	 8.145733e+38 	 5.325035e+38 	 2.035470e+22 	 4.092668e+09
1.20065529e+01 	 1.229843e-05 	 2.267116e+03 	 5.551457e+04 	 1.200515e+09 	 8.102618e+21 	 1.851374e+08 	 8.145680e+38 	 5.325020e+38 	 2.013122e+22 	 4.052005e+09
