r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20001696e+01 	 1.355378e-05 	 2.486426e+03 	 7.993175e+04 	 1.444014e+09 	 1.592760e+22 	 1.843200e+08 	 9.688045e+38 	 6.331516e+38 	 4.060143e+22 	 5.196057e+09
1.20002791e+01 	 1.371005e-05 	 2.483457e+03 	 7.901903e+04 	 1.440568e+09 	 1.575470e+22 	 1.819930e+08 	 9.687943e+38 	 6.331479e+38 	 4.018008e+22 	 5.144284e+09
1.20003886e+01 	 1.386812e-05 	 2.480494e+03 	 7.811673e+04 	 1.437132e+09 	 1.558385e+22 	 1.796957e+08 	 9.687841e+38 	 6.331443e+38 	 3.976354e+22 	 5.093017e+09
1.20004980e+01 	 1.402802e-05 	 2.477537e+03 	 7.722473e+04 	 1.433708e+09 	 1.541501e+22 	 1.774276e+08 	 9.687738e+38 	 6.331407e+38 	 3.935173e+22 	 5.042251e+09
1.20006074e+01 	 1.418976e-05 	 2.474586e+03 	 7.634292e+04 	 1.430295e+09 	 1.524816e+22 	 1.751884e+08 	 9.687635e+38 	 6.331370e+38 	 3.894462e+22 	 4.991980e+09
1.20007167e+01 	 1.435336e-05 	 2.471641e+03 	 7.547118e+04 	 1.426892e+09 	 1.508328e+22 	 1.729777e+08 	 9.687533e+38 	 6.331334e+38 	 3.854214e+22 	 4.942201e+09
1.20008261e+01 	 1.451885e-05 	 2.468703e+03 	 7.460939e+04 	 1.423501e+09 	 1.492034e+22 	 1.707951e+08 	 9.687430e+38 	 6.331297e+38 	 3.814423e+22 	 4.892909e+09
1.20009353e+01 	 1.468625e-05 	 2.465770e+03 	 7.375744e+04 	 1.420122e+09 	 1.475932e+22 	 1.686403e+08 	 9.687327e+38 	 6.331260e+38 	 3.775083e+22 	 4.844099e+09
1.20010446e+01 	 1.485558e-05 	 2.462843e+03 	 7.291522e+04 	 1.416753e+09 	 1.460020e+22 	 1.665129e+08 	 9.687224e+38 	 6.331223e+38 	 3.736190e+22 	 4.795765e+09
1.20011538e+01 	 1.502686e-05 	 2.459923e+03 	 7.208262e+04 	 1.413395e+09 	 1.444294e+22 	 1.644126e+08 	 9.687120e+38 	 6.331186e+38 	 3.697738e+22 	 4.747905e+09
1.20012629e+01 	 1.520012e-05 	 2.457009e+03 	 7.125953e+04 	 1.410048e+09 	 1.428753e+22 	 1.623391e+08 	 9.687017e+38 	 6.331149e+38 	 3.659722e+22 	 4.700513e+09
1.20013721e+01 	 1.537538e-05 	 2.454101e+03 	 7.044583e+04 	 1.406712e+09 	 1.413395e+22 	 1.602919e+08 	 9.686913e+38 	 6.331112e+38 	 3.622137e+22 	 4.653584e+09
1.20014812e+01 	 1.555265e-05 	 2.451198e+03 	 6.964142e+04 	 1.403387e+09 	 1.398217e+22 	 1.582708e+08 	 9.686810e+38 	 6.331075e+38 	 3.584977e+22 	 4.607114e+09
1.20015902e+01 	 1.573197e-05 	 2.448302e+03 	 6.884621e+04 	 1.400072e+09 	 1.383218e+22 	 1.562753e+08 	 9.686706e+38 	 6.331038e+38 	 3.548237e+22 	 4.561100e+09
1.20016993e+01 	 1.591336e-05 	 2.445412e+03 	 6.806007e+04 	 1.396769e+09 	 1.368393e+22 	 1.543053e+08 	 9.686602e+38 	 6.331000e+38 	 3.511912e+22 	 4.515535e+09
1.20018083e+01 	 1.609684e-05 	 2.442528e+03 	 6.728290e+04 	 1.393476e+09 	 1.353743e+22 	 1.523603e+08 	 9.686498e+38 	 6.330963e+38 	 3.475998e+22 	 4.470417e+09
1.20019172e+01 	 1.628243e-05 	 2.439650e+03 	 6.651462e+04 	 1.390194e+09 	 1.339264e+22 	 1.504400e+08 	 9.686394e+38 	 6.330925e+38 	 3.440488e+22 	 4.425741e+09
1.20020262e+01 	 1.647017e-05 	 2.436778e+03 	 6.575510e+04 	 1.386923e+09 	 1.324955e+22 	 1.485442e+08 	 9.686289e+38 	 6.330887e+38 	 3.405379e+22 	 4.381502e+09
1.20021351e+01 	 1.666006e-05 	 2.433912e+03 	 6.500426e+04 	 1.383663e+09 	 1.310812e+22 	 1.466725e+08 	 9.686185e+38 	 6.330849e+38 	 3.370666e+22 	 4.337696e+09
1.20022440e+01 	 1.685215e-05 	 2.431052e+03 	 6.426199e+04 	 1.380413e+09 	 1.296835e+22 	 1.448245e+08 	 9.686080e+38 	 6.330811e+38 	 3.336343e+22 	 4.294320e+09
1.20023529e+01 	 1.704646e-05 	 2.428199e+03 	 6.352820e+04 	 1.377174e+09 	 1.283022e+22 	 1.430000e+08 	 9.685975e+38 	 6.330773e+38 	 3.302407e+22 	 4.251369e+09
1.20024617e+01 	 1.724300e-05 	 2.425351e+03 	 6.280278e+04 	 1.373945e+09 	 1.269369e+22 	 1.411988e+08 	 9.685870e+38 	 6.330735e+38 	 3.268852e+22 	 4.208839e+09
1.20025705e+01 	 1.744181e-05 	 2.422509e+03 	 6.208565e+04 	 1.370727e+09 	 1.255876e+22 	 1.394204e+08 	 9.685765e+38 	 6.330697e+38 	 3.235674e+22 	 4.166726e+09
1.20026793e+01 	 1.764291e-05 	 2.419673e+03 	 6.137671e+04 	 1.367520e+09 	 1.242539e+22 	 1.376646e+08 	 9.685660e+38 	 6.330658e+38 	 3.202868e+22 	 4.125026e+09
1.20027881e+01 	 1.784633e-05 	 2.416843e+03 	 6.067586e+04 	 1.364323e+09 	 1.229359e+22 	 1.359311e+08 	 9.685554e+38 	 6.330620e+38 	 3.170431e+22 	 4.083734e+09
1.20028968e+01 	 1.805210e-05 	 2.414019e+03 	 5.998302e+04 	 1.361137e+09 	 1.216331e+22 	 1.342197e+08 	 9.685448e+38 	 6.330581e+38 	 3.138357e+22 	 4.042848e+09
1.20030056e+01 	 1.826024e-05 	 2.411201e+03 	 5.929809e+04 	 1.357961e+09 	 1.203455e+22 	 1.325300e+08 	 9.685343e+38 	 6.330542e+38 	 3.106642e+22 	 4.002363e+09
1.20031143e+01 	 1.847078e-05 	 2.408389e+03 	 5.862098e+04 	 1.354795e+09 	 1.190729e+22 	 1.308617e+08 	 9.685237e+38 	 6.330503e+38 	 3.075282e+22 	 3.962275e+09
1.20032230e+01 	 1.868374e-05 	 2.405583e+03 	 5.795160e+04 	 1.351640e+09 	 1.178151e+22 	 1.292146e+08 	 9.685131e+38 	 6.330464e+38 	 3.044274e+22 	 3.922581e+09
1.20033316e+01 	 1.889917e-05 	 2.402783e+03 	 5.728986e+04 	 1.348495e+09 	 1.165719e+22 	 1.275885e+08 	 9.685024e+38 	 6.330425e+38 	 3.013611e+22 	 3.883276e+09
1.20034403e+01 	 1.911707e-05 	 2.399989e+03 	 5.663568e+04 	 1.345361e+09 	 1.153430e+22 	 1.259830e+08 	 9.684918e+38 	 6.330386e+38 	 2.983291e+22 	 3.844357e+09
1.20035489e+01 	 1.933749e-05 	 2.397200e+03 	 5.598897e+04 	 1.342237e+09 	 1.141285e+22 	 1.243979e+08 	 9.684811e+38 	 6.330347e+38 	 2.953310e+22 	 3.805821e+09
1.20036575e+01 	 1.956045e-05 	 2.394418e+03 	 5.534965e+04 	 1.339123e+09 	 1.129280e+22 	 1.228329e+08 	 9.684704e+38 	 6.330307e+38 	 2.923663e+22 	 3.767663e+09
1.20037661e+01 	 1.978598e-05 	 2.391642e+03 	 5.471762e+04 	 1.336019e+09 	 1.117414e+22 	 1.212877e+08 	 9.684598e+38 	 6.330268e+38 	 2.894346e+22 	 3.729879e+09
1.20038747e+01 	 2.001411e-05 	 2.388871e+03 	 5.409281e+04 	 1.332926e+09 	 1.105685e+22 	 1.197622e+08 	 9.684490e+38 	 6.330228e+38 	 2.865356e+22 	 3.692467e+09
1.20039833e+01 	 2.024487e-05 	 2.386107e+03 	 5.347514e+04 	 1.329842e+09 	 1.094092e+22 	 1.182560e+08 	 9.684383e+38 	 6.330188e+38 	 2.836689e+22 	 3.655423e+09
1.20040919e+01 	 2.047830e-05 	 2.383348e+03 	 5.286452e+04 	 1.326769e+09 	 1.082633e+22 	 1.167690e+08 	 9.684276e+38 	 6.330148e+38 	 2.808340e+22 	 3.618743e+09
1.20042004e+01 	 2.071441e-05 	 2.380595e+03 	 5.226087e+04 	 1.323706e+09 	 1.071307e+22 	 1.153008e+08 	 9.684168e+38 	 6.330108e+38 	 2.780305e+22 	 3.582423e+09
1.20043090e+01 	 2.095325e-05 	 2.377849e+03 	 5.166412e+04 	 1.320653e+09 	 1.060111e+22 	 1.138512e+08 	 9.684060e+38 	 6.330068e+38 	 2.752583e+22 	 3.546461e+09
1.20044175e+01 	 2.119484e-05 	 2.375108e+03 	 5.107418e+04 	 1.317610e+09 	 1.049044e+22 	 1.124200e+08 	 9.683952e+38 	 6.330028e+38 	 2.725168e+22 	 3.510852e+09
1.20045260e+01 	 2.143921e-05 	 2.372373e+03 	 5.049097e+04 	 1.314578e+09 	 1.038105e+22 	 1.110070e+08 	 9.683844e+38 	 6.329987e+38 	 2.698057e+22 	 3.475594e+09
