r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19998253e+01 	 5.706947e-05 	 2.559079e+03 	 3.376012e+04 	 1.529634e+09 	 1.601997e+22 	 4.490250e+07 	 1.288707e+39 	 8.422075e+38 	 4.480639e+22 	 2.103676e+09
1.20000166e+01 	 5.773350e-05 	 2.556794e+03 	 3.337062e+04 	 1.526905e+09 	 1.589220e+22 	 4.434572e+07 	 1.288658e+39 	 8.421829e+38 	 4.446593e+22 	 2.081763e+09
1.20002083e+01 	 5.840525e-05 	 2.554516e+03 	 3.298561e+04 	 1.524185e+09 	 1.576572e+22 	 4.379592e+07 	 1.288610e+39 	 8.421581e+38 	 4.412872e+22 	 2.060074e+09
1.20004002e+01 	 5.908481e-05 	 2.552244e+03 	 3.260505e+04 	 1.521475e+09 	 1.564049e+22 	 4.325301e+07 	 1.288561e+39 	 8.421332e+38 	 4.379473e+22 	 2.038605e+09
1.20005925e+01 	 5.977228e-05 	 2.549978e+03 	 3.222887e+04 	 1.518774e+09 	 1.551652e+22 	 4.271692e+07 	 1.288511e+39 	 8.421082e+38 	 4.346393e+22 	 2.017356e+09
1.20007851e+01 	 6.046774e-05 	 2.547718e+03 	 3.185704e+04 	 1.516084e+09 	 1.539377e+22 	 4.218755e+07 	 1.288462e+39 	 8.420830e+38 	 4.313629e+22 	 1.996323e+09
1.20009780e+01 	 6.117129e-05 	 2.545465e+03 	 3.148949e+04 	 1.513403e+09 	 1.527225e+22 	 4.166482e+07 	 1.288412e+39 	 8.420577e+38 	 4.281177e+22 	 1.975505e+09
1.20011712e+01 	 6.188302e-05 	 2.543217e+03 	 3.112619e+04 	 1.510732e+09 	 1.515193e+22 	 4.114864e+07 	 1.288362e+39 	 8.420322e+38 	 4.249033e+22 	 1.954899e+09
1.20013648e+01 	 6.260303e-05 	 2.540976e+03 	 3.076708e+04 	 1.508070e+09 	 1.503281e+22 	 4.063892e+07 	 1.288312e+39 	 8.420066e+38 	 4.217194e+22 	 1.934503e+09
1.20015586e+01 	 6.333142e-05 	 2.538741e+03 	 3.041211e+04 	 1.505418e+09 	 1.491486e+22 	 4.013560e+07 	 1.288262e+39 	 8.419808e+38 	 4.185657e+22 	 1.914316e+09
1.20017528e+01 	 6.406827e-05 	 2.536511e+03 	 3.006124e+04 	 1.502775e+09 	 1.479809e+22 	 3.963859e+07 	 1.288211e+39 	 8.419549e+38 	 4.154420e+22 	 1.894335e+09
1.20019474e+01 	 6.481369e-05 	 2.534288e+03 	 2.971441e+04 	 1.500142e+09 	 1.468247e+22 	 3.914780e+07 	 1.288160e+39 	 8.419288e+38 	 4.123478e+22 	 1.874558e+09
1.20021422e+01 	 6.556778e-05 	 2.532071e+03 	 2.937159e+04 	 1.497518e+09 	 1.456798e+22 	 3.866315e+07 	 1.288109e+39 	 8.419026e+38 	 4.092829e+22 	 1.854983e+09
1.20023374e+01 	 6.633065e-05 	 2.529860e+03 	 2.903272e+04 	 1.494904e+09 	 1.445463e+22 	 3.818458e+07 	 1.288057e+39 	 8.418763e+38 	 4.062468e+22 	 1.835608e+09
1.20025330e+01 	 6.710238e-05 	 2.527655e+03 	 2.869776e+04 	 1.492300e+09 	 1.434239e+22 	 3.771200e+07 	 1.288006e+39 	 8.418497e+38 	 4.032395e+22 	 1.816432e+09
1.20027289e+01 	 6.788308e-05 	 2.525456e+03 	 2.836666e+04 	 1.489704e+09 	 1.423126e+22 	 3.724534e+07 	 1.287954e+39 	 8.418231e+38 	 4.002604e+22 	 1.797451e+09
1.20029251e+01 	 6.867287e-05 	 2.523263e+03 	 2.803939e+04 	 1.487118e+09 	 1.412122e+22 	 3.678452e+07 	 1.287901e+39 	 8.417962e+38 	 3.973094e+22 	 1.778665e+09
1.20031217e+01 	 6.947184e-05 	 2.521076e+03 	 2.771589e+04 	 1.484541e+09 	 1.401225e+22 	 3.632947e+07 	 1.287849e+39 	 8.417692e+38 	 3.943861e+22 	 1.760070e+09
1.20033186e+01 	 7.028010e-05 	 2.518895e+03 	 2.739612e+04 	 1.481974e+09 	 1.390436e+22 	 3.588012e+07 	 1.287796e+39 	 8.417421e+38 	 3.914902e+22 	 1.741666e+09
1.20035159e+01 	 7.109776e-05 	 2.516720e+03 	 2.708005e+04 	 1.479416e+09 	 1.379752e+22 	 3.543638e+07 	 1.287743e+39 	 8.417148e+38 	 3.886215e+22 	 1.723451e+09
1.20037135e+01 	 7.192493e-05 	 2.514551e+03 	 2.676762e+04 	 1.476867e+09 	 1.369173e+22 	 3.499820e+07 	 1.287690e+39 	 8.416873e+38 	 3.857796e+22 	 1.705422e+09
1.20039116e+01 	 7.276171e-05 	 2.512388e+03 	 2.645879e+04 	 1.474327e+09 	 1.358696e+22 	 3.456550e+07 	 1.287636e+39 	 8.416596e+38 	 3.829643e+22 	 1.687577e+09
1.20041099e+01 	 7.360823e-05 	 2.510231e+03 	 2.615353e+04 	 1.471796e+09 	 1.348322e+22 	 3.413822e+07 	 1.287583e+39 	 8.416318e+38 	 3.801753e+22 	 1.669915e+09
1.20043087e+01 	 7.446459e-05 	 2.508080e+03 	 2.585179e+04 	 1.469275e+09 	 1.338049e+22 	 3.371627e+07 	 1.287528e+39 	 8.416039e+38 	 3.774122e+22 	 1.652435e+09
1.20045078e+01 	 7.533091e-05 	 2.505934e+03 	 2.555353e+04 	 1.466762e+09 	 1.327876e+22 	 3.329961e+07 	 1.287474e+39 	 8.415757e+38 	 3.746750e+22 	 1.635133e+09
1.20047073e+01 	 7.620730e-05 	 2.503795e+03 	 2.525871e+04 	 1.464259e+09 	 1.317802e+22 	 3.288815e+07 	 1.287419e+39 	 8.415474e+38 	 3.719632e+22 	 1.618009e+09
1.20049071e+01 	 7.709388e-05 	 2.501661e+03 	 2.496729e+04 	 1.461765e+09 	 1.307825e+22 	 3.248183e+07 	 1.287365e+39 	 8.415190e+38 	 3.692766e+22 	 1.601060e+09
1.20051073e+01 	 7.799077e-05 	 2.499534e+03 	 2.467924e+04 	 1.459279e+09 	 1.297945e+22 	 3.208060e+07 	 1.287309e+39 	 8.414903e+38 	 3.666149e+22 	 1.584285e+09
1.20053080e+01 	 7.889809e-05 	 2.497412e+03 	 2.439450e+04 	 1.456803e+09 	 1.288161e+22 	 3.168438e+07 	 1.287254e+39 	 8.414615e+38 	 3.639779e+22 	 1.567683e+09
1.20055090e+01 	 7.981596e-05 	 2.495296e+03 	 2.411306e+04 	 1.454335e+09 	 1.278471e+22 	 3.129311e+07 	 1.287198e+39 	 8.414325e+38 	 3.613653e+22 	 1.551250e+09
1.20057104e+01 	 8.074450e-05 	 2.493186e+03 	 2.383486e+04 	 1.451877e+09 	 1.268875e+22 	 3.090672e+07 	 1.287142e+39 	 8.414034e+38 	 3.587768e+22 	 1.534987e+09
1.20059122e+01 	 8.168384e-05 	 2.491082e+03 	 2.355987e+04 	 1.449427e+09 	 1.259371e+22 	 3.052517e+07 	 1.287086e+39 	 8.413740e+38 	 3.562122e+22 	 1.518890e+09
1.20061144e+01 	 8.263409e-05 	 2.488983e+03 	 2.328805e+04 	 1.446986e+09 	 1.249959e+22 	 3.014837e+07 	 1.287029e+39 	 8.413445e+38 	 3.536713e+22 	 1.502959e+09
1.20063170e+01 	 8.359540e-05 	 2.486890e+03 	 2.301937e+04 	 1.444554e+09 	 1.240637e+22 	 2.977629e+07 	 1.286972e+39 	 8.413148e+38 	 3.511537e+22 	 1.487191e+09
1.20065200e+01 	 8.456788e-05 	 2.484803e+03 	 2.275379e+04 	 1.442130e+09 	 1.231405e+22 	 2.940885e+07 	 1.286915e+39 	 8.412850e+38 	 3.486593e+22 	 1.471585e+09
1.20067234e+01 	 8.555167e-05 	 2.482722e+03 	 2.249127e+04 	 1.439715e+09 	 1.222261e+22 	 2.904599e+07 	 1.286857e+39 	 8.412549e+38 	 3.461878e+22 	 1.456140e+09
1.20069272e+01 	 8.654690e-05 	 2.480647e+03 	 2.223178e+04 	 1.437309e+09 	 1.213205e+22 	 2.868767e+07 	 1.286800e+39 	 8.412247e+38 	 3.437390e+22 	 1.440854e+09
1.20071314e+01 	 8.755370e-05 	 2.478577e+03 	 2.197529e+04 	 1.434912e+09 	 1.204235e+22 	 2.833382e+07 	 1.286741e+39 	 8.411942e+38 	 3.413126e+22 	 1.425724e+09
1.20073361e+01 	 8.857221e-05 	 2.476513e+03 	 2.172175e+04 	 1.432523e+09 	 1.195351e+22 	 2.798438e+07 	 1.286683e+39 	 8.411636e+38 	 3.389084e+22 	 1.410751e+09
1.20075412e+01 	 8.960255e-05 	 2.474455e+03 	 2.147114e+04 	 1.430143e+09 	 1.186552e+22 	 2.763930e+07 	 1.286624e+39 	 8.411328e+38 	 3.365262e+22 	 1.395931e+09
1.20077467e+01 	 9.064488e-05 	 2.472402e+03 	 2.122342e+04 	 1.427771e+09 	 1.177837e+22 	 2.729853e+07 	 1.286565e+39 	 8.411018e+38 	 3.341657e+22 	 1.381264e+09
1.20079526e+01 	 9.169932e-05 	 2.470355e+03 	 2.097856e+04 	 1.425408e+09 	 1.169204e+22 	 2.696201e+07 	 1.286506e+39 	 8.410707e+38 	 3.318267e+22 	 1.366748e+09
1.20081589e+01 	 9.276602e-05 	 2.468314e+03 	 2.073653e+04 	 1.423054e+09 	 1.160654e+22 	 2.662968e+07 	 1.286446e+39 	 8.410393e+38 	 3.295090e+22 	 1.352381e+09
1.20083657e+01 	 9.384512e-05 	 2.466279e+03 	 2.049728e+04 	 1.420708e+09 	 1.152185e+22 	 2.630150e+07 	 1.286386e+39 	 8.410077e+38 	 3.272124e+22 	 1.338162e+09
