r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20017028e+01 	 3.257280e-04 	 2.595237e+03 	 8.352159e+03 	 1.573166e+09 	 1.600900e+22 	 7.968760e+06 	 1.563195e+39 	 1.021678e+39 	 4.718982e+22 	 5.099859e+08
1.20022126e+01 	 3.295391e-04 	 2.593607e+03 	 8.254773e+03 	 1.571190e+09 	 1.592430e+22 	 7.871634e+06 	 1.562865e+39 	 1.021486e+39 	 4.694646e+22 	 5.044642e+08
1.20027250e+01 	 3.333947e-04 	 2.591980e+03 	 8.158523e+03 	 1.569219e+09 	 1.584016e+22 	 7.775700e+06 	 1.562534e+39 	 1.021292e+39 	 4.670466e+22 	 4.990019e+08
1.20032400e+01 	 3.372951e-04 	 2.590355e+03 	 8.063394e+03 	 1.567253e+09 	 1.575658e+22 	 7.680945e+06 	 1.562200e+39 	 1.021097e+39 	 4.646440e+22 	 4.935983e+08
1.20037576e+01 	 3.412411e-04 	 2.588734e+03 	 7.969375e+03 	 1.565291e+09 	 1.567356e+22 	 7.587354e+06 	 1.561864e+39 	 1.020901e+39 	 4.622567e+22 	 4.882528e+08
1.20042779e+01 	 3.452330e-04 	 2.587114e+03 	 7.876452e+03 	 1.563334e+09 	 1.559108e+22 	 7.494911e+06 	 1.561525e+39 	 1.020703e+39 	 4.598844e+22 	 4.829649e+08
1.20048009e+01 	 3.492714e-04 	 2.585498e+03 	 7.784612e+03 	 1.561381e+09 	 1.550914e+22 	 7.403604e+06 	 1.561185e+39 	 1.020504e+39 	 4.575271e+22 	 4.777338e+08
1.20053267e+01 	 3.533569e-04 	 2.583884e+03 	 7.693844e+03 	 1.559432e+09 	 1.542774e+22 	 7.313417e+06 	 1.560841e+39 	 1.020303e+39 	 4.551845e+22 	 4.725591e+08
1.20058552e+01 	 3.574900e-04 	 2.582273e+03 	 7.604134e+03 	 1.557488e+09 	 1.534687e+22 	 7.224338e+06 	 1.560496e+39 	 1.020101e+39 	 4.528567e+22 	 4.674401e+08
1.20063865e+01 	 3.616713e-04 	 2.580664e+03 	 7.515469e+03 	 1.555547e+09 	 1.526653e+22 	 7.136351e+06 	 1.560148e+39 	 1.019897e+39 	 4.505433e+22 	 4.623762e+08
1.20069206e+01 	 3.659013e-04 	 2.579058e+03 	 7.427839e+03 	 1.553612e+09 	 1.518671e+22 	 7.049445e+06 	 1.559798e+39 	 1.019693e+39 	 4.482443e+22 	 4.573669e+08
1.20074576e+01 	 3.701805e-04 	 2.577454e+03 	 7.341230e+03 	 1.551680e+09 	 1.510741e+22 	 6.963604e+06 	 1.559445e+39 	 1.019486e+39 	 4.459596e+22 	 4.524115e+08
1.20079974e+01 	 3.745096e-04 	 2.575852e+03 	 7.255631e+03 	 1.549752e+09 	 1.502861e+22 	 6.878817e+06 	 1.559090e+39 	 1.019278e+39 	 4.436889e+22 	 4.475095e+08
