r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20021756e+01 	 8.964249e-05 	 2.573548e+03 	 2.410467e+04 	 1.546980e+09 	 1.604104e+22 	 2.873307e+07 	 1.375085e+39 	 8.987514e+38 	 4.576530e+22 	 1.490046e+09
1.20024130e+01 	 9.068812e-05 	 2.571489e+03 	 2.382568e+04 	 1.544506e+09 	 1.592785e+22 	 2.837876e+07 	 1.375004e+39 	 8.987078e+38 	 4.545645e+22 	 1.474313e+09
1.20026509e+01 	 9.174594e-05 	 2.569436e+03 	 2.354992e+04 	 1.542041e+09 	 1.581570e+22 	 2.802887e+07 	 1.374922e+39 	 8.986640e+38 	 4.515035e+22 	 1.458742e+09
1.20028894e+01 	 9.281608e-05 	 2.567389e+03 	 2.327735e+04 	 1.539585e+09 	 1.570458e+22 	 2.768335e+07 	 1.374841e+39 	 8.986199e+38 	 4.484695e+22 	 1.443332e+09
1.20031285e+01 	 9.389870e-05 	 2.565347e+03 	 2.300793e+04 	 1.537138e+09 	 1.559450e+22 	 2.734213e+07 	 1.374758e+39 	 8.985755e+38 	 4.454624e+22 	 1.428083e+09
1.20033681e+01 	 9.499393e-05 	 2.563311e+03 	 2.274163e+04 	 1.534699e+09 	 1.548543e+22 	 2.700517e+07 	 1.374675e+39 	 8.985308e+38 	 4.424819e+22 	 1.412991e+09
1.20036084e+01 	 9.610193e-05 	 2.561281e+03 	 2.247841e+04 	 1.532268e+09 	 1.537736e+22 	 2.667240e+07 	 1.374592e+39 	 8.984858e+38 	 4.395276e+22 	 1.398055e+09
1.20038492e+01 	 9.722284e-05 	 2.559256e+03 	 2.221824e+04 	 1.529847e+09 	 1.527029e+22 	 2.634379e+07 	 1.374508e+39 	 8.984406e+38 	 4.365994e+22 	 1.383275e+09
1.20040906e+01 	 9.835681e-05 	 2.557237e+03 	 2.196109e+04 	 1.527434e+09 	 1.516421e+22 	 2.601927e+07 	 1.374424e+39 	 8.983950e+38 	 4.336970e+22 	 1.368648e+09
1.20043326e+01 	 9.950400e-05 	 2.555224e+03 	 2.170690e+04 	 1.525029e+09 	 1.505909e+22 	 2.569879e+07 	 1.374339e+39 	 8.983492e+38 	 4.308201e+22 	 1.354172e+09
1.20045752e+01 	 1.006646e-04 	 2.553216e+03 	 2.145566e+04 	 1.522634e+09 	 1.495494e+22 	 2.538231e+07 	 1.374254e+39 	 8.983031e+38 	 4.279683e+22 	 1.339846e+09
1.20048184e+01 	 1.018386e-04 	 2.551213e+03 	 2.120733e+04 	 1.520246e+09 	 1.485174e+22 	 2.506976e+07 	 1.374168e+39 	 8.982566e+38 	 4.251416e+22 	 1.325670e+09
1.20050622e+01 	 1.030264e-04 	 2.549216e+03 	 2.096187e+04 	 1.517867e+09 	 1.474949e+22 	 2.476111e+07 	 1.374082e+39 	 8.982099e+38 	 4.223395e+22 	 1.311640e+09
1.20053066e+01 	 1.042280e-04 	 2.547225e+03 	 2.071925e+04 	 1.515496e+09 	 1.464816e+22 	 2.445631e+07 	 1.373995e+39 	 8.981629e+38 	 4.195620e+22 	 1.297756e+09
1.20055517e+01 	 1.054436e-04 	 2.545239e+03 	 2.047945e+04 	 1.513134e+09 	 1.454776e+22 	 2.415529e+07 	 1.373907e+39 	 8.981155e+38 	 4.168087e+22 	 1.284016e+09
1.20057974e+01 	 1.066734e-04 	 2.543258e+03 	 2.024241e+04 	 1.510780e+09 	 1.444828e+22 	 2.385803e+07 	 1.373820e+39 	 8.980679e+38 	 4.140793e+22 	 1.270419e+09
1.20060437e+01 	 1.079175e-04 	 2.541283e+03 	 2.000812e+04 	 1.508435e+09 	 1.434969e+22 	 2.356446e+07 	 1.373731e+39 	 8.980199e+38 	 4.113737e+22 	 1.256963e+09
1.20062906e+01 	 1.091761e-04 	 2.539314e+03 	 1.977654e+04 	 1.506097e+09 	 1.425200e+22 	 2.327455e+07 	 1.373643e+39 	 8.979716e+38 	 4.086915e+22 	 1.243647e+09
1.20065382e+01 	 1.104494e-04 	 2.537349e+03 	 1.954765e+04 	 1.503768e+09 	 1.415519e+22 	 2.298824e+07 	 1.373553e+39 	 8.979230e+38 	 4.060325e+22 	 1.230469e+09
1.20067865e+01 	 1.117375e-04 	 2.535391e+03 	 1.932140e+04 	 1.501447e+09 	 1.405925e+22 	 2.270550e+07 	 1.373463e+39 	 8.978741e+38 	 4.033966e+22 	 1.217429e+09
1.20070354e+01 	 1.130406e-04 	 2.533437e+03 	 1.909777e+04 	 1.499135e+09 	 1.396418e+22 	 2.242627e+07 	 1.373373e+39 	 8.978249e+38 	 4.007834e+22 	 1.204524e+09
1.20072849e+01 	 1.143589e-04 	 2.531489e+03 	 1.887673e+04 	 1.496830e+09 	 1.386997e+22 	 2.215052e+07 	 1.373282e+39 	 8.977753e+38 	 3.981928e+22 	 1.191753e+09
1.20075351e+01 	 1.156925e-04 	 2.529547e+03 	 1.865824e+04 	 1.494534e+09 	 1.377661e+22 	 2.187819e+07 	 1.373191e+39 	 8.977254e+38 	 3.956246e+22 	 1.179115e+09
1.20077859e+01 	 1.170417e-04 	 2.527609e+03 	 1.844229e+04 	 1.492245e+09 	 1.368408e+22 	 2.160925e+07 	 1.373099e+39 	 8.976752e+38 	 3.930784e+22 	 1.166609e+09
1.20080375e+01 	 1.184066e-04 	 2.525677e+03 	 1.822883e+04 	 1.489965e+09 	 1.359239e+22 	 2.134366e+07 	 1.373006e+39 	 8.976247e+38 	 3.905541e+22 	 1.154233e+09
1.20082897e+01 	 1.197874e-04 	 2.523751e+03 	 1.801785e+04 	 1.487693e+09 	 1.350151e+22 	 2.108136e+07 	 1.372913e+39 	 8.975738e+38 	 3.880514e+22 	 1.141985e+09
1.20085426e+01 	 1.211843e-04 	 2.521829e+03 	 1.780931e+04 	 1.485428e+09 	 1.341145e+22 	 2.082233e+07 	 1.372819e+39 	 8.975225e+38 	 3.855701e+22 	 1.129866e+09
1.20087961e+01 	 1.225975e-04 	 2.519913e+03 	 1.760318e+04 	 1.483172e+09 	 1.332219e+22 	 2.056651e+07 	 1.372725e+39 	 8.974710e+38 	 3.831101e+22 	 1.117872e+09
1.20090504e+01 	 1.240272e-04 	 2.518002e+03 	 1.739943e+04 	 1.480924e+09 	 1.323372e+22 	 2.031387e+07 	 1.372630e+39 	 8.974191e+38 	 3.806710e+22 	 1.106004e+09
1.20093054e+01 	 1.254735e-04 	 2.516097e+03 	 1.719805e+04 	 1.478683e+09 	 1.314605e+22 	 2.006437e+07 	 1.372535e+39 	 8.973668e+38 	 3.782527e+22 	 1.094259e+09
1.20095610e+01 	 1.269366e-04 	 2.514196e+03 	 1.699900e+04 	 1.476450e+09 	 1.305915e+22 	 1.981797e+07 	 1.372439e+39 	 8.973142e+38 	 3.758550e+22 	 1.082637e+09
1.20098174e+01 	 1.284168e-04 	 2.512301e+03 	 1.680225e+04 	 1.474225e+09 	 1.297302e+22 	 1.957462e+07 	 1.372342e+39 	 8.972613e+38 	 3.734776e+22 	 1.071136e+09
1.20100745e+01 	 1.299142e-04 	 2.510411e+03 	 1.660777e+04 	 1.472008e+09 	 1.288765e+22 	 1.933430e+07 	 1.372245e+39 	 8.972080e+38 	 3.711204e+22 	 1.059755e+09
1.20103323e+01 	 1.314291e-04 	 2.508526e+03 	 1.641555e+04 	 1.469798e+09 	 1.280304e+22 	 1.909696e+07 	 1.372148e+39 	 8.971543e+38 	 3.687831e+22 	 1.048492e+09
1.20105909e+01 	 1.329616e-04 	 2.506647e+03 	 1.622555e+04 	 1.467596e+09 	 1.271917e+22 	 1.886257e+07 	 1.372049e+39 	 8.971003e+38 	 3.664656e+22 	 1.037347e+09
1.20108502e+01 	 1.345120e-04 	 2.504772e+03 	 1.603776e+04 	 1.465402e+09 	 1.263604e+22 	 1.863109e+07 	 1.371951e+39 	 8.970459e+38 	 3.641676e+22 	 1.026319e+09
1.20111102e+01 	 1.360804e-04 	 2.502903e+03 	 1.585213e+04 	 1.463216e+09 	 1.255364e+22 	 1.840247e+07 	 1.371851e+39 	 8.969912e+38 	 3.618890e+22 	 1.015406e+09
1.20113710e+01 	 1.376671e-04 	 2.501038e+03 	 1.566866e+04 	 1.461037e+09 	 1.247197e+22 	 1.817670e+07 	 1.371751e+39 	 8.969361e+38 	 3.596295e+22 	 1.004606e+09
1.20116325e+01 	 1.392723e-04 	 2.499179e+03 	 1.548730e+04 	 1.458865e+09 	 1.239101e+22 	 1.795372e+07 	 1.371650e+39 	 8.968806e+38 	 3.573890e+22 	 9.939199e+08
1.20118948e+01 	 1.408962e-04 	 2.497325e+03 	 1.530805e+04 	 1.456701e+09 	 1.231076e+22 	 1.773351e+07 	 1.371549e+39 	 8.968247e+38 	 3.551673e+22 	 9.833450e+08
1.20121578e+01 	 1.425389e-04 	 2.495476e+03 	 1.513087e+04 	 1.454545e+09 	 1.223121e+22 	 1.751603e+07 	 1.371447e+39 	 8.967685e+38 	 3.529641e+22 	 9.728808e+08
1.20124216e+01 	 1.442009e-04 	 2.493632e+03 	 1.495574e+04 	 1.452396e+09 	 1.215235e+22 	 1.730125e+07 	 1.371345e+39 	 8.967118e+38 	 3.507794e+22 	 9.625259e+08
1.20126862e+01 	 1.458821e-04 	 2.491793e+03 	 1.478264e+04 	 1.450254e+09 	 1.207418e+22 	 1.708913e+07 	 1.371241e+39 	 8.966548e+38 	 3.486128e+22 	 9.522793e+08
1.20129516e+01 	 1.475830e-04 	 2.489959e+03 	 1.461154e+04 	 1.448120e+09 	 1.199669e+22 	 1.687964e+07 	 1.371138e+39 	 8.965974e+38 	 3.464643e+22 	 9.421399e+08
1.20132178e+01 	 1.493037e-04 	 2.488129e+03 	 1.444243e+04 	 1.445993e+09 	 1.191987e+22 	 1.667274e+07 	 1.371033e+39 	 8.965397e+38 	 3.443336e+22 	 9.321066e+08
1.20134847e+01 	 1.510444e-04 	 2.486305e+03 	 1.427527e+04 	 1.443874e+09 	 1.184372e+22 	 1.646841e+07 	 1.370928e+39 	 8.964815e+38 	 3.422206e+22 	 9.221783e+08
1.20137525e+01 	 1.528054e-04 	 2.484486e+03 	 1.411004e+04 	 1.441762e+09 	 1.176823e+22 	 1.626661e+07 	 1.370822e+39 	 8.964229e+38 	 3.401252e+22 	 9.123539e+08
