r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20093388e+01 	 1.585626e-03 	 2.604695e+03 	 2.156888e+03 	 1.584653e+09 	 1.604882e+22 	 1.642657e+06 	 1.686061e+39 	 1.102353e+39 	 4.792767e+22 	 1.310972e+08
1.20116556e+01 	 1.603793e-03 	 2.602648e+03 	 2.131525e+03 	 1.582164e+09 	 1.594716e+22 	 1.622773e+06 	 1.684581e+39 	 1.101498e+39 	 4.762561e+22 	 1.297114e+08
1.20139916e+01 	 1.622162e-03 	 2.600598e+03 	 2.106460e+03 	 1.579671e+09 	 1.584590e+22 	 1.603133e+06 	 1.683096e+39 	 1.100640e+39 	 4.732470e+22 	 1.283407e+08
1.20163467e+01 	 1.640735e-03 	 2.598543e+03 	 2.081690e+03 	 1.577177e+09 	 1.574504e+22 	 1.583732e+06 	 1.681604e+39 	 1.099778e+39 	 4.702496e+22 	 1.269850e+08
1.20187214e+01 	 1.659515e-03 	 2.596485e+03 	 2.057212e+03 	 1.574679e+09 	 1.564458e+22 	 1.564569e+06 	 1.680106e+39 	 1.098913e+39 	 4.672635e+22 	 1.256441e+08
1.20211158e+01 	 1.678504e-03 	 2.594424e+03 	 2.033021e+03 	 1.572180e+09 	 1.554450e+22 	 1.545640e+06 	 1.678602e+39 	 1.098045e+39 	 4.642889e+22 	 1.243178e+08
1.20235300e+01 	 1.697705e-03 	 2.592358e+03 	 2.009115e+03 	 1.569677e+09 	 1.544482e+22 	 1.526942e+06 	 1.677092e+39 	 1.097174e+39 	 4.613257e+22 	 1.230060e+08
1.20259639e+01 	 1.717118e-03 	 2.590289e+03 	 1.985489e+03 	 1.567173e+09 	 1.534554e+22 	 1.508473e+06 	 1.675576e+39 	 1.096299e+39 	 4.583740e+22 	 1.217086e+08
1.20284180e+01 	 1.736748e-03 	 2.588216e+03 	 1.962142e+03 	 1.564665e+09 	 1.524664e+22 	 1.490230e+06 	 1.674054e+39 	 1.095422e+39 	 4.554336e+22 	 1.204253e+08
1.20308924e+01 	 1.756595e-03 	 2.586139e+03 	 1.939069e+03 	 1.562156e+09 	 1.514814e+22 	 1.472210e+06 	 1.672526e+39 	 1.094541e+39 	 4.525046e+22 	 1.191560e+08
1.20333872e+01 	 1.776662e-03 	 2.584059e+03 	 1.916268e+03 	 1.559643e+09 	 1.505002e+22 	 1.454410e+06 	 1.670992e+39 	 1.093656e+39 	 4.495870e+22 	 1.179006e+08
1.20359022e+01 	 1.796952e-03 	 2.581975e+03 	 1.893734e+03 	 1.557128e+09 	 1.495230e+22 	 1.436827e+06 	 1.669452e+39 	 1.092769e+39 	 4.466809e+22 	 1.166588e+08
1.20384381e+01 	 1.817467e-03 	 2.579887e+03 	 1.871466e+03 	 1.554611e+09 	 1.485496e+22 	 1.419460e+06 	 1.667906e+39 	 1.091878e+39 	 4.437860e+22 	 1.154306e+08
1.20409948e+01 	 1.838209e-03 	 2.577795e+03 	 1.849459e+03 	 1.552091e+09 	 1.475802e+22 	 1.402304e+06 	 1.666354e+39 	 1.090985e+39 	 4.409025e+22 	 1.142158e+08
1.20435725e+01 	 1.859181e-03 	 2.575699e+03 	 1.827711e+03 	 1.549568e+09 	 1.466146e+22 	 1.385359e+06 	 1.664796e+39 	 1.090088e+39 	 4.380303e+22 	 1.130142e+08
1.20461711e+01 	 1.880385e-03 	 2.573600e+03 	 1.806219e+03 	 1.547043e+09 	 1.456529e+22 	 1.368620e+06 	 1.663232e+39 	 1.089188e+39 	 4.351695e+22 	 1.118258e+08
1.20487911e+01 	 1.901823e-03 	 2.571496e+03 	 1.784980e+03 	 1.544515e+09 	 1.446951e+22 	 1.352086e+06 	 1.661663e+39 	 1.088285e+39 	 4.323199e+22 	 1.106503e+08
1.20514326e+01 	 1.923498e-03 	 2.569389e+03 	 1.763990e+03 	 1.541985e+09 	 1.437412e+22 	 1.335754e+06 	 1.660087e+39 	 1.087378e+39 	 4.294817e+22 	 1.094876e+08
1.20540957e+01 	 1.945412e-03 	 2.567278e+03 	 1.743248e+03 	 1.539452e+09 	 1.427911e+22 	 1.319622e+06 	 1.658506e+39 	 1.086469e+39 	 4.266547e+22 	 1.083375e+08
1.20567805e+01 	 1.967569e-03 	 2.565163e+03 	 1.722749e+03 	 1.536916e+09 	 1.418449e+22 	 1.303687e+06 	 1.656919e+39 	 1.085557e+39 	 4.238390e+22 	 1.072000e+08
