r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19989974e+01 	 2.871929e-05 	 2.528115e+03 	 5.329691e+04 	 1.492843e+09 	 1.593955e+22 	 8.825962e+07 	 1.139498e+39 	 7.446680e+38 	 4.283606e+22 	 3.380226e+09
1.19991404e+01 	 2.905193e-05 	 2.525475e+03 	 5.268525e+04 	 1.489727e+09 	 1.578899e+22 	 8.715550e+07 	 1.139476e+39 	 7.446580e+38 	 4.245094e+22 	 3.345799e+09
1.19992834e+01 	 2.938842e-05 	 2.522842e+03 	 5.208061e+04 	 1.486621e+09 	 1.564007e+22 	 8.606535e+07 	 1.139453e+39 	 7.446481e+38 	 4.206985e+22 	 3.311715e+09
1.19994264e+01 	 2.972881e-05 	 2.520215e+03 	 5.148291e+04 	 1.483527e+09 	 1.549278e+22 	 8.498897e+07 	 1.139431e+39 	 7.446381e+38 	 4.169277e+22 	 3.277971e+09
1.19995696e+01 	 3.007313e-05 	 2.517594e+03 	 5.089207e+04 	 1.480443e+09 	 1.534711e+22 	 8.392621e+07 	 1.139408e+39 	 7.446281e+38 	 4.131964e+22 	 3.244563e+09
1.19997129e+01 	 3.042145e-05 	 2.514979e+03 	 5.030801e+04 	 1.477370e+09 	 1.520302e+22 	 8.287687e+07 	 1.139386e+39 	 7.446180e+38 	 4.095043e+22 	 3.211489e+09
1.19998562e+01 	 3.077380e-05 	 2.512371e+03 	 4.973065e+04 	 1.474307e+09 	 1.506050e+22 	 8.184080e+07 	 1.139363e+39 	 7.446078e+38 	 4.058508e+22 	 3.178744e+09
1.19999996e+01 	 3.113024e-05 	 2.509770e+03 	 4.915992e+04 	 1.471256e+09 	 1.491954e+22 	 8.081782e+07 	 1.139340e+39 	 7.445977e+38 	 4.022355e+22 	 3.146325e+09
1.20001431e+01 	 3.149079e-05 	 2.507174e+03 	 4.859573e+04 	 1.468214e+09 	 1.478011e+22 	 7.980776e+07 	 1.139317e+39 	 7.445875e+38 	 3.986580e+22 	 3.114230e+09
1.20002868e+01 	 3.185553e-05 	 2.504585e+03 	 4.803803e+04 	 1.465183e+09 	 1.464220e+22 	 7.881046e+07 	 1.139294e+39 	 7.445772e+38 	 3.951178e+22 	 3.082455e+09
1.20004305e+01 	 3.222449e-05 	 2.502002e+03 	 4.748672e+04 	 1.462163e+09 	 1.450578e+22 	 7.782576e+07 	 1.139271e+39 	 7.445669e+38 	 3.916146e+22 	 3.050998e+09
1.20005742e+01 	 3.259772e-05 	 2.499426e+03 	 4.694174e+04 	 1.459153e+09 	 1.437085e+22 	 7.685350e+07 	 1.139248e+39 	 7.445565e+38 	 3.881478e+22 	 3.019854e+09
1.20007181e+01 	 3.297528e-05 	 2.496856e+03 	 4.640302e+04 	 1.456154e+09 	 1.423738e+22 	 7.589352e+07 	 1.139225e+39 	 7.445461e+38 	 3.847172e+22 	 2.989021e+09
1.20008621e+01 	 3.335720e-05 	 2.494292e+03 	 4.587047e+04 	 1.453165e+09 	 1.410536e+22 	 7.494565e+07 	 1.139202e+39 	 7.445357e+38 	 3.813223e+22 	 2.958496e+09
1.20010062e+01 	 3.374355e-05 	 2.491735e+03 	 4.534404e+04 	 1.450187e+09 	 1.397477e+22 	 7.400975e+07 	 1.139179e+39 	 7.445252e+38 	 3.779627e+22 	 2.928276e+09
1.20011504e+01 	 3.413437e-05 	 2.489183e+03 	 4.482365e+04 	 1.447219e+09 	 1.384560e+22 	 7.308567e+07 	 1.139155e+39 	 7.445147e+38 	 3.746379e+22 	 2.898359e+09
1.20012947e+01 	 3.452972e-05 	 2.486638e+03 	 4.430924e+04 	 1.444261e+09 	 1.371781e+22 	 7.217325e+07 	 1.139132e+39 	 7.445041e+38 	 3.713476e+22 	 2.868740e+09
1.20014390e+01 	 3.492965e-05 	 2.484100e+03 	 4.380072e+04 	 1.441313e+09 	 1.359141e+22 	 7.127234e+07 	 1.139108e+39 	 7.444935e+38 	 3.680913e+22 	 2.839417e+09
1.20015835e+01 	 3.533421e-05 	 2.481567e+03 	 4.329805e+04 	 1.438376e+09 	 1.346638e+22 	 7.038280e+07 	 1.139085e+39 	 7.444828e+38 	 3.648689e+22 	 2.810387e+09
1.20017281e+01 	 3.574346e-05 	 2.479041e+03 	 4.280114e+04 	 1.435449e+09 	 1.334269e+22 	 6.950449e+07 	 1.139061e+39 	 7.444721e+38 	 3.616798e+22 	 2.781647e+09
1.20018728e+01 	 3.615744e-05 	 2.476521e+03 	 4.230993e+04 	 1.432532e+09 	 1.322034e+22 	 6.863725e+07 	 1.139037e+39 	 7.444613e+38 	 3.585236e+22 	 2.753195e+09
1.20020176e+01 	 3.657622e-05 	 2.474008e+03 	 4.182437e+04 	 1.429626e+09 	 1.309930e+22 	 6.778096e+07 	 1.139013e+39 	 7.444505e+38 	 3.554001e+22 	 2.725028e+09
1.20021625e+01 	 3.699984e-05 	 2.471500e+03 	 4.134437e+04 	 1.426729e+09 	 1.297957e+22 	 6.693546e+07 	 1.138989e+39 	 7.444396e+38 	 3.523087e+22 	 2.697142e+09
1.20023076e+01 	 3.742838e-05 	 2.468999e+03 	 4.086988e+04 	 1.423843e+09 	 1.286112e+22 	 6.610062e+07 	 1.138965e+39 	 7.444287e+38 	 3.492493e+22 	 2.669536e+09
