r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19890056e+01 	 1.149287e-06 	 2.371508e+03 	 1.497155e+05 	 1.313619e+09 	 1.602469e+22 	 2.089519e+09 	 6.150864e+38 	 4.017846e+38 	 3.597260e+22 	 1.044902e+10
1.19890785e+01 	 1.163080e-06 	 2.367985e+03 	 1.479380e+05 	 1.309719e+09 	 1.580897e+22 	 2.061447e+09 	 6.150842e+38 	 4.017844e+38 	 3.550088e+22 	 1.034316e+10
1.19891511e+01 	 1.177038e-06 	 2.364468e+03 	 1.461816e+05 	 1.305832e+09 	 1.559624e+22 	 2.033754e+09 	 6.150819e+38 	 4.017842e+38 	 3.503557e+22 	 1.023835e+10
1.19892237e+01 	 1.191164e-06 	 2.360957e+03 	 1.444461e+05 	 1.301957e+09 	 1.538644e+22 	 2.006435e+09 	 6.150796e+38 	 4.017840e+38 	 3.457657e+22 	 1.013460e+10
1.19892961e+01 	 1.205459e-06 	 2.357452e+03 	 1.427312e+05 	 1.298094e+09 	 1.517953e+22 	 1.979486e+09 	 6.150773e+38 	 4.017838e+38 	 3.412381e+22 	 1.003188e+10
1.19893683e+01 	 1.219927e-06 	 2.353954e+03 	 1.410366e+05 	 1.294244e+09 	 1.497548e+22 	 1.952900e+09 	 6.150750e+38 	 4.017836e+38 	 3.367718e+22 	 9.930181e+09
1.19894404e+01 	 1.234567e-06 	 2.350461e+03 	 1.393621e+05 	 1.290407e+09 	 1.477424e+22 	 1.926674e+09 	 6.150728e+38 	 4.017834e+38 	 3.323660e+22 	 9.829501e+09
1.19895124e+01 	 1.249384e-06 	 2.346975e+03 	 1.377076e+05 	 1.286581e+09 	 1.457577e+22 	 1.900803e+09 	 6.150705e+38 	 4.017832e+38 	 3.280199e+22 	 9.729826e+09
1.19895842e+01 	 1.264378e-06 	 2.343494e+03 	 1.360726e+05 	 1.282768e+09 	 1.438003e+22 	 1.875281e+09 	 6.150683e+38 	 4.017830e+38 	 3.237327e+22 	 9.631147e+09
1.19896559e+01 	 1.279552e-06 	 2.340020e+03 	 1.344571e+05 	 1.278968e+09 	 1.418699e+22 	 1.850104e+09 	 6.150660e+38 	 4.017828e+38 	 3.195035e+22 	 9.533453e+09
