Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.00900000  	 6.40450617  	 6.40450973 
1.01000000  	 6.49151417  	 6.49151687 
1.01005556  	 6.49648150  	 6.49648377 
1.01111111  	 6.59671820  	 6.59672034 
1.01216667  	 6.72296117  	 6.72297115 
1.01222222  	 6.73124354  	 6.73124569 
1.01322222  	 7.07425696  	 7.07426604 
1.01322223  	 7.07428185  	 7.07428540 
1.01322224  	 7.07429818  	 7.07430144 
1.01323000  	 7.08968430  	 7.08968757 
1.01324889  	 7.14617887  	 7.14618481 
1.01325000  	 7.15125316  	 7.15125642 
