Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.48165862  	 6.48165916 
1.01285714  	 6.64613897  	 6.64613940 
1.01571429  	 6.78335332  	 6.78335371 
1.01857143  	 6.89984098  	 6.89984133 
1.02142857  	 7.00024496  	 7.00024527 
1.02428571  	 7.08790661  	 7.08790689 
1.02714286  	 7.16527547  	 7.16527573 
1.03000000  	 7.23418582  	 7.23418606 
1.03285714  	 7.29603779  	 7.29603801 
1.03571429  	 7.35192145  	 7.35192165 
1.03857143  	 7.40270040  	 7.40270132 
1.04142857  	 7.44906911  	 7.44906996 
1.04428571  	 7.49159608  	 7.49159686 
1.04714286  	 7.53074779  	 7.53074851 
1.05000000  	 7.56691783  	 7.56691850 
