Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47078434  	 6.47078488 
1.01285714  	 6.65967045  	 6.65967088 
1.01571429  	 6.83097796  	 6.83097834 
1.01857143  	 6.98927331  	 6.98927364 
1.02142857  	 7.13685745  	 7.13685773 
1.02428571  	 7.27470222  	 7.27470246 
1.02714286  	 7.40274352  	 7.40274372 
1.03000000  	 7.52009247  	 7.52009332 
1.03285714  	 7.62544655  	 7.62544723 
1.03571429  	 7.71774877  	 7.71774930 
1.03857143  	 7.79680922  	 7.79680962 
1.04142857  	 7.86346996  	 7.86347025 
1.04428571  	 7.91929072  	 7.91929169 
