r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
5.244163e+06 	2.145300e+07 	8.193031e-05 	5.345596e+14 	3.647195e+07 	3.647199e+07 	2.000000e+00 	3.063540e+38 	2.872715e+38 	8.008505e+01 	3.331676e-01 	sonic point
5.271798e+06 	2.132066e+07 	8.025444e-05 	5.214981e+14 	3.683780e+07 	3.635932e+07 	2.000171e+00 	3.061908e+38 	2.872185e+38 	7.888880e+01 	3.331631e-01 	
5.299579e+06 	2.118935e+07 	7.861589e-05 	5.087764e+14 	3.720592e+07 	3.624718e+07 	2.000682e+00 	3.060288e+38 	2.871659e+38 	7.771324e+01 	3.331584e-01 	
5.327507e+06 	2.105905e+07 	7.701372e-05 	4.963850e+14 	3.757632e+07 	3.613557e+07 	2.001529e+00 	3.058678e+38 	2.871137e+38 	7.655794e+01 	3.331536e-01 	
5.355581e+06 	2.092977e+07 	7.544709e-05 	4.843148e+14 	3.794900e+07 	3.602448e+07 	2.002709e+00 	3.057079e+38 	2.870620e+38 	7.542252e+01 	3.331487e-01 	
5.383804e+06 	2.080149e+07 	7.391516e-05 	4.725572e+14 	3.832394e+07 	3.591391e+07 	2.004220e+00 	3.055492e+38 	2.870106e+38 	7.430661e+01 	3.331437e-01 	
5.412175e+06 	2.067420e+07 	7.241708e-05 	4.611034e+14 	3.870115e+07 	3.580385e+07 	2.006058e+00 	3.053915e+38 	2.869596e+38 	7.320982e+01 	3.331386e-01 	
5.440696e+06 	2.054789e+07 	7.095205e-05 	4.499452e+14 	3.908064e+07 	3.569431e+07 	2.008221e+00 	3.052349e+38 	2.869091e+38 	7.213178e+01 	3.331334e-01 	
5.469367e+06 	2.042255e+07 	6.951929e-05 	4.390746e+14 	3.946239e+07 	3.558528e+07 	2.010705e+00 	3.050793e+38 	2.868589e+38 	7.107215e+01 	3.331280e-01 	
5.498189e+06 	2.029818e+07 	6.811803e-05 	4.284836e+14 	3.984640e+07 	3.547676e+07 	2.013507e+00 	3.049248e+38 	2.868091e+38 	7.003057e+01 	3.331225e-01 	
5.527163e+06 	2.017476e+07 	6.674751e-05 	4.181647e+14 	4.023268e+07 	3.536874e+07 	2.016626e+00 	3.047714e+38 	2.867597e+38 	6.900668e+01 	3.331169e-01 	
5.556289e+06 	2.005229e+07 	6.540703e-05 	4.081105e+14 	4.062122e+07 	3.526123e+07 	2.020058e+00 	3.046190e+38 	2.867107e+38 	6.800017e+01 	3.331111e-01 	
5.585569e+06 	1.993076e+07 	6.409585e-05 	3.983138e+14 	4.101201e+07 	3.515421e+07 	2.023801e+00 	3.044676e+38 	2.866621e+38 	6.701069e+01 	3.331052e-01 	
5.615004e+06 	1.981015e+07 	6.281330e-05 	3.887677e+14 	4.140506e+07 	3.504769e+07 	2.027851e+00 	3.043173e+38 	2.866139e+38 	6.603792e+01 	3.330991e-01 	
5.644593e+06 	1.969047e+07 	6.155870e-05 	3.794652e+14 	4.180037e+07 	3.494166e+07 	2.032208e+00 	3.041680e+38 	2.865661e+38 	6.508155e+01 	3.330930e-01 	
5.674339e+06 	1.957171e+07 	6.033140e-05 	3.704000e+14 	4.219792e+07 	3.483612e+07 	2.036868e+00 	3.040197e+38 	2.865186e+38 	6.414127e+01 	3.330866e-01 	
5.704241e+06 	1.945384e+07 	5.913074e-05 	3.615655e+14 	4.259772e+07 	3.473107e+07 	2.041829e+00 	3.038724e+38 	2.864715e+38 	6.321678e+01 	3.330802e-01 	
5.734301e+06 	1.933688e+07 	5.795612e-05 	3.529555e+14 	4.299976e+07 	3.462650e+07 	2.047089e+00 	3.037261e+38 	2.864248e+38 	6.230777e+01 	3.330735e-01 	
5.764519e+06 	1.922080e+07 	5.680691e-05 	3.445641e+14 	4.340404e+07 	3.452241e+07 	2.052645e+00 	3.035807e+38 	2.863784e+38 	6.141396e+01 	3.330667e-01 	
5.794897e+06 	1.910560e+07 	5.568254e-05 	3.363853e+14 	4.381056e+07 	3.441881e+07 	2.058495e+00 	3.034364e+38 	2.863324e+38 	6.053507e+01 	3.330598e-01 	
5.825434e+06 	1.899128e+07 	5.458241e-05 	3.284134e+14 	4.421930e+07 	3.431567e+07 	2.064638e+00 	3.032930e+38 	2.862868e+38 	5.967081e+01 	3.330527e-01 	
5.856133e+06 	1.887782e+07 	5.350596e-05 	3.206429e+14 	4.463027e+07 	3.421302e+07 	2.071070e+00 	3.031506e+38 	2.862415e+38 	5.882091e+01 	3.330455e-01 	
