r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
3.668787e+06 	1.886865e+07 	2.870184e-05 	3.217862e+14 	3.420468e+07 	3.420471e+07 	2.000000e+00 	3.086277e+38 	2.811483e+38 	1.976797e+01 	3.314850e-01 	sonic point
3.689439e+06 	1.875889e+07 	2.816520e-05 	3.144129e+14 	3.445782e+07 	3.410508e+07 	2.000106e+00 	3.084488e+38 	2.811390e+38 	1.951355e+01 	3.314436e-01 	
3.710208e+06 	1.864996e+07 	2.763965e-05 	3.072224e+14 	3.471156e+07 	3.400591e+07 	2.000422e+00 	3.082711e+38 	2.811299e+38 	1.926312e+01 	3.314014e-01 	
3.731094e+06 	1.854186e+07 	2.712496e-05 	3.002097e+14 	3.496588e+07 	3.390721e+07 	2.000945e+00 	3.080946e+38 	2.811208e+38 	1.901659e+01 	3.313584e-01 	
3.752097e+06 	1.843457e+07 	2.662087e-05 	2.933702e+14 	3.522078e+07 	3.380897e+07 	2.001674e+00 	3.079194e+38 	2.811119e+38 	1.877390e+01 	3.313147e-01 	
3.773219e+06 	1.832809e+07 	2.612714e-05 	2.866993e+14 	3.547624e+07 	3.371119e+07 	2.002605e+00 	3.077454e+38 	2.811030e+38 	1.853497e+01 	3.312701e-01 	
3.794460e+06 	1.822241e+07 	2.564353e-05 	2.801926e+14 	3.573227e+07 	3.361386e+07 	2.003736e+00 	3.075725e+38 	2.810942e+38 	1.829975e+01 	3.312247e-01 	
3.815820e+06 	1.811753e+07 	2.516982e-05 	2.738457e+14 	3.598885e+07 	3.351698e+07 	2.005066e+00 	3.074009e+38 	2.810854e+38 	1.806814e+01 	3.311785e-01 	
3.837300e+06 	1.801343e+07 	2.470578e-05 	2.676544e+14 	3.624598e+07 	3.342056e+07 	2.006590e+00 	3.072304e+38 	2.810768e+38 	1.784011e+01 	3.311315e-01 	
3.858901e+06 	1.791012e+07 	2.425120e-05 	2.616147e+14 	3.650366e+07 	3.332458e+07 	2.008308e+00 	3.070611e+38 	2.810682e+38 	1.761557e+01 	3.310836e-01 	
3.880624e+06 	1.780757e+07 	2.380586e-05 	2.557225e+14 	3.676186e+07 	3.322904e+07 	2.010217e+00 	3.068929e+38 	2.810598e+38 	1.739446e+01 	3.310348e-01 	
3.902470e+06 	1.770580e+07 	2.336955e-05 	2.499741e+14 	3.702060e+07 	3.313395e+07 	2.012315e+00 	3.067259e+38 	2.810513e+38 	1.717673e+01 	3.309852e-01 	
3.924438e+06 	1.760478e+07 	2.294208e-05 	2.443656e+14 	3.727986e+07 	3.303929e+07 	2.014600e+00 	3.065600e+38 	2.810430e+38 	1.696232e+01 	3.309347e-01 	
3.946529e+06 	1.750451e+07 	2.252324e-05 	2.388934e+14 	3.753963e+07 	3.294507e+07 	2.017069e+00 	3.063953e+38 	2.810347e+38 	1.675115e+01 	3.308833e-01 	
3.968746e+06 	1.740498e+07 	2.211285e-05 	2.335540e+14 	3.779990e+07 	3.285128e+07 	2.019721e+00 	3.062316e+38 	2.810266e+38 	1.654318e+01 	3.308310e-01 	
3.991087e+06 	1.730620e+07 	2.171071e-05 	2.283439e+14 	3.806067e+07 	3.275792e+07 	2.022554e+00 	3.060691e+38 	2.810184e+38 	1.633835e+01 	3.307778e-01 	
4.013554e+06 	1.720814e+07 	2.131664e-05 	2.232598e+14 	3.832194e+07 	3.266498e+07 	2.025565e+00 	3.059077e+38 	2.810104e+38 	1.613660e+01 	3.307236e-01 	
4.036147e+06 	1.711081e+07 	2.093047e-05 	2.182985e+14 	3.858369e+07 	3.257247e+07 	2.028752e+00 	3.057473e+38 	2.810024e+38 	1.593788e+01 	3.306685e-01 	
