r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
4.927671e+06 	2.242460e+07 	9.095437e-05 	6.381452e+14 	3.728871e+07 	3.728875e+07 	2.000000e+00 	3.078217e+38 	2.874163e+38 	8.332020e+01 	3.331826e-01 	sonic point
4.953948e+06 	2.228520e+07 	8.909194e-05 	6.224322e+14 	3.765836e+07 	3.717266e+07 	2.000169e+00 	3.076484e+38 	2.873627e+38 	8.208023e+01 	3.331784e-01 	
4.980364e+06 	2.214687e+07 	8.727083e-05 	6.071298e+14 	3.803033e+07 	3.705712e+07 	2.000672e+00 	3.074763e+38 	2.873095e+38 	8.086147e+01 	3.331742e-01 	
5.006921e+06 	2.200962e+07 	8.549005e-05 	5.922268e+14 	3.840462e+07 	3.694211e+07 	2.001508e+00 	3.073054e+38 	2.872568e+38 	7.966350e+01 	3.331698e-01 	
5.033620e+06 	2.187343e+07 	8.374865e-05 	5.777120e+14 	3.878122e+07 	3.682764e+07 	2.002672e+00 	3.071357e+38 	2.872044e+38 	7.848594e+01 	3.331653e-01 	
5.060461e+06 	2.173829e+07 	8.204569e-05 	5.635749e+14 	3.916014e+07 	3.671370e+07 	2.004163e+00 	3.069671e+38 	2.871525e+38 	7.732840e+01 	3.331608e-01 	
5.087445e+06 	2.160419e+07 	8.038025e-05 	5.498051e+14 	3.954138e+07 	3.660028e+07 	2.005977e+00 	3.067997e+38 	2.871009e+38 	7.619050e+01 	3.331561e-01 	
5.114573e+06 	2.147113e+07 	7.875146e-05 	5.363924e+14 	3.992493e+07 	3.648740e+07 	2.008112e+00 	3.066335e+38 	2.870498e+38 	7.507187e+01 	3.331513e-01 	
5.141846e+06 	2.133908e+07 	7.715845e-05 	5.233272e+14 	4.031080e+07 	3.637503e+07 	2.010564e+00 	3.064683e+38 	2.869991e+38 	7.397215e+01 	3.331464e-01 	
5.169264e+06 	2.120806e+07 	7.560037e-05 	5.106000e+14 	4.069898e+07 	3.626318e+07 	2.013332e+00 	3.063043e+38 	2.869487e+38 	7.289098e+01 	3.331413e-01 	
5.196829e+06 	2.107804e+07 	7.407639e-05 	4.982014e+14 	4.108948e+07 	3.615185e+07 	2.016413e+00 	3.061414e+38 	2.868987e+38 	7.182801e+01 	3.331362e-01 	
5.224540e+06 	2.094901e+07 	7.258573e-05 	4.861226e+14 	4.148228e+07 	3.604103e+07 	2.019804e+00 	3.059797e+38 	2.868492e+38 	7.078290e+01 	3.331309e-01 	
5.252400e+06 	2.082098e+07 	7.112759e-05 	4.743548e+14 	4.187739e+07 	3.593073e+07 	2.023502e+00 	3.058190e+38 	2.868000e+38 	6.975532e+01 	3.331255e-01 	
5.280407e+06 	2.069392e+07 	6.970122e-05 	4.628897e+14 	4.227481e+07 	3.582092e+07 	2.027506e+00 	3.056594e+38 	2.867512e+38 	6.874494e+01 	3.331200e-01 	
5.308564e+06 	2.056783e+07 	6.830586e-05 	4.517190e+14 	4.267453e+07 	3.571163e+07 	2.031813e+00 	3.055009e+38 	2.867027e+38 	6.775144e+01 	3.331143e-01 	
5.336872e+06 	2.044270e+07 	6.694081e-05 	4.408346e+14 	4.307655e+07 	3.560283e+07 	2.036421e+00 	3.053435e+38 	2.866547e+38 	6.677451e+01 	3.331085e-01 	
5.365330e+06 	2.031852e+07 	6.560534e-05 	4.302290e+14 	4.348087e+07 	3.549454e+07 	2.041328e+00 	3.051871e+38 	2.866070e+38 	6.581383e+01 	3.331026e-01 	
5.393940e+06 	2.019529e+07 	6.429878e-05 	4.198944e+14 	4.388749e+07 	3.538674e+07 	2.046530e+00 	3.050318e+38 	2.865597e+38 	6.486912e+01 	3.330965e-01 	
5.422702e+06 	2.007300e+07 	6.302044e-05 	4.098237e+14 	4.429640e+07 	3.527943e+07 	2.052028e+00 	3.048776e+38 	2.865127e+38 	6.394006e+01 	3.330903e-01 	
5.451618e+06 	1.995163e+07 	6.176968e-05 	4.000098e+14 	4.470760e+07 	3.517261e+07 	2.057817e+00 	3.047243e+38 	2.864662e+38 	6.302638e+01 	3.330839e-01 	
5.480688e+06 	1.983118e+07 	6.054586e-05 	3.904456e+14 	4.512108e+07 	3.506628e+07 	2.063897e+00 	3.045722e+38 	2.864199e+38 	6.212779e+01 	3.330774e-01 	
5.509913e+06 	1.971164e+07 	5.934835e-05 	3.811245e+14 	4.553685e+07 	3.496044e+07 	2.070265e+00 	3.044210e+38 	2.863741e+38 	6.124402e+01 	3.330708e-01 	
5.539294e+06 	1.959301e+07 	5.817654e-05 	3.720400e+14 	4.595489e+07 	3.485507e+07 	2.076920e+00 	3.042709e+38 	2.863285e+38 	6.037478e+01 	3.330640e-01 	
5.568832e+06 	1.947527e+07 	5.702985e-05 	3.631858e+14 	4.637521e+07 	3.475019e+07 	2.083859e+00 	3.041218e+38 	2.862834e+38 	5.951982e+01 	3.330570e-01 	
5.598527e+06 	1.935841e+07 	5.590769e-05 	3.545556e+14 	4.679780e+07 	3.464578e+07 	2.091080e+00 	3.039737e+38 	2.862386e+38 	5.867887e+01 	3.330499e-01 	
5.628380e+06 	1.924244e+07 	5.480951e-05 	3.461435e+14 	4.722266e+07 	3.454184e+07 	2.098583e+00 	3.038266e+38 	2.861941e+38 	5.785168e+01 	3.330426e-01 	
5.658393e+06 	1.912734e+07 	5.373474e-05 	3.379437e+14 	4.764978e+07 	3.443838e+07 	2.106364e+00 	3.036805e+38 	2.861500e+38 	5.703800e+01 	3.330351e-01 	
5.688566e+06 	1.901310e+07 	5.268286e-05 	3.299506e+14 	4.807915e+07 	3.433538e+07 	2.114424e+00 	3.035353e+38 	2.861062e+38 	5.623758e+01 	3.330275e-01 	
5.718899e+06 	1.889972e+07 	5.165335e-05 	3.221585e+14 	4.851077e+07 	3.423285e+07 	2.122758e+00 	3.033911e+38 	2.860627e+38 	5.545018e+01 	3.330197e-01 	
5.749395e+06 	1.878718e+07 	5.064568e-05 	3.145623e+14 	4.894464e+07 	3.413079e+07 	2.131367e+00 	3.032479e+38 	2.860196e+38 	5.467557e+01 	3.330117e-01 	
5.780052e+06 	1.867549e+07 	4.965936e-05 	3.071566e+14 	4.938075e+07 	3.402918e+07 	2.140249e+00 	3.031057e+38 	2.859768e+38 	5.391350e+01 	3.330036e-01 	
5.810874e+06 	1.856464e+07 	4.869392e-05 	2.999364e+14 	4.981909e+07 	3.392803e+07 	2.149401e+00 	3.029644e+38 	2.859343e+38 	5.316377e+01 	3.329952e-01 	
5.841860e+06 	1.845461e+07 	4.774886e-05 	2.928969e+14 	5.025966e+07 	3.382734e+07 	2.158823e+00 	3.028241e+38 	2.858922e+38 	5.242614e+01 	3.329867e-01 	
