r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
9.895428e+06 	1.712186e+07 	6.371177e-05 	2.168549e+14 	3.258296e+07 	3.258299e+07 	2.000000e+00 	2.980392e+38 	2.882010e+38 	1.189392e+02 	3.332575e-01 	sonic point
9.941254e+06 	1.703160e+07 	6.261499e-05 	2.123196e+14 	3.284615e+07 	3.249700e+07 	2.000114e+00 	2.979400e+38 	2.881504e+38 	1.174633e+02 	3.332558e-01 	
9.987291e+06 	1.694192e+07 	6.153834e-05 	2.078837e+14 	3.311082e+07 	3.241132e+07 	2.000456e+00 	2.978412e+38 	2.881001e+38 	1.160078e+02 	3.332540e-01 	
1.003354e+07 	1.685280e+07 	6.048142e-05 	2.035451e+14 	3.337696e+07 	3.232596e+07 	2.001024e+00 	2.977431e+38 	2.880500e+38 	1.145725e+02 	3.332521e-01 	
1.008001e+07 	1.676424e+07 	5.944385e-05 	1.993015e+14 	3.364457e+07 	3.224092e+07 	2.001816e+00 	2.976455e+38 	2.880003e+38 	1.131571e+02 	3.332503e-01 	
1.012669e+07 	1.667624e+07 	5.842525e-05 	1.951507e+14 	3.391366e+07 	3.215619e+07 	2.002832e+00 	2.975485e+38 	2.879508e+38 	1.117613e+02 	3.332484e-01 	
1.017358e+07 	1.658880e+07 	5.742527e-05 	1.910906e+14 	3.418422e+07 	3.207177e+07 	2.004070e+00 	2.974520e+38 	2.879017e+38 	1.103848e+02 	3.332464e-01 	
1.022070e+07 	1.650190e+07 	5.644354e-05 	1.871192e+14 	3.445626e+07 	3.198766e+07 	2.005529e+00 	2.973560e+38 	2.878529e+38 	1.090273e+02 	3.332444e-01 	
1.026803e+07 	1.641555e+07 	5.547971e-05 	1.832344e+14 	3.472977e+07 	3.190386e+07 	2.007207e+00 	2.972606e+38 	2.878043e+38 	1.076886e+02 	3.332424e-01 	
1.031558e+07 	1.632975e+07 	5.453344e-05 	1.794342e+14 	3.500477e+07 	3.182037e+07 	2.009104e+00 	2.971658e+38 	2.877561e+38 	1.063682e+02 	3.332403e-01 	
1.036335e+07 	1.624448e+07 	5.360438e-05 	1.757168e+14 	3.528125e+07 	3.173718e+07 	2.011218e+00 	2.970714e+38 	2.877081e+38 	1.050660e+02 	3.332382e-01 	
1.041135e+07 	1.615974e+07 	5.269221e-05 	1.720802e+14 	3.555921e+07 	3.165430e+07 	2.013547e+00 	2.969776e+38 	2.876604e+38 	1.037818e+02 	3.332360e-01 	
1.045956e+07 	1.607554e+07 	5.179661e-05 	1.685227e+14 	3.583865e+07 	3.157172e+07 	2.016091e+00 	2.968844e+38 	2.876131e+38 	1.025151e+02 	3.332338e-01 	
