r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
3.604405e+06 	1.912726e+07 	2.956045e-05 	3.397147e+14 	3.443827e+07 	3.443831e+07 	2.000000e+00 	3.091208e+38 	2.811059e+38 	1.998760e+01 	3.315460e-01 	sonic point
3.624759e+06 	1.901613e+07 	2.901315e-05 	3.319385e+14 	3.468525e+07 	3.433813e+07 	2.000101e+00 	3.089388e+38 	2.810976e+38 	1.973444e+01 	3.315062e-01 	
3.645229e+06 	1.890584e+07 	2.847695e-05 	3.243540e+14 	3.493287e+07 	3.423840e+07 	2.000403e+00 	3.087579e+38 	2.810893e+38 	1.948511e+01 	3.314656e-01 	
3.665814e+06 	1.879637e+07 	2.795163e-05 	3.169562e+14 	3.518111e+07 	3.413913e+07 	2.000904e+00 	3.085784e+38 	2.810811e+38 	1.923956e+01 	3.314243e-01 	
3.686515e+06 	1.868772e+07 	2.743692e-05 	3.097401e+14 	3.542996e+07 	3.404032e+07 	2.001601e+00 	3.084000e+38 	2.810730e+38 	1.899770e+01 	3.313822e-01 	
3.707333e+06 	1.857987e+07 	2.693261e-05 	3.027010e+14 	3.567943e+07 	3.394195e+07 	2.002493e+00 	3.082229e+38 	2.810649e+38 	1.875949e+01 	3.313394e-01 	
3.728269e+06 	1.847283e+07 	2.643846e-05 	2.958343e+14 	3.592950e+07 	3.384404e+07 	2.003577e+00 	3.080470e+38 	2.810569e+38 	1.852486e+01 	3.312958e-01 	
3.749323e+06 	1.836658e+07 	2.595425e-05 	2.891356e+14 	3.618017e+07 	3.374656e+07 	2.004851e+00 	3.078722e+38 	2.810490e+38 	1.829374e+01 	3.312513e-01 	
3.770496e+06 	1.826111e+07 	2.547975e-05 	2.826003e+14 	3.643143e+07 	3.364954e+07 	2.006313e+00 	3.076987e+38 	2.810412e+38 	1.806607e+01 	3.312061e-01 	
3.791788e+06 	1.815643e+07 	2.501477e-05 	2.762243e+14 	3.668327e+07 	3.355295e+07 	2.007961e+00 	3.075263e+38 	2.810334e+38 	1.784179e+01 	3.311600e-01 	
3.813201e+06 	1.805251e+07 	2.455908e-05 	2.700034e+14 	3.693570e+07 	3.345679e+07 	2.009794e+00 	3.073552e+38 	2.810256e+38 	1.762086e+01 	3.311131e-01 	
3.834734e+06 	1.794937e+07 	2.411249e-05 	2.639337e+14 	3.718869e+07 	3.336107e+07 	2.011809e+00 	3.071851e+38 	2.810180e+38 	1.740320e+01 	3.310654e-01 	
3.856390e+06 	1.784698e+07 	2.367480e-05 	2.580111e+14 	3.744225e+07 	3.326579e+07 	2.014004e+00 	3.070163e+38 	2.810104e+38 	1.718876e+01 	3.310168e-01 	
3.878167e+06 	1.774534e+07 	2.324581e-05 	2.522320e+14 	3.769636e+07 	3.317093e+07 	2.016378e+00 	3.068486e+38 	2.810028e+38 	1.697748e+01 	3.309673e-01 	
3.900068e+06 	1.764445e+07 	2.282534e-05 	2.465926e+14 	3.795102e+07 	3.307650e+07 	2.018929e+00 	3.066820e+38 	2.809953e+38 	1.676932e+01 	3.309170e-01 	
3.922092e+06 	1.754430e+07 	2.241320e-05 	2.410892e+14 	3.820623e+07 	3.298249e+07 	2.021655e+00 	3.065165e+38 	2.809879e+38 	1.656422e+01 	3.308657e-01 	
3.944240e+06 	1.744488e+07 	2.200922e-05 	2.357185e+14 	3.846197e+07 	3.288891e+07 	2.024553e+00 	3.063521e+38 	2.809805e+38 	1.636213e+01 	3.308136e-01 	
3.966514e+06 	1.734619e+07 	2.161321e-05 	2.304770e+14 	3.871824e+07 	3.279574e+07 	2.027624e+00 	3.061889e+38 	2.809732e+38 	1.616300e+01 	3.307606e-01 	
3.988913e+06 	1.724821e+07 	2.122500e-05 	2.253614e+14 	3.897503e+07 	3.270299e+07 	2.030864e+00 	3.060267e+38 	2.809660e+38 	1.596677e+01 	3.307066e-01 	
4.011439e+06 	1.715095e+07 	2.084443e-05 	2.203684e+14 	3.923233e+07 	3.261066e+07 	2.034272e+00 	3.058657e+38 	2.809588e+38 	1.577339e+01 	3.306517e-01 	
4.034092e+06 	1.705440e+07 	2.047134e-05 	2.154950e+14 	3.949014e+07 	3.251874e+07 	2.037846e+00 	3.057057e+38 	2.809516e+38 	1.558283e+01 	3.305959e-01 	
4.056873e+06 	1.695855e+07 	2.010555e-05 	2.107381e+14 	3.974845e+07 	3.242722e+07 	2.041585e+00 	3.055468e+38 	2.809445e+38 	1.539503e+01 	3.305391e-01 	
4.079783e+06 	1.686339e+07 	1.974693e-05 	2.060947e+14 	4.000725e+07 	3.233612e+07 	2.045488e+00 	3.053890e+38 	2.809375e+38 	1.520995e+01 	3.304813e-01 	
4.102822e+06 	1.676892e+07 	1.939531e-05 	2.015619e+14 	4.026653e+07 	3.224542e+07 	2.049552e+00 	3.052322e+38 	2.809305e+38 	1.502754e+01 	3.304225e-01 	
4.125991e+06 	1.667513e+07 	1.905054e-05 	1.971370e+14 	4.052629e+07 	3.215512e+07 	2.053776e+00 	3.050764e+38 	2.809236e+38 	1.484775e+01 	3.303628e-01 	
4.149291e+06 	1.658202e+07 	1.871249e-05 	1.928172e+14 	4.078652e+07 	3.206522e+07 	2.058159e+00 	3.049217e+38 	2.809167e+38 	1.467054e+01 	3.303020e-01 	
4.172722e+06 	1.648958e+07 	1.838100e-05 	1.885998e+14 	4.104721e+07 	3.197572e+07 	2.062698e+00 	3.047680e+38 	2.809099e+38 	1.449588e+01 	3.302402e-01 	
4.196286e+06 	1.639781e+07 	1.805594e-05 	1.844822e+14 	4.130835e+07 	3.188661e+07 	2.067394e+00 	3.046154e+38 	2.809031e+38 	1.432371e+01 	3.301774e-01 	
4.219983e+06 	1.630669e+07 	1.773718e-05 	1.804620e+14 	4.156994e+07 	3.179790e+07 	2.072243e+00 	3.044637e+38 	2.808963e+38 	1.415400e+01 	3.301135e-01 	
4.243814e+06 	1.621623e+07 	1.742457e-05 	1.765367e+14 	4.183196e+07 	3.170958e+07 	2.077245e+00 	3.043131e+38 	2.808897e+38 	1.398671e+01 	3.300486e-01 	
4.267779e+06 	1.612642e+07 	1.711800e-05 	1.727038e+14 	4.209442e+07 	3.162164e+07 	2.082398e+00 	3.041634e+38 	2.808830e+38 	1.382179e+01 	3.299826e-01 	
4.291880e+06 	1.603725e+07 	1.681733e-05 	1.689611e+14 	4.235730e+07 	3.153410e+07 	2.087701e+00 	3.040148e+38 	2.808764e+38 	1.365921e+01 	3.299156e-01 	
4.316116e+06 	1.594872e+07 	1.652244e-05 	1.653063e+14 	4.262059e+07 	3.144694e+07 	2.093153e+00 	3.038671e+38 	2.808699e+38 	1.349893e+01 	3.298474e-01 	
4.340490e+06 	1.586082e+07 	1.623321e-05 	1.617372e+14 	4.288429e+07 	3.136016e+07 	2.098751e+00 	3.037204e+38 	2.808634e+38 	1.334091e+01 	3.297781e-01 	
4.365001e+06 	1.577354e+07 	1.594952e-05 	1.582517e+14 	4.314838e+07 	3.127376e+07 	2.104496e+00 	3.035747e+38 	2.808569e+38 	1.318511e+01 	3.297077e-01 	
4.389651e+06 	1.568689e+07 	1.567125e-05 	1.548477e+14 	4.341287e+07 	3.118773e+07 	2.110384e+00 	3.034299e+38 	2.808505e+38 	1.303150e+01 	3.296362e-01 	
4.414440e+06 	1.560085e+07 	1.539830e-05 	1.515231e+14 	4.367774e+07 	3.110209e+07 	2.116416e+00 	3.032861e+38 	2.808442e+38 	1.288005e+01 	3.295635e-01 	
4.439369e+06 	1.551542e+07 	1.513055e-05 	1.482760e+14 	4.394299e+07 	3.101682e+07 	2.122590e+00 	3.031432e+38 	2.808379e+38 	1.273071e+01 	3.294897e-01 	
4.464438e+06 	1.543059e+07 	1.486789e-05 	1.451044e+14 	4.420860e+07 	3.093191e+07 	2.128904e+00 	3.030013e+38 	2.808316e+38 	1.258345e+01 	3.294147e-01 	
4.489649e+06 	1.534637e+07 	1.461023e-05 	1.420065e+14 	4.447457e+07 	3.084738e+07 	2.135358e+00 	3.028603e+38 	2.808254e+38 	1.243825e+01 	3.293385e-01 	
4.515003e+06 	1.526274e+07 	1.435745e-05 	1.389804e+14 	4.474090e+07 	3.076322e+07 	2.141950e+00 	3.027202e+38 	2.808192e+38 	1.229506e+01 	3.292611e-01 	
4.540500e+06 	1.517970e+07 	1.410945e-05 	1.360244e+14 	4.500756e+07 	3.067942e+07 	2.148679e+00 	3.025810e+38 	2.808130e+38 	1.215386e+01 	3.291825e-01 	
4.566140e+06 	1.509725e+07 	1.386614e-05 	1.331367e+14 	4.527456e+07 	3.059598e+07 	2.155543e+00 	3.024428e+38 	2.808069e+38 	1.201461e+01 	3.291027e-01 	
4.591926e+06 	1.501537e+07 	1.362742e-05 	1.303157e+14 	4.554189e+07 	3.051290e+07 	2.162542e+00 	3.023054e+38 	2.808008e+38 	1.187729e+01 	3.290216e-01 	
4.617857e+06 	1.493407e+07 	1.339320e-05 	1.275597e+14 	4.580953e+07 	3.043019e+07 	2.169675e+00 	3.021690e+38 	2.807948e+38 	1.174185e+01 	3.289393e-01 	
4.643935e+06 	1.485335e+07 	1.316338e-05 	1.248671e+14 	4.607748e+07 	3.034783e+07 	2.176939e+00 	3.020334e+38 	2.807888e+38 	1.160828e+01 	3.288558e-01 	
4.670160e+06 	1.477318e+07 	1.293787e-05 	1.222363e+14 	4.634574e+07 	3.026582e+07 	2.184335e+00 	3.018987e+38 	2.807829e+38 	1.147653e+01 	3.287709e-01 	
4.696532e+06 	1.469358e+07 	1.271659e-05 	1.196659e+14 	4.661429e+07 	3.018417e+07 	2.191860e+00 	3.017649e+38 	2.807769e+38 	1.134659e+01 	3.286848e-01 	
