r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
3.367408e+06 	2.295435e+07 	6.190261e-05 	7.015770e+14 	3.772658e+07 	3.772663e+07 	2.000000e+00 	3.134754e+38 	2.830665e+38 	3.869628e+01 	3.327525e-01 	sonic point
3.386655e+06 	2.280810e+07 	6.061654e-05 	6.839035e+14 	3.807872e+07 	3.760625e+07 	2.000156e+00 	3.132568e+38 	2.830418e+38 	3.812393e+01 	3.327370e-01 	
3.406012e+06 	2.266306e+07 	5.935996e-05 	6.667086e+14 	3.843243e+07 	3.748649e+07 	2.000621e+00 	3.130398e+38 	2.830173e+38 	3.756169e+01 	3.327212e-01 	
3.425479e+06 	2.251921e+07 	5.813213e-05 	6.499785e+14 	3.878770e+07 	3.736733e+07 	2.001392e+00 	3.128244e+38 	2.829931e+38 	3.700935e+01 	3.327050e-01 	
3.445058e+06 	2.237655e+07 	5.693232e-05 	6.336997e+14 	3.914452e+07 	3.724878e+07 	2.002465e+00 	3.126106e+38 	2.829691e+38 	3.646672e+01 	3.326884e-01 	
3.464748e+06 	2.223506e+07 	5.575983e-05 	6.178592e+14 	3.950288e+07 	3.713082e+07 	2.003836e+00 	3.123983e+38 	2.829454e+38 	3.593361e+01 	3.326715e-01 	
3.484551e+06 	2.209473e+07 	5.461398e-05 	6.024444e+14 	3.986278e+07 	3.701347e+07 	2.005503e+00 	3.121877e+38 	2.829219e+38 	3.540980e+01 	3.326541e-01 	
3.504468e+06 	2.195554e+07 	5.349411e-05 	5.874432e+14 	4.022420e+07 	3.689670e+07 	2.007461e+00 	3.119785e+38 	2.828986e+38 	3.489513e+01 	3.326364e-01 	
3.524498e+06 	2.181749e+07 	5.239957e-05 	5.728437e+14 	4.058714e+07 	3.678052e+07 	2.009707e+00 	3.117709e+38 	2.828755e+38 	3.438940e+01 	3.326183e-01 	
3.544642e+06 	2.168057e+07 	5.132974e-05 	5.586343e+14 	4.095159e+07 	3.666493e+07 	2.012238e+00 	3.115649e+38 	2.828527e+38 	3.389244e+01 	3.325998e-01 	
3.564902e+06 	2.154476e+07 	5.028400e-05 	5.448041e+14 	4.131754e+07 	3.654991e+07 	2.015052e+00 	3.113603e+38 	2.828300e+38 	3.340407e+01 	3.325808e-01 	
